TEAM1,TEAM1_MODEL,TEAM2,TEAM2_MODEL,TOSS_WINNER,TOSS_WINNER_MODEL,TEAM1_STRENGTH,TEAM1_CUMU_STRENGTH,TEAM2_STRENGTH,TEAM2_CUMU_STRENGTH,WIN_RATE_TEAM1,WIN_RATE_TEAM2,WINNER,WINNER_MODEL,AHP_RATIO_TEAM1,AHP_RATIO_TEAM2
CSK,1,KKR,0,KKR,0,396.9939314570672,396.9939314570672,257.5554819550956,257.5554819550956,1.521064,1.147092,CSK,1,16.900712,12.745465
MI,1,SRH,0,SRH,0,459.5550660238756,459.5550660238756,251.8548469,251.8548469,0.0,0.0,SRH,0,15.160852,9.026536
DD,1,KXIP,0,DD,1,221.7675082695424,221.7675082695424,197.1787026588864,197.1787026588864,0.726843,0.281404,KXIP,0,8.076035,9.380131
CSK,1,RCB,0,CSK,1,396.9939314570672,396.9939314570672,253.10065769527623,253.10065769527623,1.521064,0.29947266666666666,CSK,1,16.900712,9.982425
KKR,1,MI,0,KKR,1,257.5554819550956,257.5554819550956,459.5550660238756,459.5550660238756,0.764728,0.0,MI,0,12.745465,15.160852
DD,1,RCB,0,RCB,0,221.7675082695424,221.7675082695424,253.10065769527623,253.10065769527623,0.484562,0.2246045,DD,1,8.076035,9.982425
SRH,1,KXIP,0,KXIP,0,204.6038553633972,204.6038553633972,197.1787026588864,197.1787026588864,0.203097,0.422106,KXIP,0,9.026536,9.380131
RR,1,KKR,0,RR,1,287.231016019066,287.231016019066,257.5554819550956,257.5554819550956,0.85691625,0.573546,RR,1,12.695051,12.745465
CSK,1,DD,0,CSK,1,396.9939314570672,396.9939314570672,305.1106061000001,305.1106061000001,1.521064,0.75,DD,0,16.900712,8.076035
SRH,1,RCB,0,SRH,1,204.6038553633972,204.6038553633972,253.10065769527623,253.10065769527623,0.1624776,0.17968360000000003,RCB,0,9.026536,9.982425
KXIP,1,KKR,0,KXIP,1,197.1787026588864,197.1787026588864,257.5554819550956,257.5554819550956,0.5065272,0.45883680000000004,KXIP,1,9.380131,12.745465
MI,1,DD,0,DD,0,459.5550660238756,459.5550660238756,305.1106061000001,305.1106061000001,0.2728954,0.8,MI,1,15.160852,8.076035
CSK,1,RR,0,CSK,1,396.9939314570672,396.9939314570672,287.231016019066,287.231016019066,1.2168512,0.9140440000000001,RR,0,16.900712,12.695051
RCB,1,KXIP,0,KXIP,0,253.10065769527623,253.10065769527623,197.1787026588864,197.1787026588864,0.29947266666666666,0.562808,KXIP,0,9.982425,9.380131
CSK,1,SRH,0,SRH,0,396.9939314570672,396.9939314570672,251.8548469,251.8548469,1.0140426666666666,0.16666666666666666,SRH,0,16.900712,9.026536
RR,1,MI,0,MI,0,287.231016019066,287.231016019066,459.5550660238756,459.5550660238756,0.9521291666666667,0.45482566666666663,MI,0,12.695051,15.160852
DD,1,CSK,0,CSK,0,221.7675082695424,221.7675082695424,396.9939314570672,396.9939314570672,0.484562,0.8691794285714285,CSK,0,8.076035,16.900712
KKR,1,RCB,0,KKR,1,257.5554819550956,257.5554819550956,253.10065769527623,253.10065769527623,0.382364,0.25669085714285717,KKR,1,12.745465,9.982425
SRH,1,RR,0,RR,0,204.6038553633972,204.6038553633972,287.231016019066,287.231016019066,0.23211085714285712,0.8161107142857142,RR,0,9.026536,12.695051
RCB,1,MI,0,MI,0,253.10065769527623,253.10065769527623,459.5550660238756,459.5550660238756,0.2246045,0.5847758571428571,MI,0,9.982425,15.160852
CSK,1,KXIP,0,KXIP,0,396.9939314570672,396.9939314570672,197.1787026588864,197.1787026588864,0.950665,0.6030085714285714,CSK,1,16.900712,9.380131
KKR,1,SRH,0,KKR,1,257.5554819550956,257.5554819550956,251.8548469,251.8548469,0.4916108571428571,0.25,KKR,1,12.745465,9.026536
DD,1,RR,0,RR,0,221.7675082695424,221.7675082695424,287.231016019066,287.231016019066,0.4153388571428571,0.85691625,RR,0,8.076035,12.695051
RCB,1,KXIP,0,RCB,1,253.10065769527623,253.10065769527623,197.1787026588864,197.1787026588864,0.19964844444444443,0.5276325,KXIP,0,9.982425,9.380131
KKR,1,DD,0,KKR,1,257.5554819550956,257.5554819550956,305.1106061000001,305.1106061000001,0.573546,0.5,KKR,1,12.745465,8.076035
CSK,1,MI,0,MI,0,396.9939314570672,396.9939314570672,459.5550660238756,459.5550660238756,1.0140426666666666,0.6822385,MI,0,16.900712,15.160852
KXIP,1,RR,0,RR,0,197.1787026588864,197.1787026588864,287.231016019066,287.231016019066,0.562808,0.8886538888888889,KXIP,1,9.380131,12.695051
