,Unnamed: 0,Unnamed: 0.1,ID,SEASON,CITY,CITY_Corrrected,TEAM1,TEAM1_MODEL,TEAM2,TEAM1_STRENGTH,TEAM1_CUMU_STRENGTH,TEAM2_STRENGTH,TEAM2_CUMU_STRENGTH,TEAM2_MODEL,TOSS_WINNER,TOSS_DECISION,RESULT,WINNER,WIN_BY_RUNS,TOSS_WINNER_MODEL,WINNER_MODEL,TOSS_DECISION_MODEL,CITY_MODEL,WIN_RATE_TEAM1,WIN_RATE_TEAM2
106,106,106,166,2009,Centurion,Centurion,CSK,1,KKR,1.905996312873215,2.5415828072932527,-0.8590095781089707,-0.9722581416911101,0,CSK,bat,normal,KKR,0,1,0,1,2,0.5925925925925926,0.2916666666666667
107,107,107,167,2009,Johannesburg,Johannesburg,DD,1,RCB,-0.17432402548256176,-0.10383082174456904,-1.099704590900768,-1.292475462596029,0,DD,bat,normal,RCB,0,1,0,1,2,0.6153846153846154,0.38461538461538464
108,108,108,168,2009,Durban,Durban,RR,1,KKR,0.9403294254113047,1.3136044531416318,-0.8590095781089707,-0.9722581416911101,0,KKR,field,normal,KKR,0,0,0,0,2,0.6785714285714286,0.32
109,109,109,169,2009,Durban,Durban,CSK,1,KXIP,1.905996312873215,2.5415828072932527,0.6119385691663161,0.9846709589462354,0,CSK,bat,normal,CSK,24,1,1,1,2,0.5714285714285714,0.6071428571428571
110,110,110,170,2009,Centurion,Centurion,MI,1,DD,0.9744666654686949,1.3570146522540096,-0.13356608492911168,-0.007138137086358378,0,DD,field,normal,DD,0,0,0,0,2,0.4615384615384616,0.5925925925925926
111,111,111,171,2009,Centurion,Centurion,RCB,1,SRH,-1.2200365741192296,-1.4335982509308605,-1.180547287054287,-1.400027469082357,0,RCB,bat,normal,RCB,12,1,1,1,2,0.4074074074074074,0.3333333333333333
112,112,112,172,2009,Centurion,Centurion,DD,1,SRH,-0.17432402548256176,-0.10383082174456904,-1.180547287054287,-1.400027469082357,0,SRH,field,normal,SRH,0,0,0,0,2,0.6071428571428571,0.32142857142857145
113,113,113,173,2009,Johannesburg,Johannesburg,CSK,1,RCB,1.905996312873215,2.5415828072932527,-1.099704590900768,-1.292475462596029,0,RCB,field,normal,RCB,0,0,0,0,2,0.5862068965517241,0.42857142857142855
114,114,114,174,2009,Johannesburg,Johannesburg,SRH,1,RCB,-1.3075377153229277,-1.5448679949355644,-1.099704590900768,-1.292475462596029,0,RCB,field,normal,SRH,6,0,1,0,2,0.3448275862068966,0.4482758620689655
115,115,115,175,2010,Mumbai,MI,KKR,1,SRH,0.17513909400800853,-0.19483556752308795,-0.8889842601772436,-1.2394281295773495,0,SRH,field,normal,KKR,11,0,1,0,2,0.3461538461538461,0.3666666666666665
116,116,116,176,2010,Mumbai,MI,MI,1,RR,-0.6913908287615219,0.2209303310908333,-0.31156561858798926,0.43124644152544594,0,MI,bat,normal,MI,4,1,1,1,1,0.4444444444444444,0.6551724137931034
117,117,117,177,2010,Chandigarh,KXIP,KXIP,1,DD,0.21648052957998584,1.4298058964644837,1.904370022631538,2.2684833565925975,0,DD,field,normal,DD,0,0,0,0,1,0.5862068965517241,0.5862068965517241
118,118,118,178,2010,Kolkata,KKR,RCB,1,KKR,-1.8911564851397353,-2.2999166177674,0.18930445592553702,-0.09510223816170667,0,KKR,field,normal,KKR,0,0,0,0,0,0.43333333333333335,0.3703703703703704
119,119,119,179,2010,Chennai,CSK,SRH,1,CSK,-0.9919606898350741,-1.3787172370106684,0.349268120305033,1.962296512706511,0,SRH,bat,normal,SRH,31,1,1,1,0,0.3548387096774194,0.5666666666666667
120,120,120,180,2010,Ahmedabad,Ahmedabad,RR,1,DD,-0.36698413047585543,0.3497073448720268,1.904370022631538,2.2684833565925975,0,DD,field,normal,DD,0,0,0,0,2,0.6333333333333333,0.6
121,121,121,181,2010,Bangalore,RCB,KXIP,1,RCB,0.21648052957998584,1.4298058964644837,-1.7197552817015218,-2.129848455970488,0,KXIP,bat,normal,RCB,0,1,0,1,0,0.5666666666666667,0.41935483870967744
122,122,122,182,2010,Kolkata,KKR,CSK,1,KKR,0.34827784185173716,1.933681043218201,0.18930445592553702,-0.09510223816170667,0,CSK,bat,normal,CSK,55,1,1,1,0,0.5483870967741935,0.3928571428571429
123,123,123,183,2010,Delhi,DD,MI,1,DD,-0.6913908287615219,0.2209303310908333,1.904370022631538,2.2684833565925975,0,DD,field,normal,MI,98,0,1,0,0,0.4642857142857143,0.6129032258064516
124,124,124,184,2010,Bangalore,RCB,RR,1,RCB,-0.36698413047585543,0.3497073448720268,-1.7197552817015218,-2.129848455970488,0,RCB,field,normal,RCB,0,0,0,0,0,0.6129032258064516,0.4375
125,125,125,185,2010,Delhi,DD,DD,1,CSK,2.031462564973918,2.2504518116105503,0.349268120305033,1.962296512706511,0,DD,bat,normal,CSK,0,1,0,1,1,0.59375,0.5625
126,126,126,186,2010,Cuttack,Cuttack,SRH,1,KXIP,-0.9919606898350741,-1.3787172370106684,0.22749999336104626,1.4752568098950771,0,KXIP,field,normal,SRH,6,0,1,0,2,0.375,0.5483870967741935
127,127,127,187,2010,Ahmedabad,Ahmedabad,RR,1,KKR,-0.36698413047585543,0.3497073448720268,0.18930445592553702,-0.09510223816170667,0,RR,bat,normal,RR,34,1,1,1,2,0.59375,0.3793103448275862
128,128,128,188,2010,Mumbai,MI,MI,1,RCB,-0.6913908287615219,0.2209303310908333,-1.7197552817015218,-2.129848455970488,0,MI,bat,normal,RCB,0,1,0,1,1,0.4827586206896552,0.4545454545454545
129,129,129,189,2010,Cuttack,Cuttack,SRH,1,DD,-0.9919606898350741,-1.3787172370106684,1.904370022631538,2.2684833565925975,0,SRH,bat,normal,SRH,10,1,1,1,2,0.3939393939393939,0.5757575757575758
130,130,130,190,2010,Chennai,CSK,KXIP,1,CSK,0.21648052957998584,1.4298058964644837,0.349268120305033,1.962296512706511,0,CSK,field,tie,KXIP,0,0,1,0,0,0.53125,0.5757575757575758
131,131,131,191,2010,Mumbai,MI,KKR,1,MI,0.17513909400800853,-0.19483556752308795,-0.6112864196987063,0.3067721170325328,0,KKR,bat,normal,MI,0,1,0,1,0,0.3666666666666665,0.4666666666666667
132,132,132,192,2010,Bangalore,RCB,RCB,1,CSK,-1.8911564851397353,-2.2999166177674,0.349268120305033,1.962296512706511,0,CSK,field,normal,RCB,36,0,1,0,1,0.4705882352941176,0.5588235294117647
133,133,133,193,2010,Chandigarh,KXIP,RR,1,KXIP,-0.36698413047585543,0.3497073448720268,0.22749999336104626,1.4752568098950771,0,KXIP,field,normal,RR,31,0,1,0,0,0.6060606060606061,0.5454545454545454
134,134,134,194,2010,Mumbai,MI,CSK,1,MI,0.34827784185173716,1.933681043218201,-0.6112864196987063,0.3067721170325328,0,MI,field,normal,MI,0,0,0,0,0,0.5428571428571428,0.4838709677419355
135,135,135,195,2010,Ahmedabad,Ahmedabad,SRH,1,RR,-0.9919606898350741,-1.3787172370106684,-0.31156561858798926,0.43124644152544594,0,SRH,bat,normal,RR,0,1,0,1,2,0.4117647058823529,0.6176470588235294
136,136,136,196,2010,Chandigarh,KXIP,KKR,1,KXIP,0.17513909400800853,-0.19483556752308795,0.22749999336104626,1.4752568098950771,0,KKR,bat,normal,KKR,39,1,1,1,0,0.3548387096774194,0.5294117647058824
137,137,137,197,2010,Bangalore,RCB,DD,1,RCB,2.031462564973918,2.2504518116105503,-1.7197552817015218,-2.129848455970488,0,RCB,field,normal,DD,17,0,1,0,0,0.5588235294117647,0.4857142857142857
138,138,138,198,2010,Ahmedabad,Ahmedabad,RR,1,CSK,-0.36698413047585543,0.3497073448720268,0.349268120305033,1.962296512706511,0,RR,bat,normal,RR,17,1,1,1,2,0.6285714285714286,0.5277777777777778
139,139,139,199,2010,Mumbai,MI,MI,1,SRH,-0.6913908287615219,0.2209303310908333,-0.8889842601772436,-1.2394281295773495,0,SRH,field,normal,MI,41,0,1,0,1,0.5,0.4
140,140,140,200,2010,Delhi,DD,DD,1,KKR,2.031462564973918,2.2504518116105503,0.18930445592553702,-0.09510223816170667,0,DD,bat,normal,DD,40,1,1,1,1,0.5714285714285714,0.375
141,141,141,201,2010,Mumbai,MI,KXIP,1,MI,0.21648052957998584,1.4298058964644837,-0.6112864196987063,0.3067721170325328,0,MI,field,normal,MI,0,0,0,0,0,0.5142857142857142,0.5151515151515151
142,142,142,202,2010,Chennai,CSK,RCB,1,CSK,-1.8911564851397353,-2.2999166177674,0.349268120305033,1.962296512706511,0,RCB,bat,normal,CSK,0,1,0,1,0,0.4722222222222222,0.5135135135135135
143,143,143,203,2010,Delhi,DD,DD,1,RR,2.031462564973918,2.2504518116105503,-0.31156561858798926,0.43124644152544594,0,DD,bat,normal,DD,67,1,1,1,1,0.5833333333333334,0.6388888888888888
144,144,144,204,2010,Kolkata,KKR,KKR,1,SRH,0.17513909400800853,-0.19483556752308795,-0.8889842601772436,-1.2394281295773495,0,KKR,bat,normal,KKR,24,1,1,1,1,0.3636363636363637,0.3888888888888889
145,145,145,205,2010,Chandigarh,KXIP,KXIP,1,RCB,0.21648052957998584,1.4298058964644837,-1.7197552817015218,-2.129848455970488,0,KXIP,bat,normal,RCB,0,1,0,1,1,0.5,0.4594594594594595
146,146,146,206,2010,Chennai,CSK,CSK,1,RR,0.34827784185173716,1.933681043218201,-0.31156561858798926,0.43124644152544594,0,CSK,bat,normal,CSK,23,1,1,1,1,0.5263157894736842,0.6216216216216216
147,147,147,207,2010,Mumbai,MI,MI,1,SRH,-0.6913908287615219,0.2209303310908333,-0.8889842601772436,-1.2394281295773495,0,MI,bat,normal,MI,63,1,1,1,1,0.5294117647058824,0.3783783783783784
148,148,148,208,2010,Kolkata,KKR,KKR,1,KXIP,0.17513909400800853,-0.19483556752308795,0.22749999336104626,1.4752568098950771,0,KKR,bat,normal,KXIP,0,1,0,1,1,0.38235294117647056,0.4864864864864865
149,149,149,209,2010,Delhi,DD,DD,1,RCB,2.031462564973918,2.2504518116105503,-1.7197552817015218,-2.129848455970488,0,DD,bat,normal,DD,37,1,1,1,1,0.5945945945945946,0.4736842105263158
150,150,150,210,2010,Nagpur,Nagpur,RR,1,SRH,-0.36698413047585543,0.3497073448720268,-0.8889842601772436,-1.2394281295773495,0,RR,bat,normal,RR,2,1,1,1,2,0.6052631578947368,0.3684210526315789
151,151,151,211,2010,Chennai,CSK,CSK,1,MI,0.34827784185173716,1.933681043218201,-0.6112864196987063,0.3067721170325328,0,CSK,bat,normal,CSK,24,1,1,1,1,0.5384615384615384,0.5428571428571428
152,152,152,212,2010,Jaipur,RR,KXIP,1,RR,0.21648052957998584,1.4298058964644837,-0.31156561858798926,0.43124644152544594,0,KXIP,bat,normal,RR,0,1,0,1,0,0.5,0.6153846153846154
153,153,153,213,2010,Kolkata,KKR,KKR,1,DD,0.17513909400800853,-0.19483556752308795,1.904370022631538,2.2684833565925975,0,KKR,bat,normal,KKR,14,1,1,1,1,0.3714285714285713,0.6052631578947368
154,154,154,214,2010,Bangalore,RCB,RCB,1,SRH,-1.8911564851397353,-2.2999166177674,-0.8889842601772436,-1.2394281295773495,0,SRH,field,normal,SRH,0,0,0,0,1,0.4615384615384616,0.35897435897435903
155,155,155,215,2010,Chandigarh,KXIP,MI,1,KXIP,-0.6913908287615219,0.2209303310908333,0.22749999336104626,1.4752568098950771,0,MI,bat,normal,KXIP,0,1,0,1,0,0.5277777777777778,0.4871794871794872
156,156,156,216,2010,Nagpur,Nagpur,CSK,1,SRH,0.34827784185173716,1.933681043218201,-0.8889842601772436,-1.2394281295773495,0,CSK,bat,normal,SRH,0,1,0,1,2,0.55,0.375
157,157,157,217,2010,Bangalore,RCB,KKR,1,RCB,0.17513909400800853,-0.19483556752308795,-1.7197552817015218,-2.129848455970488,0,RCB,field,normal,RCB,0,0,0,0,0,0.3888888888888889,0.45
158,158,158,218,2010,Delhi,DD,DD,1,KXIP,2.031462564973918,2.2504518116105503,0.22749999336104626,1.4752568098950771,0,DD,bat,normal,KXIP,0,1,0,1,1,0.5897435897435898,0.5
159,159,159,219,2010,Jaipur,RR,MI,1,RR,-0.6913908287615219,0.2209303310908333,-0.31156561858798926,0.43124644152544594,0,RR,field,normal,MI,37,0,1,0,0,0.5135135135135135,0.625
160,160,160,220,2010,Nagpur,Nagpur,SRH,1,RCB,-0.9919606898350741,-1.3787172370106684,-1.7197552817015218,-2.129848455970488,0,RCB,field,normal,SRH,13,0,1,0,2,0.3902439024390244,0.4634146341463415
161,161,161,221,2010,Mumbai,MI,MI,1,DD,-0.6913908287615219,0.2209303310908333,1.904370022631538,2.2684833565925975,0,MI,bat,normal,MI,39,1,1,1,1,0.5263157894736842,0.575
162,162,162,222,2010,Chennai,CSK,KKR,1,CSK,0.17513909400800853,-0.19483556752308795,0.349268120305033,1.962296512706511,0,KKR,bat,normal,CSK,0,1,0,1,0,0.3783783783783784,0.5365853658536586
163,163,163,223,2010,Jaipur,RR,RR,1,RCB,-0.36698413047585543,0.3497073448720268,-1.7197552817015218,-2.129848455970488,0,RR,bat,normal,RCB,0,1,0,1,1,0.6097560975609756,0.4523809523809524
164,164,164,224,2010,Chennai,CSK,CSK,1,DD,0.34827784185173716,1.933681043218201,1.904370022631538,2.2684833565925975,0,CSK,bat,normal,DD,0,1,0,1,1,0.5476190476190477,0.5609756097560976
165,165,165,225,2010,Dharamsala,Dharamsala,KXIP,1,SRH,0.21648052957998584,1.4298058964644837,-0.8889842601772436,-1.2394281295773495,0,SRH,field,normal,SRH,0,0,0,0,2,0.5121951219512195,0.4047619047619048
166,166,166,226,2010,Bangalore,RCB,MI,1,RCB,-0.6913908287615219,0.2209303310908333,-1.7197552817015218,-2.129848455970488,0,RCB,field,normal,MI,57,0,1,0,0,0.5384615384615384,0.4651162790697674
167,167,167,227,2010,Kolkata,KKR,RR,1,KKR,-0.36698413047585543,0.3497073448720268,0.18930445592553702,-0.09510223816170667,0,RR,bat,normal,KKR,0,1,0,1,0,0.5952380952380952,0.3684210526315789
168,168,168,228,2010,Dharamsala,Dharamsala,KXIP,1,CSK,0.21648052957998584,1.4298058964644837,0.349268120305033,1.962296512706511,0,CSK,field,normal,CSK,0,0,0,0,2,0.5,0.5348837209302325
169,169,169,229,2010,Delhi,DD,SRH,1,DD,-0.9919606898350741,-1.3787172370106684,1.904370022631538,2.2684833565925975,0,SRH,bat,normal,SRH,11,1,1,1,0,0.4186046511627907,0.5714285714285714
170,170,170,230,2010,Kolkata,KKR,MI,1,KKR,-0.6913908287615219,0.2209303310908333,0.18930445592553702,-0.09510223816170667,0,MI,bat,normal,KKR,0,1,0,1,0,0.55,0.38461538461538464
171,171,171,231,2010,Mumbai,MI,MI,1,RCB,-0.6913908287615219,0.2209303310908333,-1.7197552817015218,-2.129848455970488,0,MI,bat,normal,MI,35,1,1,1,1,0.5365853658536586,0.4545454545454545
172,172,172,232,2010,Mumbai,MI,CSK,1,SRH,0.34827784185173716,1.933681043218201,-0.8889842601772436,-1.2394281295773495,0,CSK,bat,normal,CSK,38,1,1,1,2,0.5454545454545454,0.4318181818181818
173,173,173,233,2010,Mumbai,MI,SRH,1,RCB,-0.9919606898350741,-1.3787172370106684,-1.7197552817015218,-2.129848455970488,0,SRH,bat,normal,RCB,0,1,0,1,2,0.4222222222222222,0.4444444444444444
174,174,174,234,2010,Mumbai,MI,CSK,1,MI,0.34827784185173716,1.933681043218201,-0.6112864196987063,0.3067721170325328,0,CSK,bat,normal,CSK,22,1,1,1,0,0.5555555555555556,0.5476190476190477
175,175,175,235,2011,Chennai,CSK,CSK,1,KKR,-0.08592550207679549,0.35269212488275925,-1.3369359786723187,-1.3224931304016476,0,CSK,bat,normal,CSK,2,1,1,1,1,0.5652173913043478,0.4
176,176,176,236,2011,Hyderabad,SRH,SRH,1,RR,-0.9452934917015451,-0.8219309876694639,-0.33882879754187606,-0.5370493569658064,0,RR,field,normal,RR,0,0,0,0,1,0.4130434782608696,0.5813953488372093
177,177,177,237,2011,Kochi,Kochi,KTK,1,RCB,0.3895590864395591,0.036807751696229185,-0.7799968362376442,-0.35679570121035964,0,KTK,bat,normal,RCB,0,1,0,1,2,0.0,0.4565217391304348
178,178,178,238,2011,Delhi,DD,DD,1,MI,0.2713364754006908,-0.2211343358495981,-1.0074976669041782,-0.632541382529301,0,DD,bat,normal,MI,0,1,0,1,1,0.5581395348837209,0.5348837209302325
179,179,179,239,2011,Mumbai,MI,KXIP,1,RPS,-0.9662402470047124,-1.1236776506893422,-0.16503093793188123,-0.12716506101552816,0,KXIP,bat,normal,RPS,0,1,0,1,2,0.4883720930232558,0.0
180,180,180,240,2011,Kolkata,KKR,KKR,1,SRH,-1.4768070450091246,-1.4646535359177937,-0.8458682268644633,-0.7012451865293997,0,KKR,bat,normal,KKR,9,1,1,1,1,0.3902439024390244,0.40425531914893614
181,181,181,241,2011,Jaipur,RR,DD,1,RR,0.2713364754006908,-0.2211343358495981,-0.33882879754187606,-0.5370493569658064,0,DD,bat,normal,RR,0,1,0,1,0,0.5454545454545454,0.5909090909090909
182,182,182,242,2011,Bangalore,RCB,RCB,1,MI,-0.8739967373036479,-0.4655749576322774,-1.0074976669041782,-0.632541382529301,0,MI,field,normal,MI,0,0,0,0,1,0.4680851063829787,0.5454545454545454
183,183,183,243,2011,Chandigarh,KXIP,CSK,1,KXIP,-0.08592550207679549,0.35269212488275925,-0.865221027880326,-0.9929099094838252,0,KXIP,field,normal,KXIP,0,0,0,0,0,0.5744680851063829,0.4772727272727273
184,184,184,244,2011,Mumbai,MI,KTK,1,RPS,0.3895590864395591,0.036807751696229185,-0.16503093793188123,-0.12716506101552816,0,KTK,bat,normal,RPS,0,1,0,1,2,0.0,1.0
185,185,185,245,2011,Hyderabad,SRH,SRH,1,RCB,-0.9452934917015451,-0.8219309876694639,-0.7799968362376442,-0.35679570121035964,0,RCB,field,normal,SRH,33,0,1,0,1,0.3958333333333333,0.4583333333333333
186,186,186,246,2011,Jaipur,RR,RR,1,KKR,-0.3964927859860033,-0.6520594202384695,-1.3369359786723187,-1.3224931304016476,0,KKR,field,normal,KKR,0,0,0,0,1,0.6,0.4047619047619048
187,187,187,247,2011,Mumbai,MI,MI,1,KTK,-1.1202352134463633,-0.7508523073827126,0.3874080470207698,0.1288014293989677,0,KTK,field,normal,KTK,0,0,0,0,1,0.5555555555555556,0.0
188,188,188,248,2011,Chennai,CSK,CSK,1,RCB,-0.08592550207679549,0.35269212488275925,-0.7799968362376442,-0.35679570121035964,0,CSK,bat,normal,CSK,21,1,1,1,1,0.5625,0.4489795918367347
189,189,189,249,2011,Hyderabad,SRH,SRH,1,KXIP,-0.9452934917015451,-0.8219309876694639,-0.865221027880326,-0.9929099094838252,0,KXIP,field,normal,KXIP,0,0,0,0,1,0.4081632653061225,0.4888888888888889
190,190,190,250,2011,Mumbai,MI,RPS,1,DD,-0.20838041742080993,-0.22800670219147184,0.27818164732797435,-0.12052231373513198,0,DD,field,normal,DD,0,0,0,0,2,1.0,0.5333333333333333
191,191,191,251,2011,Kolkata,KKR,RR,1,KKR,-0.3964927859860033,-0.6520594202384695,-1.3369359786723187,-1.3224931304016476,0,KKR,field,normal,KKR,0,0,0,0,0,0.5869565217391305,0.4186046511627907
192,192,192,252,2011,Kochi,Kochi,CSK,1,KTK,-0.08592550207679549,0.35269212488275925,0.3874080470207698,0.1288014293989677,0,KTK,field,normal,KTK,0,0,0,0,2,0.5714285714285714,0.3333333333333333
193,193,193,253,2011,Delhi,DD,SRH,1,DD,-0.9452934917015451,-0.8219309876694639,0.27818164732797435,-0.12052231373513198,0,SRH,bat,normal,SRH,16,1,1,1,0,0.4,0.5434782608695652
194,194,194,254,2011,Mumbai,MI,RPS,1,MI,-0.20838041742080993,-0.22800670219147184,-1.0074976669041782,-0.632541382529301,0,RPS,bat,normal,MI,0,1,0,1,0,0.6666666666666666,0.5434782608695652
195,195,195,255,2011,Kolkata,KKR,KTK,1,KKR,0.3895590864395591,0.036807751696229185,-1.3369359786723187,-1.3224931304016476,0,KKR,field,normal,KTK,6,0,1,0,0,0.5,0.4318181818181818
196,196,196,256,2011,Chandigarh,KXIP,KXIP,1,RR,-0.9662402470047124,-1.1236776506893422,-0.33882879754187606,-0.5370493569658064,0,RR,field,normal,KXIP,48,0,1,0,1,0.5,0.5744680851063829
197,197,197,257,2011,Mumbai,MI,MI,1,CSK,-1.1202352134463633,-0.7508523073827126,-0.0518942933409804,0.4341314942587477,0,CSK,field,normal,MI,8,0,1,0,1,0.5531914893617021,0.56
198,198,198,258,2011,Kolkata,KKR,KKR,1,RCB,-1.4768070450091246,-1.4646535359177937,-0.7799968362376442,-0.35679570121035964,0,RCB,field,normal,RCB,0,0,0,0,1,0.4222222222222222,0.44
199,199,199,259,2011,Delhi,DD,DD,1,KXIP,0.2713364754006908,-0.2211343358495981,-0.865221027880326,-0.9929099094838252,0,KXIP,field,normal,DD,29,0,1,0,1,0.5319148936170213,0.5106382978723404
200,200,200,260,2011,Hyderabad,SRH,MI,1,SRH,-1.1202352134463633,-0.7508523073827126,-0.8458682268644633,-0.7012451865293997,0,SRH,field,normal,MI,37,0,1,0,0,0.5625,0.4117647058823529
201,201,201,261,2011,Jaipur,RR,KTK,1,RR,0.3895590864395591,0.036807751696229185,-0.33882879754187606,-0.5370493569658064,0,RR,field,normal,RR,0,0,0,0,0,0.6,0.5625
202,202,202,262,2011,Chennai,CSK,CSK,1,RPS,-0.08592550207679549,0.35269212488275925,-0.16503093793188123,-0.12716506101552816,0,RPS,field,normal,CSK,25,0,1,0,1,0.5490196078431373,0.5
203,203,203,263,2011,Delhi,DD,DD,1,RCB,0.2713364754006908,-0.2211343358495981,-0.7799968362376442,-0.35679570121035964,0,RCB,field,normal,RCB,0,0,0,0,1,0.5416666666666666,0.4509803921568628
204,204,204,264,2011,Mumbai,MI,RPS,1,CSK,-0.20838041742080993,-0.22800670219147184,-0.0518942933409804,0.4341314942587477,0,RPS,bat,normal,CSK,0,1,0,1,2,0.4,0.5576923076923077
205,205,205,265,2011,Kochi,Kochi,SRH,1,KTK,-0.9452934917015451,-0.8219309876694639,0.3874080470207698,0.1288014293989677,0,KTK,field,normal,SRH,55,0,1,0,2,0.40384615384615385,0.5
206,206,206,266,2011,Delhi,DD,KKR,1,DD,-1.4768070450091246,-1.4646535359177937,0.27818164732797435,-0.12052231373513198,0,DD,field,normal,KKR,17,0,1,0,0,0.4130434782608696,0.5306122448979592
207,207,207,267,2011,Jaipur,RR,MI,1,RR,-1.1202352134463633,-0.7508523073827126,-0.33882879754187606,-0.5370493569658064,0,RR,field,normal,RR,0,0,0,0,0,0.5714285714285714,0.5714285714285714
208,208,208,268,2011,Bangalore,RCB,RCB,1,RPS,-0.8739967373036479,-0.4655749576322774,-0.16503093793188123,-0.12716506101552816,0,RPS,field,normal,RCB,26,0,1,0,1,0.4615384615384616,0.3333333333333333
209,209,209,269,2011,Kochi,Kochi,DD,1,KTK,0.2713364754006908,-0.2211343358495981,0.3874080470207698,0.1288014293989677,0,DD,bat,normal,DD,38,1,1,1,2,0.52,0.42857142857142855
210,210,210,270,2011,Kolkata,KKR,KXIP,1,KKR,-0.9662402470047124,-1.1236776506893422,-1.3369359786723187,-1.3224931304016476,0,KKR,field,normal,KKR,0,0,0,0,0,0.5,0.425531914893617
211,211,211,271,2011,Jaipur,RR,RPS,1,RR,-0.20838041742080993,-0.22800670219147184,-0.33882879754187606,-0.5370493569658064,0,RR,field,normal,RR,0,0,0,0,0,0.2857142857142857,0.58
212,212,212,272,2011,Chennai,CSK,CSK,1,SRH,-0.08592550207679549,0.35269212488275925,-0.8458682268644633,-0.7012451865293997,0,CSK,bat,normal,CSK,19,1,1,1,1,0.5660377358490566,0.4150943396226415
213,213,213,273,2011,Mumbai,MI,MI,1,KXIP,-1.1202352134463633,-0.7508523073827126,-0.865221027880326,-0.9929099094838252,0,KXIP,field,normal,MI,23,0,1,0,1,0.56,0.4897959183673469
214,214,214,274,2011,Delhi,DD,DD,1,KTK,0.2713364754006908,-0.2211343358495981,0.3874080470207698,0.1288014293989677,0,KTK,field,normal,KTK,0,0,0,0,1,0.5294117647058824,0.375
215,215,215,275,2011,Hyderabad,SRH,KKR,1,SRH,-1.4768070450091246,-1.4646535359177937,-0.8458682268644633,-0.7012451865293997,0,SRH,field,normal,KKR,20,0,1,0,0,0.4375,0.4074074074074074
216,216,216,276,2011,Chennai,CSK,RR,1,CSK,-0.3964927859860033,-0.6520594202384695,-0.0518942933409804,0.4341314942587477,0,RR,bat,normal,CSK,0,1,0,1,0,0.5882352941176471,0.5740740740740741
217,217,217,277,2011,Mumbai,MI,MI,1,RPS,-1.1202352134463633,-0.7508523073827126,-0.16503093793188123,-0.12716506101552816,0,RPS,field,normal,MI,21,0,1,0,1,0.5686274509803921,0.25
218,218,218,278,2011,Kochi,Kochi,KTK,1,KKR,0.3895590864395591,0.036807751696229185,-1.3369359786723187,-1.3224931304016476,0,KKR,field,normal,KTK,17,0,1,0,2,0.4444444444444444,0.4489795918367347
219,219,219,279,2011,Hyderabad,SRH,SRH,1,DD,-0.9452934917015451,-0.8219309876694639,0.27818164732797435,-0.12052231373513198,0,DD,field,normal,DD,0,0,0,0,1,0.4,0.5192307692307693
220,220,220,280,2011,Bangalore,RCB,RCB,1,KXIP,-0.8739967373036479,-0.4655749576322774,-0.865221027880326,-0.9929099094838252,0,KXIP,field,normal,RCB,85,0,1,0,1,0.4716981132075472,0.48
221,221,221,281,2011,Kolkata,KKR,CSK,1,KKR,-0.08592550207679549,0.35269212488275925,-1.3369359786723187,-1.3224931304016476,0,CSK,bat,normal,KKR,10,1,0,1,0,0.5818181818181818,0.44
222,222,222,282,2011,Mumbai,MI,MI,1,DD,-1.1202352134463633,-0.7508523073827126,0.27818164732797435,-0.12052231373513198,0,DD,field,normal,MI,32,0,1,0,1,0.5769230769230769,0.5283018867924528
223,223,223,283,2011,Bangalore,RCB,KTK,1,RCB,0.3895590864395591,0.036807751696229185,-0.7799968362376442,-0.35679570121035964,0,KTK,bat,normal,RCB,0,1,0,1,0,0.5,0.4814814814814815
224,224,224,284,2011,Chandigarh,KXIP,KXIP,1,RPS,-0.9662402470047124,-1.1236776506893422,-0.16503093793188123,-0.12716506101552816,0,KXIP,bat,normal,RPS,0,1,0,1,1,0.4705882352941176,0.2222222222222222
225,225,225,285,2011,Jaipur,RR,CSK,1,RR,-0.08592550207679549,0.35269212488275925,-0.33882879754187606,-0.5370493569658064,0,RR,field,normal,CSK,63,0,1,0,0,0.5714285714285714,0.5769230769230769
226,226,226,286,2011,Hyderabad,SRH,SRH,1,RPS,-0.9452934917015451,-0.8219309876694639,-0.16503093793188123,-0.12716506101552816,0,SRH,bat,normal,RPS,0,1,0,1,1,0.3928571428571429,0.3
227,227,227,287,2011,Chandigarh,KXIP,KXIP,1,MI,-0.9662402470047124,-1.1236776506893422,-1.0074976669041782,-0.632541382529301,0,MI,field,normal,KXIP,76,0,1,0,1,0.4615384615384616,0.5849056603773585
228,228,228,288,2011,Jaipur,RR,RR,1,RCB,-0.3964927859860033,-0.6520594202384695,-0.7799968362376442,-0.35679570121035964,0,RCB,field,normal,RCB,0,0,0,0,1,0.5660377358490566,0.4909090909090909
229,229,229,289,2011,Chennai,CSK,CSK,1,DD,-0.08592550207679549,0.35269212488275925,0.27818164732797435,-0.12052231373513198,0,CSK,bat,normal,CSK,18,1,1,1,1,0.5789473684210527,0.5185185185185185
230,230,230,290,2011,Indore,Indore,KTK,1,KXIP,0.3895590864395591,0.036807751696229185,-0.865221027880326,-0.9929099094838252,0,KXIP,field,normal,KXIP,0,0,0,0,2,0.4545454545454545,0.4716981132075472
