learning_rate,n_estimators,Ambiguity,Real Test Accuracy,Train Accuracy
0.01,100,1.421090909090909,58.22672727272727,61.93418181818182
0.01,50,3.8894545454545453,56.53800000000001,61.53127272727274
0.01,20,12.965818181818182,49.9530909090909,60.25818181818183
0.01,10,24.349454545454556,43.22745454545456,58.83872727272729
0.005,100,3.7556363636363637,56.591454545454546,61.52709090909092
0.005,50,9.35509090909091,52.11909090909091,60.69309090909091
0.005,20,23.188181818181825,43.68872727272729,58.91363636363637
0.005,10,35.2589090909091,36.94454545454545,57.79872727272728
