learning_rate,n_estimators,Ambiguity,Real Test Accuracy,Train Accuracy
0.01,150,1.0978181818181818,58.65763636363638,62.19090909090908
0.01,200,1.9539999999999993,58.68418181818183,62.480181818181826
0.005,150,2.1965454545454546,57.665454545454544,61.739818181818194
0.005,200,1.2874545454545454,58.280181818181816,61.92127272727273
