Year,Team,,Player,Strength For Model,Team
2019,KKR,690,Kuldeep Yadav,29.75,KKR
2019,KKR,693,RV Uthappa,29.4375,KKR
2019,KKR,694,PP Chawla,27.333333333333332,KKR
2019,KKR,692,HF Gurney,21.25,KKR
2019,KXIP,948,KL Rahul,66.35714285714286,KXIP
2019,KXIP,964,AJ Tye,49.714285714285715,KXIP
2019,KXIP,954,CH Gayle,46.0,KXIP
2019,KXIP,961,SM Curran,41.77777777777778,KXIP
2019,KXIP,955,AS Rajpoot,40.125,KXIP
2019,KXIP,951,M Ashwin,35.0,KXIP
2019,KXIP,966,KK Nair,33.69230769230769,KXIP
2019,KXIP,962,Mujeeb Ur Rahman,33.45454545454545,KXIP
2019,KXIP,956,N Pooran,30.428571428571427,KXIP
2019,KXIP,949,R Ashwin,28.785714285714285,KXIP
2019,KXIP,958,DA Miller,27.0,KXIP
2019,MI,1186,HH Pandya,63.38461538461539,MI
2019,MI,1205,AS Joseph,62.333333333333336,MI
2019,MI,1192,SA Yadav,49.92857142857143,MI
2019,MI,1195,KH Pandya,45.857142857142854,MI
2019,MI,1188,Q de Kock,42.125,MI
2019,MI,1200,E Lewis,38.30769230769231,MI
2019,MI,1201,SL Malinga,37.25405324522971,MI
2019,MI,1191,JJ Bumrah,33.285714285714285,MI
2019,MI,1197,MJ McClenaghan,32.72727272727273,MI
2019,MI,1198,Ishan Kishan,31.214285714285715,MI
2019,MI,1203,M Markande,30.714285714285715,MI
2019,RCB,1445,AB de Villiers,56.25,RCB
2019,RCB,1447,V Kohli,51.0,RCB
2019,RCB,1446,MM Ali,38.4,RCB
2019,RCB,1452,PA Patel,35.5,RCB
2019,RCB,1460,UT Yadav,35.214285714285715,RCB
2019,RCB,1462,H Klaasen,33.5,RCB
2019,RCB,1459,Mohammed Siraj,31.272727272727273,RCB
2019,RCB,1455,SO Hetmyer,27.6,RCB
2019,RCB,1453,DW Steyn,27.057983193277312,RCB
2019,RCB,1443,MP Stoinis,25.714285714285715,RCB
2019,RCB,1457,C de Grandhomme,25.444444444444443,RCB
2019,RR,1770,JC Buttler,58.92307692307692,RR
2019,RR,1777,R Parag,40.714285714285715,RR
2019,RR,1771,JC Archer,39.4,RR
2019,RR,1772,SV Samson,38.06666666666667,RR
2019,RR,1783,BA Stokes,36.53846153846154,RR
2019,RR,1776,K Gowtham,33.733333333333334,RR
2019,RR,1768,SPD Smith,33.37534013605442,RR
2019,RR,1774,O Thomas,33.25,RR
2019,RR,1773,S Gopal,32.72727272727273,RR
2019,RR,1775,AM Rahane,30.6,RR
2019,RR,1781,LS Livingstone,28.0,RR
2019,SRH,2005,JM Bairstow,65.5,SRH
2019,SRH,2011,KS Williamson,56.705882352941174,SRH
2019,SRH,2003,DA Warner,49.06926664022252,SRH
2019,SRH,2004,Rashid Khan,38.76470588235294,SRH
2019,SRH,2016,Shakib Al Hasan,38.1764705882353,SRH
2019,SRH,2017,S Kaul,30.470588235294116,SRH
2019,SRH,2009,MJ Guptill,29.365079365079367,SRH
2019,SRH,2022,Abhishek Sharma,28.0,SRH
2019,SRH,2007,MK Pandey,27.333333333333332,SRH
2019,SRH,2019,Basil Thampi,27.0,SRH
2019,SRH,2014,Sandeep Sharma,24.5,SRH
