,ID,SEASON,CITY,CITY_Corrrected,TEAM1,TEAM1_MODEL,TEAM2,TEAM2_MODEL,TOSS_WINNER,TEAM1_STRENGTH,TEAM1_CUMU_STRENGTH,TEAM2_STRENGTH,TEAM2_CUMU_STRENGTH,TOSS_DECISION,RESULT,WINNER,WIN_BY_RUNS,TOSS_WINNER_MODEL,WINNER_MODEL,TOSS_DECISION_MODEL,CITY_MODEL,WIN_RATE_TEAM1,WIN_RATE_TEAM2
57,117,2008,Mumbai,MI,CSK,1,RR,0,RR,276.6875,258.8159722222222,341.5625,248.5443046536797,field,normal,RR,0,0,0,0,2,0.6,0.8
58,118,2009,Cape Town,Cape Town,MI,1,CSK,0,CSK,311.61538461538464,305.83547008547015,317.7857142857143,328.4928571428572,field,normal,MI,19,0,1,0,2,0.5,0.5625
59,119,2009,Cape Town,Cape Town,RCB,1,RR,0,RCB,260.5,237.60416666666663,265.53846153846155,299.44102564102565,bat,normal,RCB,75,1,1,1,2,0.28571428600000004,0.8125
60,120,2009,Cape Town,Cape Town,KXIP,1,DD,0,DD,267.35714285714283,262.95238095238096,302.46666666666664,286.93333333333334,field,normal,DD,0,0,0,0,2,0.666666667,0.5
61,121,2009,Cape Town,Cape Town,KKR,1,SRH,0,KKR,223.46153846153842,274.3055278055278,313.75,267.55625,bat,normal,SRH,0,1,0,1,2,0.46153846200000004,0.14285714300000002
62,122,2009,Port Elizabeth,Port Elizabeth,CSK,1,RCB,0,CSK,317.7857142857143,328.4928571428572,260.5,237.60416666666663,bat,normal,CSK,92,1,1,1,2,0.529411765,0.333333333
63,123,2009,Durban,Durban,KXIP,1,KKR,0,KKR,267.35714285714283,262.95238095238096,223.46153846153842,274.3055278055278,field,normal,KKR,11,0,0,0,2,0.625,0.428571429
64,124,2009,Cape Town,Cape Town,SRH,1,RCB,0,SRH,313.75,267.55625,260.5,237.60416666666663,bat,normal,SRH,24,1,1,1,2,0.2,0.3125
65,125,2009,Durban,Durban,DD,1,CSK,0,DD,302.46666666666664,286.93333333333334,317.7857142857143,328.4928571428572,bat,normal,DD,9,1,1,1,2,0.533333333,0.5555555560000001
66,126,2009,Cape Town,Cape Town,RR,1,KKR,0,KKR,265.53846153846155,299.44102564102565,223.46153846153842,274.3055278055278,field,tie,RR,0,0,1,0,2,0.764705882,0.46666666700000003
67,127,2009,Durban,Durban,RCB,1,KXIP,0,RCB,260.5,237.60416666666663,267.35714285714283,262.95238095238096,bat,normal,KXIP,0,1,0,1,2,0.294117647,0.588235294
68,128,2009,Durban,Durban,SRH,1,MI,0,SRH,313.75,267.55625,311.61538461538464,305.83547008547015,bat,normal,SRH,12,1,1,1,2,0.25,0.533333333
69,129,2009,Port Elizabeth,Port Elizabeth,RCB,1,DD,0,RCB,260.5,237.60416666666663,302.46666666666664,286.93333333333334,bat,normal,DD,0,1,0,1,2,0.27777777800000003,0.5625
70,130,2009,Cape Town,Cape Town,KXIP,1,RR,0,KXIP,267.35714285714283,262.95238095238096,265.53846153846155,299.44102564102565,bat,normal,KXIP,27,1,1,1,2,0.611111111,0.7777777779999999
71,131,2009,Durban,Durban,CSK,1,SRH,0,SRH,317.7857142857143,328.4928571428572,313.75,267.55625,field,normal,SRH,0,0,0,0,2,0.526315789,0.294117647
72,132,2009,Port Elizabeth,Port Elizabeth,MI,1,KKR,0,MI,311.61538461538464,305.83547008547015,223.46153846153842,274.3055278055278,bat,normal,MI,92,1,1,1,2,0.5,0.4375
73,133,2009,Centurion,Centurion,DD,1,RR,0,DD,302.46666666666664,286.93333333333334,265.53846153846155,299.44102564102565,bat,normal,RR,0,1,0,1,2,0.588235294,0.736842105
74,134,2009,Durban,Durban,KKR,1,RCB,0,KKR,223.46153846153842,274.3055278055278,260.5,237.60416666666663,bat,normal,RCB,0,1,0,1,2,0.41176470600000004,0.263157895
75,135,2009,Durban,Durban,KXIP,1,MI,0,KXIP,267.35714285714283,262.95238095238096,311.61538461538464,305.83547008547015,bat,normal,KXIP,3,1,1,1,2,0.6315789470000001,0.529411765
76,136,2009,Centurion,Centurion,SRH,1,DD,0,DD,313.75,267.55625,302.46666666666664,286.93333333333334,field,normal,DD,0,0,0,0,2,0.333333333,0.5555555560000001
