,Unnamed: 0,ID,SEASON,CITY,CITY_Corrrected,TEAM1,TEAM1_MODEL,TEAM2,TEAM2_MODEL,TEAM1_RunsperOver,TEAM1_RunsperWicket,TEAM1_BattingIndex,TEAM1_RunsconcededperOver,TEAM1_RunsconcededperWicket,TEAM1_BowlingIndex,TEAM1_BattingWicketRate,TEAM1_BowlingWicketRate,TEAM1_RunsperWicket_6Batsmen,TEAM1_RunsperWicket_4Batsmen,TEAM1_RunsperWicket_2Batsmen,TEAM1_Runsperball_6Batsmen,TEAM1_Runsperball_4Batsmen,TEAM1_Runsperball_2Batsmen,TEAM1_RunsconcedeperWicket_5Bowler,TEAM1_RunsconcedeperWicket_3Bowler,TEAM1_RunsconcedeperOver_5Bowler,TEAM1_RunsconcedeperOver_3Bowler,TEAM1_BallsbowledperWicket_5Bowler,TEAM1_BallsbowledperWicket_3Bowler,TEAM2_Team_Strength,TEAM2_Cumulative_Team_Strength,TEAM2_RunsperOver,TEAM2_RunsperWicket,TEAM2_BattingIndex,TEAM2_RunsconcededperOver,TEAM2_RunsconcededperWicket,TEAM2_BowlingIndex,TEAM2_BattingWicketRate,TEAM1_Team_Strength,TEAM2_BowlingWicketRate,TEAM2_RunsperWicket_6Batsmen,TEAM2_RunsperWicket_4Batsmen,TEAM2_RunsperWicket_2Batsmen,TEAM2_Runsperball_6Batsmen,TEAM2_Runsperball_4Batsmen,TEAM2_Runsperball_2Batsmen,TEAM2_RunsconcedeperWicket_5Bowler,TEAM2_RunsconcedeperWicket_3Bowler,TEAM2_RunsconcedeperOver_5Bowler,TEAM2_RunsconcedeperOver_3Bowler,TEAM2_BallsbowledperWicket_5Bowler,TEAM2_BallsbowledperWicket_3Bowler,TEAM1_Cumulative_Team_Strength,TOSS_WINNER,TEAM1_STRENGTH,TEAM1_CUMU_STRENGTH,TEAM2_STRENGTH,TEAM2_CUMU_STRENGTH,TOSS_DECISION,RESULT,WINNER,WIN_BY_RUNS,TOSS_WINNER_MODEL,WINNER_MODEL,TOSS_DECISION_MODEL,CITY_MODEL,WIN_RATE_TEAM1,WIN_RATE_TEAM2
161,161,221,2010,Mumbai,MI,MI,1,DD,0,6.844961240310077,21.536585365853657,147.41709207789748,7.008032128514056,24.23611111111111,169.84744533690318,0.05297157622739018,0.04819277108433735,25.47368421052632,27.378378378378375,36.8,1.1824104234527688,1.2160864345738296,1.1719745222929936,22.59615384615385,20.170731707317074,6.811594202898552,6.5896414342629495,119.42307692307692,110.1951219512195,35.17700204164286,33.46959288485715,7.2960288808664275,26.946666666666665,196.60365824308064,7.339160839160839,23.065934065934066,169.28460001536925,0.04512635379061372,31.595230281166657,0.05303030303030303,34.191489361702125,37.0,46.47368421052632,1.2907630522088354,1.302568981921979,1.2686781609195403,22.185714285714287,22.0,7.3952380952380965,7.425947187141218,108.0,106.6530612244898,32.523905940041665,MI,331.6517094,331.6517094,296.6,296.6,bat,normal,MI,39,1,1,1,1,0.5263157894736842,0.575
162,162,222,2010,Chennai,CSK,KKR,1,CSK,0,6.7734056987788325,23.11111111111111,156.54093170511078,7.72635814889336,39.18367346938776,302.7470948137807,0.04884667571234736,0.03286384976525822,29.36111111111111,33.388888888888886,36.41666666666666,1.2449941107184923,1.2869379014989293,1.245014245014245,43.03846153846154,40.125,7.501675977653631,6.817699115044247,206.53846153846158,211.875,30.98221789002976,33.48710269458333,7.55072463768116,25.728395061728396,194.26802648058688,7.389830508474576,23.357142857142854,172.60532687651332,0.04891304347826087,35.35088629607143,0.05273069679849341,36.7,38.78378378378378,47.57894736842106,1.3901515151515151,1.3878143133462282,1.3780487804878048,21.433333333333334,22.625,7.05946935041171,7.144736842105262,109.3,114.0,35.12085822107143,KKR,303.1287046,303.1287046,336.62857139999994,336.62857139999994,bat,normal,CSK,0,1,0,1,0,0.3783783783783784,0.5365853658536586
163,163,223,2010,Jaipur,RR,RR,1,RCB,0,6.389297658862875,17.118279569892472,109.37378357967418,6.877102199223804,22.71794871794872,156.23365509005873,0.06220735785953178,0.05045278137128072,18.488888888888887,20.61764705882353,21.63157894736842,1.1507607192254494,1.1605960264900663,1.256880733944954,23.12244897959184,22.94594594594595,7.2165605095541405,7.1847672778561344,115.3469387755102,114.97297297297294,32.448442443874995,30.5067706646875,6.953451043338684,20.433962264150946,142.08655622520368,7.346673877771767,28.65822784810127,210.542653914877,0.05671482075976458,34.426704950854976,0.04272579772850189,28.15217391304348,33.06896551724138,40.72727272727273,1.2286527514231498,1.2390180878552972,1.374233128834356,27.810344827586214,27.35,7.365296803652967,7.1347826086956525,135.93103448275863,138.0,35.71790600916667,RR,331.6461538000001,331.6461538000001,227.4338542,227.4338542,bat,normal,RCB,0,1,0,1,1,0.6097560975609756,0.4523809523809524
164,164,224,2010,Chennai,CSK,CSK,1,DD,0,7.55072463768116,25.728395061728396,194.26802648058688,7.389830508474576,23.357142857142854,172.60532687651332,0.04891304347826087,0.05273069679849341,36.7,38.78378378378378,47.57894736842106,1.3901515151515151,1.3878143133462282,1.3780487804878048,21.433333333333334,22.625,7.05946935041171,7.144736842105262,109.3,114.0,35.17700204164286,33.46959288485715,7.2960288808664275,26.946666666666665,196.60365824308064,7.339160839160839,23.065934065934066,169.28460001536925,0.04512635379061372,30.98221789002976,0.05303030303030303,34.191489361702125,37.0,46.47368421052632,1.2907630522088354,1.302568981921979,1.2686781609195403,22.185714285714287,22.0,7.3952380952380965,7.425947187141218,108.0,106.6530612244898,33.48710269458333,CSK,336.62857139999994,336.62857139999994,296.6,296.6,bat,normal,DD,0,1,0,1,1,0.5476190476190477,0.5609756097560976
165,165,225,2010,Dharamsala,Dharamsala,KXIP,1,SRH,0,6.56842105263158,20.321839080459768,133.48239564428314,7.4325955734406435,26.014084507042252,193.35216935415303,0.053869969040247684,0.047619047619047616,25.76923076923077,27.871794871794872,31.055555555555557,1.1621856027753683,1.1551540913921359,1.2178649237472767,24.26,21.837209302325586,7.936750272628134,7.771034482758621,110.04,101.16279069767442,31.836052848125004,31.5985621636875,7.448613376835238,22.603960396039604,168.3681617753945,7.3581932773109235,24.072164948453608,177.12764229403098,0.05492115280043502,32.11230126183673,0.0509453781512605,30.75,30.90625,32.34782608695652,1.3348837209302329,1.5357142857142858,1.5152749490835031,25.705882352941174,21.166666666666668,7.392857142857142,7.102529960053262,125.17647058823529,107.28571428571428,34.13790978647959,SRH,282.9642857,282.9642857,234.5125,234.5125,field,normal,SRH,0,0,0,0,2,0.5121951219512195,0.4047619047619048
166,166,226,2010,Bangalore,RCB,MI,1,RCB,0,6.844961240310077,21.536585365853657,147.41709207789748,7.008032128514056,24.23611111111111,169.84744533690318,0.05297157622739018,0.04819277108433735,25.47368421052632,27.378378378378375,36.8,1.1824104234527688,1.2160864345738296,1.1719745222929936,22.59615384615385,20.170731707317074,6.811594202898552,6.5896414342629495,119.42307692307692,110.1951219512195,32.448442443874995,30.5067706646875,6.953451043338684,20.433962264150946,142.08655622520368,7.346673877771767,28.65822784810127,210.542653914877,0.05671482075976458,31.595230281166657,0.04272579772850189,28.15217391304348,33.06896551724138,40.72727272727273,1.2286527514231498,1.2390180878552972,1.374233128834356,27.810344827586214,27.35,7.365296803652967,7.1347826086956525,135.93103448275863,138.0,32.523905940041665,RCB,331.6517094,331.6517094,227.4338542,227.4338542,field,normal,MI,57,0,1,0,0,0.5384615384615384,0.4651162790697674
167,167,227,2010,Kolkata,KKR,RR,1,KKR,0,6.389297658862875,17.118279569892472,109.37378357967418,6.877102199223804,22.71794871794872,156.23365509005873,0.06220735785953178,0.05045278137128072,18.488888888888887,20.61764705882353,21.63157894736842,1.1507607192254494,1.1605960264900663,1.256880733944954,23.12244897959184,22.94594594594595,7.2165605095541405,7.1847672778561344,115.3469387755102,114.97297297297294,35.35088629607143,35.12085822107143,6.7734056987788325,23.11111111111111,156.54093170511078,7.72635814889336,39.18367346938776,302.7470948137807,0.04884667571234736,34.426704950854976,0.03286384976525822,29.36111111111111,33.388888888888886,36.41666666666666,1.2449941107184923,1.2869379014989293,1.245014245014245,43.03846153846154,40.125,7.501675977653631,6.817699115044247,206.53846153846158,211.875,35.71790600916667,RR,331.6461538000001,331.6461538000001,303.1287046,303.1287046,bat,normal,KKR,0,1,0,1,0,0.5952380952380952,0.3684210526315789
168,168,228,2010,Dharamsala,Dharamsala,KXIP,1,CSK,0,6.56842105263158,20.321839080459768,133.48239564428314,7.4325955734406435,26.014084507042252,193.35216935415303,0.053869969040247684,0.047619047619047616,25.76923076923077,27.871794871794872,31.055555555555557,1.1621856027753683,1.1551540913921359,1.2178649237472767,24.26,21.837209302325586,7.936750272628134,7.771034482758621,110.04,101.16279069767442,30.98221789002976,33.48710269458333,7.55072463768116,25.728395061728396,194.26802648058688,7.389830508474576,23.357142857142854,172.60532687651332,0.04891304347826087,32.11230126183673,0.05273069679849341,36.7,38.78378378378378,47.57894736842106,1.3901515151515151,1.3878143133462282,1.3780487804878048,21.433333333333334,22.625,7.05946935041171,7.144736842105262,109.3,114.0,34.13790978647959,CSK,282.9642857,282.9642857,336.62857139999994,336.62857139999994,field,normal,CSK,0,0,0,0,2,0.5,0.5348837209302325
169,169,229,2010,Delhi,DD,SRH,1,DD,0,7.448613376835238,22.603960396039604,168.3681617753945,7.3581932773109235,24.072164948453608,177.12764229403098,0.05492115280043502,0.0509453781512605,30.75,30.90625,32.34782608695652,1.3348837209302329,1.5357142857142858,1.5152749490835031,25.705882352941174,21.166666666666668,7.392857142857142,7.102529960053262,125.17647058823529,107.28571428571428,35.17700204164286,33.46959288485715,7.2960288808664275,26.946666666666665,196.60365824308064,7.339160839160839,23.065934065934066,169.28460001536925,0.04512635379061372,31.836052848125004,0.05303030303030303,34.191489361702125,37.0,46.47368421052632,1.2907630522088354,1.302568981921979,1.2686781609195403,22.185714285714287,22.0,7.3952380952380965,7.425947187141218,108.0,106.6530612244898,31.5985621636875,SRH,234.5125,234.5125,296.6,296.6,bat,normal,SRH,11,1,1,1,0,0.4186046511627907,0.5714285714285714
170,170,230,2010,Kolkata,KKR,MI,1,KKR,0,6.844961240310077,21.536585365853657,147.41709207789748,7.008032128514056,24.23611111111111,169.84744533690318,0.05297157622739018,0.04819277108433735,25.47368421052632,27.378378378378375,36.8,1.1824104234527688,1.2160864345738296,1.1719745222929936,22.59615384615385,20.170731707317074,6.811594202898552,6.5896414342629495,119.42307692307692,110.1951219512195,35.35088629607143,35.12085822107143,6.7734056987788325,23.11111111111111,156.54093170511078,7.72635814889336,39.18367346938776,302.7470948137807,0.04884667571234736,31.595230281166657,0.03286384976525822,29.36111111111111,33.388888888888886,36.41666666666666,1.2449941107184923,1.2869379014989293,1.245014245014245,43.03846153846154,40.125,7.501675977653631,6.817699115044247,206.53846153846158,211.875,32.523905940041665,MI,331.6517094,331.6517094,303.1287046,303.1287046,bat,normal,KKR,0,1,0,1,0,0.55,0.38461538461538464
171,171,231,2010,Mumbai,MI,MI,1,RCB,0,6.844961240310077,21.536585365853657,147.41709207789748,7.008032128514056,24.23611111111111,169.84744533690318,0.05297157622739018,0.04819277108433735,25.47368421052632,27.378378378378375,36.8,1.1824104234527688,1.2160864345738296,1.1719745222929936,22.59615384615385,20.170731707317074,6.811594202898552,6.5896414342629495,119.42307692307692,110.1951219512195,32.448442443874995,30.5067706646875,6.953451043338684,20.433962264150946,142.08655622520368,7.346673877771767,28.65822784810127,210.542653914877,0.05671482075976458,31.595230281166657,0.04272579772850189,28.15217391304348,33.06896551724138,40.72727272727273,1.2286527514231498,1.2390180878552972,1.374233128834356,27.810344827586214,27.35,7.365296803652967,7.1347826086956525,135.93103448275863,138.0,32.523905940041665,MI,331.6517094,331.6517094,227.4338542,227.4338542,bat,normal,MI,35,1,1,1,1,0.5365853658536586,0.4545454545454545
172,172,232,2010,Mumbai,MI,CSK,1,SRH,0,7.55072463768116,25.728395061728396,194.26802648058688,7.389830508474576,23.357142857142854,172.60532687651332,0.04891304347826087,0.05273069679849341,36.7,38.78378378378378,47.57894736842106,1.3901515151515151,1.3878143133462282,1.3780487804878048,21.433333333333334,22.625,7.05946935041171,7.144736842105262,109.3,114.0,31.836052848125004,31.5985621636875,7.448613376835238,22.603960396039604,168.3681617753945,7.3581932773109235,24.072164948453608,177.12764229403098,0.05492115280043502,30.98221789002976,0.0509453781512605,30.75,30.90625,32.34782608695652,1.3348837209302329,1.5357142857142858,1.5152749490835031,25.705882352941174,21.166666666666668,7.392857142857142,7.102529960053262,125.17647058823529,107.28571428571428,33.48710269458333,CSK,336.62857139999994,336.62857139999994,234.5125,234.5125,bat,normal,CSK,38,1,1,1,2,0.5454545454545454,0.4318181818181818
173,173,233,2010,Mumbai,MI,SRH,1,RCB,0,7.448613376835238,22.603960396039604,168.3681617753945,7.3581932773109235,24.072164948453608,177.12764229403098,0.05492115280043502,0.0509453781512605,30.75,30.90625,32.34782608695652,1.3348837209302329,1.5357142857142858,1.5152749490835031,25.705882352941174,21.166666666666668,7.392857142857142,7.102529960053262,125.17647058823529,107.28571428571428,32.448442443874995,30.5067706646875,6.953451043338684,20.433962264150946,142.08655622520368,7.346673877771767,28.65822784810127,210.542653914877,0.05671482075976458,31.836052848125004,0.04272579772850189,28.15217391304348,33.06896551724138,40.72727272727273,1.2286527514231498,1.2390180878552972,1.374233128834356,27.810344827586214,27.35,7.365296803652967,7.1347826086956525,135.93103448275863,138.0,31.5985621636875,SRH,234.5125,234.5125,227.4338542,227.4338542,bat,normal,RCB,0,1,0,1,2,0.4222222222222222,0.4444444444444444
174,174,234,2010,Mumbai,MI,CSK,1,MI,0,7.55072463768116,25.728395061728396,194.26802648058688,7.389830508474576,23.357142857142854,172.60532687651332,0.04891304347826087,0.05273069679849341,36.7,38.78378378378378,47.57894736842106,1.3901515151515151,1.3878143133462282,1.3780487804878048,21.433333333333334,22.625,7.05946935041171,7.144736842105262,109.3,114.0,31.595230281166657,32.523905940041665,6.844961240310077,21.536585365853657,147.41709207789748,7.008032128514056,24.23611111111111,169.84744533690318,0.05297157622739018,30.98221789002976,0.04819277108433735,25.47368421052632,27.378378378378375,36.8,1.1824104234527688,1.2160864345738296,1.1719745222929936,22.59615384615385,20.170731707317074,6.811594202898552,6.5896414342629495,119.42307692307692,110.1951219512195,33.48710269458333,CSK,336.62857139999994,336.62857139999994,331.6517094,331.6517094,bat,normal,CSK,22,1,1,1,0,0.5555555555555556,0.5476190476190477
175,175,235,2011,Chennai,CSK,CSK,1,KKR,0,7.781449893390191,27.96551724137931,217.6122711565326,7.724247226624405,27.38202247191011,211.5055111380188,0.046375266524520266,0.04701531959852087,34.886792452830186,38.088235294117645,40.75,1.4028831562974204,1.4649321266968325,1.4908536585365857,26.86792452830189,26.72972972972973,7.521126760563379,7.464150943396226,128.6037735849057,128.9189189189189,33.16704805425,31.244114880694447,7.232175502742231,27.859154929577464,201.48229780879055,8.05981308411215,31.705882352941174,255.54348543155587,0.043266301035953685,31.75688909693452,0.04236760124610592,30.98148148148148,33.785714285714285,37.708333333333336,1.2849462365591398,1.2923497267759565,1.3021582733812949,38.68965517241379,37.16,8.169902912621357,8.161054172767201,170.48275862068962,163.92,30.710986079330358,CSK,299.735119,288.84375,223.2428571,222.2071429,bat,normal,CSK,2,1,1,1,1,0.5652173913043478,0.4
176,176,236,2011,Hyderabad,SRH,SRH,1,RR,0,7.176972281449894,19.858407079646014,142.5232371643678,7.812297734627831,25.956989247311824,202.7837282945332,0.060234541577825165,0.05016181229773463,24.318181818181817,28.0,27.608695652173914,1.2829736211031175,1.3703099510603591,1.414253897550111,25.01639344262295,22.603773584905664,7.548227535037098,7.081773399014778,119.31147540983606,114.90566037735849,33.93683000714219,35.15302577025641,7.693069306930694,22.042553191489358,169.57488940383405,8.451030927835049,33.121212121212125,279.9083880037488,0.05816831683168318,31.05969620928571,0.04252577319587629,26.65217391304348,29.705882352941174,31.5,1.3472527472527474,1.3797814207650274,1.4089456869009584,29.25,28.28125,8.041237113402063,7.8354978354978355,130.95,129.9375,31.780747838071427,RR,323.05,283.8,266.3524531,324.6706349,field,normal,RR,0,0,0,0,1,0.4130434782608696,0.5813953488372093
177,177,237,2011,Kochi,Kochi,KTK,1,RCB,0,,,,,,,,,32.392857142857146,39.1578947368421,46.16666666666666,1.2792665726375176,1.330948121645796,1.4096692111959288,28.92,24.88636363636364,8.131208997188379,8.061349693251534,128.04,111.13636363636364,30.09433989202084,28.184785480145838,7.693002257336342,26.41860465116279,203.23838521707177,7.776253298153034,30.320987654320987,235.78368025017102,0.04853273137697517,33.00193873532468,0.042744063324538256,29.925,29.771428571428572,31.6,1.3918604651162791,1.4512534818941505,1.6040609137055837,28.393939393939394,28.923076923076927,7.884992987377279,7.712820512820513,129.63636363636363,135.0,32.46205397880952,KTK,,,262.3125,238.3125,bat,normal,RCB,0,1,0,1,2,0.0,0.4565217391304348
178,178,238,2011,Delhi,DD,DD,1,MI,0,7.433109346365303,23.04545454545455,171.2993835730549,7.6987295825771325,26.18518518518519,201.59265981044567,0.05375687232742822,0.04900181488203267,29.52173913043478,28.90909090909091,28.72727272727273,1.4477611940298507,1.5288461538461535,1.5643564356435644,28.28205128205128,32.52,8.583657587548638,8.86909090909091,118.6153846153846,132.0,34.52150154499999,32.871468692916665,7.9989556135770234,25.277227722772285,202.1914225887341,7.646677471636952,27.430232558139533,209.7501413440881,0.05274151436031332,33.34422051071429,0.04646137223122637,31.214285714285715,32.1904761904762,35.64,1.3961661341853036,1.4663774403470715,1.4535073409461663,24.91803278688525,24.84090909090909,7.2151898734177236,7.066810344827586,124.327868852459,126.54545454545456,32.661169036785715,DD,345.6142857,313.4357143000001,299.04375,300.35625,bat,normal,MI,0,1,0,1,1,0.5581395348837209,0.5348837209302325
179,179,239,2011,Mumbai,MI,KXIP,1,RPS,0,7.798552472858867,26.9375,210.07350723763568,8.56246153846154,36.80952380952381,315.18013186813187,0.048250904704463214,0.03876923076923077,22.731707317073173,22.705882352941174,22.947368421052627,1.256064690026954,1.3151618398637137,1.4581939799331105,32.71739130434783,39.115384615384606,8.157181571815718,7.9453125,144.3913043478261,177.23076923076923,33.69394071971656,32.239231139478456,,,,,,,,31.182941947619053,,27.596774193548388,31.195121951219512,34.68,1.242556281771968,1.298477157360406,1.3610675039246467,29.70833333333333,30.105263157894736,7.3128205128205135,7.0184049079754605,146.25,154.42105263157896,34.26447392035714,KXIP,282.3730159,325.6190476000001,,,bat,normal,RPS,0,1,0,1,2,0.4883720930232558,0.0
180,180,240,2011,Kolkata,KKR,KKR,1,SRH,0,7.232175502742231,27.859154929577464,201.48229780879055,8.05981308411215,31.705882352941174,255.54348543155587,0.043266301035953685,0.04236760124610592,30.98148148148148,33.785714285714285,37.708333333333336,1.2849462365591398,1.2923497267759565,1.3021582733812949,38.68965517241379,37.16,8.169902912621357,8.161054172767201,170.48275862068962,163.92,31.05969620928571,31.780747838071427,7.176972281449894,19.858407079646014,142.5232371643678,7.812297734627831,25.956989247311824,202.7837282945332,0.060234541577825165,33.16704805425,0.05016181229773463,24.318181818181817,28.0,27.608695652173914,1.2829736211031175,1.3703099510603591,1.414253897550111,25.01639344262295,22.603773584905664,7.548227535037098,7.081773399014778,119.31147540983606,114.90566037735849,31.244114880694447,KKR,223.2428571,222.2071429,323.05,283.8,bat,normal,KKR,9,1,1,1,1,0.3902439024390244,0.40425531914893614
181,181,241,2011,Jaipur,RR,DD,1,RR,0,7.433109346365303,23.04545454545455,171.2993835730549,7.6987295825771325,26.18518518518519,201.59265981044567,0.05375687232742822,0.04900181488203267,29.52173913043478,28.90909090909091,28.72727272727273,1.4477611940298507,1.5288461538461535,1.5643564356435644,28.28205128205128,32.52,8.583657587548638,8.86909090909091,118.6153846153846,132.0,33.93683000714219,35.15302577025641,7.693069306930694,22.042553191489358,169.57488940383405,8.451030927835049,33.121212121212125,279.9083880037488,0.05816831683168318,33.34422051071429,0.04252577319587629,26.65217391304348,29.705882352941174,31.5,1.3472527472527474,1.3797814207650274,1.4089456869009584,29.25,28.28125,8.041237113402063,7.8354978354978355,130.95,129.9375,32.661169036785715,DD,345.6142857,313.4357143000001,266.3524531,324.6706349,bat,normal,RR,0,1,0,1,0,0.5454545454545454,0.5909090909090909
182,182,242,2011,Bangalore,RCB,RCB,1,MI,0,7.693002257336342,26.41860465116279,203.23838521707177,7.776253298153034,30.320987654320987,235.78368025017102,0.04853273137697517,0.042744063324538256,29.925,29.771428571428572,31.6,1.3918604651162791,1.4512534818941505,1.6040609137055837,28.393939393939394,28.923076923076927,7.884992987377279,7.712820512820513,129.63636363636363,135.0,34.52150154499999,32.871468692916665,7.9989556135770234,25.277227722772285,202.1914225887341,7.646677471636952,27.430232558139533,209.7501413440881,0.05274151436031332,30.09433989202084,0.04646137223122637,31.214285714285715,32.1904761904762,35.64,1.3961661341853036,1.4663774403470715,1.4535073409461663,24.91803278688525,24.84090909090909,7.2151898734177236,7.066810344827586,124.327868852459,126.54545454545456,28.184785480145838,MI,262.3125,238.3125,299.04375,300.35625,field,normal,MI,0,0,0,0,1,0.4680851063829787,0.5454545454545454
183,183,243,2011,Chandigarh,KXIP,CSK,1,KXIP,0,7.781449893390191,27.96551724137931,217.6122711565326,7.724247226624405,27.38202247191011,211.5055111380188,0.046375266524520266,0.04701531959852087,34.886792452830186,38.088235294117645,40.75,1.4028831562974204,1.4649321266968325,1.4908536585365857,26.86792452830189,26.72972972972973,7.521126760563379,7.464150943396226,128.6037735849057,128.9189189189189,31.182941947619053,34.26447392035714,7.798552472858867,26.9375,210.07350723763568,8.56246153846154,36.80952380952381,315.18013186813187,0.048250904704463214,31.75688909693452,0.03876923076923077,22.731707317073173,22.705882352941174,22.947368421052627,1.256064690026954,1.3151618398637137,1.4581939799331105,32.71739130434783,39.115384615384606,8.157181571815718,7.9453125,144.3913043478261,177.23076923076923,30.710986079330358,KXIP,299.735119,288.84375,282.3730159,325.6190476000001,field,normal,KXIP,0,0,0,0,0,0.5744680851063829,0.4772727272727273
184,184,244,2011,Mumbai,MI,KTK,1,RPS,0,,,,,,,,,32.392857142857146,39.1578947368421,46.16666666666666,1.2792665726375176,1.330948121645796,1.4096692111959288,28.92,24.88636363636364,8.131208997188379,8.061349693251534,128.04,111.13636363636364,33.69394071971656,32.239231139478456,,,,,,,,33.00193873532468,,27.596774193548388,31.195121951219512,34.68,1.242556281771968,1.298477157360406,1.3610675039246467,29.70833333333333,30.105263157894736,7.3128205128205135,7.0184049079754605,146.25,154.42105263157896,32.46205397880952,KTK,,,,,bat,normal,RPS,0,1,0,1,2,0.0,1.0
185,185,245,2011,Hyderabad,SRH,SRH,1,RCB,0,7.176972281449894,19.858407079646014,142.5232371643678,7.812297734627831,25.956989247311824,202.7837282945332,0.060234541577825165,0.05016181229773463,24.318181818181817,28.0,27.608695652173914,1.2829736211031175,1.3703099510603591,1.414253897550111,25.01639344262295,22.603773584905664,7.548227535037098,7.081773399014778,119.31147540983606,114.90566037735849,30.09433989202084,28.184785480145838,7.693002257336342,26.41860465116279,203.23838521707177,7.776253298153034,30.320987654320987,235.78368025017102,0.04853273137697517,31.05969620928571,0.042744063324538256,29.925,29.771428571428572,31.6,1.3918604651162791,1.4512534818941505,1.6040609137055837,28.393939393939394,28.923076923076927,7.884992987377279,7.712820512820513,129.63636363636363,135.0,31.780747838071427,RCB,323.05,283.8,262.3125,238.3125,field,normal,SRH,33,0,1,0,1,0.3958333333333333,0.4583333333333333
186,186,246,2011,Jaipur,RR,RR,1,KKR,0,7.693069306930694,22.042553191489358,169.57488940383405,8.451030927835049,33.121212121212125,279.9083880037488,0.05816831683168318,0.04252577319587629,26.65217391304348,29.705882352941174,31.5,1.3472527472527474,1.3797814207650274,1.4089456869009584,29.25,28.28125,8.041237113402063,7.8354978354978355,130.95,129.9375,33.16704805425,31.244114880694447,7.232175502742231,27.859154929577464,201.48229780879055,8.05981308411215,31.705882352941174,255.54348543155587,0.043266301035953685,33.93683000714219,0.04236760124610592,30.98148148148148,33.785714285714285,37.708333333333336,1.2849462365591398,1.2923497267759565,1.3021582733812949,38.68965517241379,37.16,8.169902912621357,8.161054172767201,170.48275862068962,163.92,35.15302577025641,KKR,266.3524531,324.6706349,223.2428571,222.2071429,field,normal,KKR,0,0,0,0,1,0.6,0.4047619047619048
187,187,247,2011,Mumbai,MI,MI,1,KTK,0,7.9989556135770234,25.277227722772285,202.1914225887341,7.646677471636952,27.430232558139533,209.7501413440881,0.05274151436031332,0.04646137223122637,31.214285714285715,32.1904761904762,35.64,1.3961661341853036,1.4663774403470715,1.4535073409461663,24.91803278688525,24.84090909090909,7.2151898734177236,7.066810344827586,124.327868852459,126.54545454545456,33.00193873532468,32.46205397880952,,,,,,,,34.52150154499999,,32.392857142857146,39.1578947368421,46.16666666666666,1.2792665726375176,1.330948121645796,1.4096692111959288,28.92,24.88636363636364,8.131208997188379,8.061349693251534,128.04,111.13636363636364,32.871468692916665,KTK,299.04375,300.35625,,,field,normal,KTK,0,0,0,0,1,0.5555555555555556,0.0
188,188,248,2011,Chennai,CSK,CSK,1,RCB,0,7.781449893390191,27.96551724137931,217.6122711565326,7.724247226624405,27.38202247191011,211.5055111380188,0.046375266524520266,0.04701531959852087,34.886792452830186,38.088235294117645,40.75,1.4028831562974204,1.4649321266968325,1.4908536585365857,26.86792452830189,26.72972972972973,7.521126760563379,7.464150943396226,128.6037735849057,128.9189189189189,30.09433989202084,28.184785480145838,7.693002257336342,26.41860465116279,203.23838521707177,7.776253298153034,30.320987654320987,235.78368025017102,0.04853273137697517,31.75688909693452,0.042744063324538256,29.925,29.771428571428572,31.6,1.3918604651162791,1.4512534818941505,1.6040609137055837,28.393939393939394,28.923076923076927,7.884992987377279,7.712820512820513,129.63636363636363,135.0,30.710986079330358,CSK,299.735119,288.84375,262.3125,238.3125,bat,normal,CSK,21,1,1,1,1,0.5625,0.4489795918367347
189,189,249,2011,Hyderabad,SRH,SRH,1,KXIP,0,7.176972281449894,19.858407079646014,142.5232371643678,7.812297734627831,25.956989247311824,202.7837282945332,0.060234541577825165,0.05016181229773463,24.318181818181817,28.0,27.608695652173914,1.2829736211031175,1.3703099510603591,1.414253897550111,25.01639344262295,22.603773584905664,7.548227535037098,7.081773399014778,119.31147540983606,114.90566037735849,31.182941947619053,34.26447392035714,7.798552472858867,26.9375,210.07350723763568,8.56246153846154,36.80952380952381,315.18013186813187,0.048250904704463214,31.05969620928571,0.03876923076923077,22.731707317073173,22.705882352941174,22.947368421052627,1.256064690026954,1.3151618398637137,1.4581939799331105,32.71739130434783,39.115384615384606,8.157181571815718,7.9453125,144.3913043478261,177.23076923076923,31.780747838071427,KXIP,323.05,283.8,282.3730159,325.6190476000001,field,normal,KXIP,0,0,0,0,1,0.4081632653061225,0.4888888888888889
190,190,250,2011,Mumbai,MI,RPS,1,DD,0,,,,,,,,,27.596774193548388,31.195121951219512,34.68,1.242556281771968,1.298477157360406,1.3610675039246467,29.70833333333333,30.105263157894736,7.3128205128205135,7.0184049079754605,146.25,154.42105263157896,33.34422051071429,32.661169036785715,7.433109346365303,23.04545454545455,171.2993835730549,7.6987295825771325,26.18518518518519,201.59265981044567,0.05375687232742822,33.69394071971656,0.04900181488203267,29.52173913043478,28.90909090909091,28.72727272727273,1.4477611940298507,1.5288461538461535,1.5643564356435644,28.28205128205128,32.52,8.583657587548638,8.86909090909091,118.6153846153846,132.0,32.239231139478456,DD,,,345.6142857,313.4357143000001,field,normal,DD,0,0,0,0,2,1.0,0.5333333333333333
