,Unnamed: 0,ID,SEASON,CITY,CITY_Corrrected,TEAM1,TEAM1_MODEL,TEAM2,TEAM2_MODEL,TEAM1_RunsperOver,TEAM1_RunsperWicket,TEAM1_BattingIndex,TEAM1_RunsconcededperOver,TEAM1_RunsconcededperWicket,TEAM1_BowlingIndex,TEAM1_BattingWicketRate,TEAM1_BowlingWicketRate,TEAM1_RunsperWicket_6Batsmen,TEAM1_RunsperWicket_4Batsmen,TEAM1_RunsperWicket_2Batsmen,TEAM1_Runsperball_6Batsmen,TEAM1_Runsperball_4Batsmen,TEAM1_Runsperball_2Batsmen,TEAM1_RunsconcedeperWicket_5Bowler,TEAM1_RunsconcedeperWicket_3Bowler,TEAM1_RunsconcedeperOver_5Bowler,TEAM1_RunsconcedeperOver_3Bowler,TEAM1_BallsbowledperWicket_5Bowler,TEAM1_BallsbowledperWicket_3Bowler,TEAM2_RunsperOver,TEAM2_RunsperWicket,TEAM2_BattingIndex,TEAM2_RunsconcededperOver,TEAM2_RunsconcededperWicket,TEAM2_BowlingIndex,TEAM2_BattingWicketRate,TOSS_WINNER,TEAM2_BowlingWicketRate,TEAM2_RunsperWicket_6Batsmen,TEAM2_RunsperWicket_4Batsmen,TEAM2_RunsperWicket_2Batsmen,TEAM2_Runsperball_6Batsmen,TEAM2_Runsperball_4Batsmen,TEAM2_Runsperball_2Batsmen,TEAM2_RunsconcedeperWicket_5Bowler,TEAM2_RunsconcedeperWicket_3Bowler,TEAM2_RunsconcedeperOver_5Bowler,TEAM2_RunsconcedeperOver_3Bowler,TEAM2_BallsbowledperWicket_5Bowler,TEAM2_BallsbowledperWicket_3Bowler,TEAM1_STRENGTH,TEAM1_CUMU_STRENGTH,TEAM2_STRENGTH,TEAM2_CUMU_STRENGTH,TOSS_DECISION,RESULT,WINNER,WIN_BY_RUNS,TOSS_WINNER_MODEL,WINNER_MODEL,TOSS_DECISION_MODEL,CITY_MODEL,WIN_RATE_TEAM1,WIN_RATE_TEAM2
468,468,530,2015,Mumbai,MI,MI,1,CSK,0,7.658480868075385,25.1123595505618,192.32252517020768,7.8379920136908146,34.17910447761194,267.89554793062644,0.0508280982295831,0.03822019395322305,32.12903225806452,32.31111111111111,39.2,1.304518664047151,1.2720909886264218,1.3220910623946036,27.16666666666667,24.05405405405405,7.31214953271028,7.072847682119205,133.75,122.43243243243244,8.0780331373597,35.98571428571429,290.69379247155837,8.175930922827849,28.055555555555557,229.38028422378127,0.03741314804917156,MI,0.048569886670264434,35.47761194029851,39.68085106382978,37.55172413793103,1.3391549295774647,1.3733431516936672,1.4051612903225807,24.88888888888889,22.96551724137931,8.108597285067871,8.121951219512193,110.5,101.79310344827586,394.8266667,332.8588889,373.45535710000007,312.4125,bat,normal,CSK,0,1,0,1,1,0.5575221238938053,0.6120689655172413
469,469,531,2015,Visakhapatnam,Visakhapatnam,DD,1,SRH,0,7.2454212454212445,23.0,166.64468864468859,8.44311377245509,41.470588235294116,350.1408946812258,0.0525030525030525,0.033932135728542916,31.65116279069768,35.19354838709677,41.368421052631575,1.3048897411313518,1.312876052948255,1.3481989708404802,33.6578947368421,28.923076923076927,8.750285062713798,8.545454545454545,138.4736842105263,121.84615384615385,7.34593572778828,26.256756756756765,192.88044755530584,8.125925925925927,31.797101449275363,258.38089103596354,0.04662885948330183,DD,0.042592592592592585,30.377777777777773,34.28947368421053,37.708333333333336,1.2728119180633146,1.2787046123650638,1.3040345821325647,25.188679245283016,25.23913043478261,7.402957486136785,7.3326315789473675,122.49056603773585,123.91304347826087,267.2845238,239.077381,384.35714289999993,283.0166667,bat,normal,DD,4,1,1,1,2,0.4205607476635514,0.4220183486238532
470,470,532,2015,Pune,RPS,KXIP,1,KKR,0,8.557575757575759,29.72631578947368,254.3851993620415,8.283559577677226,26.403846153846153,218.71783269520827,0.047979797979797977,0.052287581699346414,33.74647887323944,33.611111111111114,30.51515151515152,1.5164556962025315,1.568712186689715,1.6535303776683088,22.78947368421053,23.134615384615387,7.692079940784604,7.589905362776025,106.65789473684212,109.73076923076924,7.8197802197802195,27.26436781609195,213.2013641530883,7.516587677725117,28.662650602409638,215.44532632901272,0.0478021978021978,KKR,0.04370721432332807,32.109375,32.0,37.892857142857146,1.3292367399741267,1.303054032889585,1.2954822954822955,25.768115942028984,22.914893617021278,7.237449118046133,7.148230088495575,128.17391304347825,115.40425531914892,255.8627451,243.6166667,348.41629460000007,317.1114583000001,field,normal,KKR,0,0,0,0,2,0.5229357798165137,0.514018691588785
471,471,533,2015,Ahmedabad,Ahmedabad,CSK,1,RR,0,8.0780331373597,35.98571428571429,290.69379247155837,8.175930922827849,28.055555555555557,229.38028422378127,0.03741314804917156,0.048569886670264434,35.47761194029851,39.68085106382978,37.55172413793103,1.3391549295774647,1.3733431516936672,1.4051612903225807,24.88888888888889,22.96551724137931,8.108597285067871,8.121951219512193,110.5,101.79310344827586,7.6212214682294865,23.397727272727273,178.3192613986877,7.847014925373133,28.04,220.0302985074627,0.05428747686613202,CSK,0.04664179104477612,28.654545454545456,26.5531914893617,29.08695652173913,1.3177257525083612,1.2580645161290325,1.3247524752475248,28.31372549019608,27.842105263157894,8.112359550561798,8.138461538461538,125.64705882352942,123.15789473684212,373.45535710000007,312.4125,418.5384615,285.5538462,bat,normal,RR,0,1,0,1,2,0.6153846153846154,0.5555555555555556
472,472,534,2015,Bangalore,RCB,MI,1,RCB,0,7.658480868075385,25.1123595505618,192.32252517020768,7.8379920136908146,34.17910447761194,267.89554793062644,0.0508280982295831,0.03822019395322305,32.12903225806452,32.31111111111111,39.2,1.304518664047151,1.2720909886264218,1.3220910623946036,27.16666666666667,24.05405405405405,7.31214953271028,7.072847682119205,133.75,122.43243243243244,7.377777777777778,24.292682926829272,179.22601626016262,7.896825396825397,31.09375,245.54191468253967,0.050617283950617285,RCB,0.042328042328042326,24.466666666666665,27.127659574468087,31.41666666666667,1.2655172413793103,1.2944162436548223,1.3885819521178635,28.823529411764714,25.880952380952376,7.945945945945946,7.601398601398603,130.58823529411765,122.57142857142857,394.8266667,332.8588889,375.8469388,345.5940476,field,normal,MI,18,0,1,0,0,0.5526315789473685,0.4907407407407408
473,473,535,2015,Delhi,DD,DD,1,KKR,0,7.2454212454212445,23.0,166.64468864468859,8.44311377245509,41.470588235294116,350.1408946812258,0.0525030525030525,0.033932135728542916,31.65116279069768,35.19354838709677,41.368421052631575,1.3048897411313518,1.312876052948255,1.3481989708404802,33.6578947368421,28.923076923076927,8.750285062713798,8.545454545454545,138.4736842105263,121.84615384615385,7.8197802197802195,27.26436781609195,213.2013641530883,7.516587677725117,28.662650602409638,215.44532632901272,0.0478021978021978,KKR,0.04370721432332807,32.109375,32.0,37.892857142857146,1.3292367399741267,1.303054032889585,1.2954822954822955,25.768115942028984,22.914893617021278,7.237449118046133,7.148230088495575,128.17391304347825,115.40425531914892,267.2845238,239.077381,348.41629460000007,317.1114583000001,field,normal,KKR,0,0,0,0,1,0.4259259259259259,0.5185185185185185
474,474,536,2015,Ahmedabad,Ahmedabad,RR,1,KXIP,0,7.6212214682294865,23.397727272727273,178.3192613986877,7.847014925373133,28.04,220.0302985074627,0.05428747686613202,0.04664179104477612,28.654545454545456,26.5531914893617,29.08695652173913,1.3177257525083612,1.2580645161290325,1.3247524752475248,28.31372549019608,27.842105263157894,8.112359550561798,8.138461538461538,125.64705882352942,123.15789473684212,8.557575757575759,29.72631578947368,254.3851993620415,8.283559577677226,26.403846153846153,218.71783269520827,0.047979797979797977,KXIP,0.052287581699346414,33.74647887323944,33.611111111111114,30.51515151515152,1.5164556962025315,1.568712186689715,1.6535303776683088,22.78947368421053,23.134615384615387,7.692079940784604,7.589905362776025,106.65789473684212,109.73076923076924,418.5384615,285.5538462,255.8627451,243.6166667,field,tie,KXIP,0,0,0,0,2,0.5596330275229358,0.5181818181818182
475,475,537,2015,Visakhapatnam,Visakhapatnam,SRH,1,KKR,0,7.34593572778828,26.256756756756765,192.88044755530584,8.125925925925927,31.797101449275363,258.38089103596354,0.04662885948330183,0.042592592592592585,30.377777777777773,34.28947368421053,37.708333333333336,1.2728119180633146,1.2787046123650638,1.3040345821325647,25.188679245283016,25.23913043478261,7.402957486136785,7.3326315789473675,122.49056603773585,123.91304347826087,7.8197802197802195,27.26436781609195,213.2013641530883,7.516587677725117,28.662650602409638,215.44532632901272,0.0478021978021978,KKR,0.04370721432332807,32.109375,32.0,37.892857142857146,1.3292367399741267,1.303054032889585,1.2954822954822955,25.768115942028984,22.914893617021278,7.237449118046133,7.148230088495575,128.17391304347825,115.40425531914892,384.35714289999993,283.0166667,348.41629460000007,317.1114583000001,field,normal,SRH,16,0,1,0,2,0.41818181818181815,0.5229357798165137
476,476,538,2015,Bangalore,RCB,CSK,1,RCB,0,8.0780331373597,35.98571428571429,290.69379247155837,8.175930922827849,28.055555555555557,229.38028422378127,0.03741314804917156,0.048569886670264434,35.47761194029851,39.68085106382978,37.55172413793103,1.3391549295774647,1.3733431516936672,1.4051612903225807,24.88888888888889,22.96551724137931,8.108597285067871,8.121951219512193,110.5,101.79310344827586,7.377777777777778,24.292682926829272,179.22601626016262,7.896825396825397,31.09375,245.54191468253967,0.050617283950617285,RCB,0.042328042328042326,24.466666666666665,27.127659574468087,31.41666666666667,1.2655172413793103,1.2944162436548223,1.3885819521178635,28.823529411764714,25.880952380952376,7.945945945945946,7.601398601398603,130.58823529411765,122.57142857142857,373.45535710000007,312.4125,375.8469388,345.5940476,field,normal,CSK,27,0,1,0,0,0.6101694915254238,0.4862385321100918
477,477,539,2015,Delhi,DD,DD,1,MI,0,7.2454212454212445,23.0,166.64468864468859,8.44311377245509,41.470588235294116,350.1408946812258,0.0525030525030525,0.033932135728542916,31.65116279069768,35.19354838709677,41.368421052631575,1.3048897411313518,1.312876052948255,1.3481989708404802,33.6578947368421,28.923076923076927,8.750285062713798,8.545454545454545,138.4736842105263,121.84615384615385,7.658480868075385,25.1123595505618,192.32252517020768,7.8379920136908146,34.17910447761194,267.89554793062644,0.0508280982295831,MI,0.03822019395322305,32.12903225806452,32.31111111111111,39.2,1.304518664047151,1.2720909886264218,1.3220910623946036,27.16666666666667,24.05405405405405,7.31214953271028,7.072847682119205,133.75,122.43243243243244,267.2845238,239.077381,394.8266667,332.8588889,field,normal,DD,37,0,1,0,1,0.4220183486238532,0.5565217391304348
478,478,540,2015,Ahmedabad,Ahmedabad,RR,1,RCB,0,7.6212214682294865,23.397727272727273,178.3192613986877,7.847014925373133,28.04,220.0302985074627,0.05428747686613202,0.04664179104477612,28.654545454545456,26.5531914893617,29.08695652173913,1.3177257525083612,1.2580645161290325,1.3247524752475248,28.31372549019608,27.842105263157894,8.112359550561798,8.138461538461538,125.64705882352942,123.15789473684212,7.377777777777778,24.292682926829272,179.22601626016262,7.896825396825397,31.09375,245.54191468253967,0.050617283950617285,RCB,0.042328042328042326,24.466666666666665,27.127659574468087,31.41666666666667,1.2655172413793103,1.2944162436548223,1.3885819521178635,28.823529411764714,25.880952380952376,7.945945945945946,7.601398601398603,130.58823529411765,122.57142857142857,418.5384615,285.5538462,375.8469388,345.5940476,field,normal,RCB,0,0,0,0,2,0.5545454545454546,0.4818181818181818
479,479,541,2015,Mumbai,MI,MI,1,SRH,0,7.658480868075385,25.1123595505618,192.32252517020768,7.8379920136908146,34.17910447761194,267.89554793062644,0.0508280982295831,0.03822019395322305,32.12903225806452,32.31111111111111,39.2,1.304518664047151,1.2720909886264218,1.3220910623946036,27.16666666666667,24.05405405405405,7.31214953271028,7.072847682119205,133.75,122.43243243243244,7.34593572778828,26.256756756756765,192.88044755530584,8.125925925925927,31.797101449275363,258.38089103596354,0.04662885948330183,MI,0.042592592592592585,30.377777777777773,34.28947368421053,37.708333333333336,1.2728119180633146,1.2787046123650638,1.3040345821325647,25.188679245283016,25.23913043478261,7.402957486136785,7.3326315789473675,122.49056603773585,123.91304347826087,394.8266667,332.8588889,384.35714289999993,283.0166667,bat,normal,MI,20,1,1,1,1,0.5517241379310345,0.4234234234234234
480,480,542,2015,Chennai,CSK,CSK,1,KXIP,0,8.0780331373597,35.98571428571429,290.69379247155837,8.175930922827849,28.055555555555557,229.38028422378127,0.03741314804917156,0.048569886670264434,35.47761194029851,39.68085106382978,37.55172413793103,1.3391549295774647,1.3733431516936672,1.4051612903225807,24.88888888888889,22.96551724137931,8.108597285067871,8.121951219512193,110.5,101.79310344827586,8.557575757575759,29.72631578947368,254.3851993620415,8.283559577677226,26.403846153846153,218.71783269520827,0.047979797979797977,CSK,0.052287581699346414,33.74647887323944,33.611111111111114,30.51515151515152,1.5164556962025315,1.568712186689715,1.6535303776683088,22.78947368421053,23.134615384615387,7.692079940784604,7.589905362776025,106.65789473684212,109.73076923076924,373.45535710000007,312.4125,255.8627451,243.6166667,bat,normal,CSK,97,1,1,1,1,0.6134453781512605,0.5225225225225225
481,481,543,2015,Delhi,DD,DD,1,RCB,0,7.2454212454212445,23.0,166.64468864468859,8.44311377245509,41.470588235294116,350.1408946812258,0.0525030525030525,0.033932135728542916,31.65116279069768,35.19354838709677,41.368421052631575,1.3048897411313518,1.312876052948255,1.3481989708404802,33.6578947368421,28.923076923076927,8.750285062713798,8.545454545454545,138.4736842105263,121.84615384615385,7.377777777777778,24.292682926829272,179.22601626016262,7.896825396825397,31.09375,245.54191468253967,0.050617283950617285,RCB,0.042328042328042326,24.466666666666665,27.127659574468087,31.41666666666667,1.2655172413793103,1.2944162436548223,1.3885819521178635,28.823529411764714,25.880952380952376,7.945945945945946,7.601398601398603,130.58823529411765,122.57142857142857,267.2845238,239.077381,375.8469388,345.5940476,field,normal,RCB,0,0,0,0,1,0.4272727272727273,0.4864864864864865
482,482,544,2015,Chandigarh,KXIP,SRH,1,KXIP,0,7.34593572778828,26.256756756756765,192.88044755530584,8.125925925925927,31.797101449275363,258.38089103596354,0.04662885948330183,0.042592592592592585,30.377777777777773,34.28947368421053,37.708333333333336,1.2728119180633146,1.2787046123650638,1.3040345821325647,25.188679245283016,25.23913043478261,7.402957486136785,7.3326315789473675,122.49056603773585,123.91304347826087,8.557575757575759,29.72631578947368,254.3851993620415,8.283559577677226,26.403846153846153,218.71783269520827,0.047979797979797977,KXIP,0.052287581699346414,33.74647887323944,33.611111111111114,30.51515151515152,1.5164556962025315,1.568712186689715,1.6535303776683088,22.78947368421053,23.134615384615387,7.692079940784604,7.589905362776025,106.65789473684212,109.73076923076924,384.35714289999993,283.0166667,255.8627451,243.6166667,field,normal,SRH,20,0,1,0,0,0.4196428571428572,0.5178571428571429
483,483,545,2015,Kolkata,KKR,KKR,1,DD,0,7.8197802197802195,27.26436781609195,213.2013641530883,7.516587677725117,28.662650602409638,215.44532632901272,0.0478021978021978,0.04370721432332807,32.109375,32.0,37.892857142857146,1.3292367399741267,1.303054032889585,1.2954822954822955,25.768115942028984,22.914893617021278,7.237449118046133,7.148230088495575,128.17391304347825,115.40425531914892,7.2454212454212445,23.0,166.64468864468859,8.44311377245509,41.470588235294116,350.1408946812258,0.0525030525030525,KKR,0.033932135728542916,31.65116279069768,35.19354838709677,41.368421052631575,1.3048897411313518,1.312876052948255,1.3481989708404802,33.6578947368421,28.923076923076927,8.750285062713798,8.545454545454545,138.4736842105263,121.84615384615385,348.41629460000007,317.1114583000001,267.2845238,239.077381,bat,normal,KKR,13,1,1,1,1,0.5181818181818182,0.4234234234234234
484,484,547,2015,Chennai,CSK,CSK,1,KKR,0,8.0780331373597,35.98571428571429,290.69379247155837,8.175930922827849,28.055555555555557,229.38028422378127,0.03741314804917156,0.048569886670264434,35.47761194029851,39.68085106382978,37.55172413793103,1.3391549295774647,1.3733431516936672,1.4051612903225807,24.88888888888889,22.96551724137931,8.108597285067871,8.121951219512193,110.5,101.79310344827586,7.8197802197802195,27.26436781609195,213.2013641530883,7.516587677725117,28.662650602409638,215.44532632901272,0.0478021978021978,KKR,0.04370721432332807,32.109375,32.0,37.892857142857146,1.3292367399741267,1.303054032889585,1.2954822954822955,25.768115942028984,22.914893617021278,7.237449118046133,7.148230088495575,128.17391304347825,115.40425531914892,373.45535710000007,312.4125,348.41629460000007,317.1114583000001,field,normal,CSK,2,0,1,0,1,0.6166666666666667,0.5225225225225225
485,485,549,2015,Mumbai,MI,MI,1,RR,0,7.658480868075385,25.1123595505618,192.32252517020768,7.8379920136908146,34.17910447761194,267.89554793062644,0.0508280982295831,0.03822019395322305,32.12903225806452,32.31111111111111,39.2,1.304518664047151,1.2720909886264218,1.3220910623946036,27.16666666666667,24.05405405405405,7.31214953271028,7.072847682119205,133.75,122.43243243243244,7.6212214682294865,23.397727272727273,178.3192613986877,7.847014925373133,28.04,220.0302985074627,0.05428747686613202,RR,0.04664179104477612,28.654545454545456,26.5531914893617,29.08695652173913,1.3177257525083612,1.2580645161290325,1.3247524752475248,28.31372549019608,27.842105263157894,8.112359550561798,8.138461538461538,125.64705882352942,123.15789473684212,394.8266667,332.8588889,418.5384615,285.5538462,field,normal,MI,8,0,1,0,1,0.5555555555555556,0.5495495495495496
486,486,550,2015,Bangalore,RCB,KKR,1,RCB,0,7.8197802197802195,27.26436781609195,213.2013641530883,7.516587677725117,28.662650602409638,215.44532632901272,0.0478021978021978,0.04370721432332807,32.109375,32.0,37.892857142857146,1.3292367399741267,1.303054032889585,1.2954822954822955,25.768115942028984,22.914893617021278,7.237449118046133,7.148230088495575,128.17391304347825,115.40425531914892,7.377777777777778,24.292682926829272,179.22601626016262,7.896825396825397,31.09375,245.54191468253967,0.050617283950617285,RCB,0.042328042328042326,24.466666666666665,27.127659574468087,31.41666666666667,1.2655172413793103,1.2944162436548223,1.3885819521178635,28.823529411764714,25.880952380952376,7.945945945945946,7.601398601398603,130.58823529411765,122.57142857142857,348.41629460000007,317.1114583000001,375.8469388,345.5940476,field,normal,RCB,0,0,0,0,0,0.5178571428571429,0.4910714285714286
487,487,551,2015,Hyderabad,SRH,SRH,1,CSK,0,7.34593572778828,26.256756756756765,192.88044755530584,8.125925925925927,31.797101449275363,258.38089103596354,0.04662885948330183,0.042592592592592585,30.377777777777773,34.28947368421053,37.708333333333336,1.2728119180633146,1.2787046123650638,1.3040345821325647,25.188679245283016,25.23913043478261,7.402957486136785,7.3326315789473675,122.49056603773585,123.91304347826087,8.0780331373597,35.98571428571429,290.69379247155837,8.175930922827849,28.055555555555557,229.38028422378127,0.03741314804917156,CSK,0.048569886670264434,35.47761194029851,39.68085106382978,37.55172413793103,1.3391549295774647,1.3733431516936672,1.4051612903225807,24.88888888888889,22.96551724137931,8.108597285067871,8.121951219512193,110.5,101.79310344827586,384.35714289999993,283.0166667,373.45535710000007,312.4125,field,normal,SRH,22,0,1,0,1,0.4247787610619469,0.6198347107438017
488,488,552,2015,Chandigarh,KXIP,MI,1,KXIP,0,7.658480868075385,25.1123595505618,192.32252517020768,7.8379920136908146,34.17910447761194,267.89554793062644,0.0508280982295831,0.03822019395322305,32.12903225806452,32.31111111111111,39.2,1.304518664047151,1.2720909886264218,1.3220910623946036,27.16666666666667,24.05405405405405,7.31214953271028,7.072847682119205,133.75,122.43243243243244,8.557575757575759,29.72631578947368,254.3851993620415,8.283559577677226,26.403846153846153,218.71783269520827,0.047979797979797977,MI,0.052287581699346414,33.74647887323944,33.611111111111114,30.51515151515152,1.5164556962025315,1.568712186689715,1.6535303776683088,22.78947368421053,23.134615384615387,7.692079940784604,7.589905362776025,106.65789473684212,109.73076923076924,394.8266667,332.8588889,255.8627451,243.6166667,bat,normal,MI,23,1,1,1,0,0.559322033898305,0.5132743362831859
489,489,553,2015,Mumbai,MI,RR,1,DD,0,7.6212214682294865,23.397727272727273,178.3192613986877,7.847014925373133,28.04,220.0302985074627,0.05428747686613202,0.04664179104477612,28.654545454545456,26.5531914893617,29.08695652173913,1.3177257525083612,1.2580645161290325,1.3247524752475248,28.31372549019608,27.842105263157894,8.112359550561798,8.138461538461538,125.64705882352942,123.15789473684212,7.2454212454212445,23.0,166.64468864468859,8.44311377245509,41.470588235294116,350.1408946812258,0.0525030525030525,DD,0.033932135728542916,31.65116279069768,35.19354838709677,41.368421052631575,1.3048897411313518,1.312876052948255,1.3481989708404802,33.6578947368421,28.923076923076927,8.750285062713798,8.545454545454545,138.4736842105263,121.84615384615385,418.5384615,285.5538462,267.2845238,239.077381,field,normal,RR,14,0,1,0,2,0.5446428571428571,0.4196428571428572
490,490,554,2015,Chennai,CSK,CSK,1,RCB,0,8.0780331373597,35.98571428571429,290.69379247155837,8.175930922827849,28.055555555555557,229.38028422378127,0.03741314804917156,0.048569886670264434,35.47761194029851,39.68085106382978,37.55172413793103,1.3391549295774647,1.3733431516936672,1.4051612903225807,24.88888888888889,22.96551724137931,8.108597285067871,8.121951219512193,110.5,101.79310344827586,7.377777777777778,24.292682926829272,179.22601626016262,7.896825396825397,31.09375,245.54191468253967,0.050617283950617285,CSK,0.042328042328042326,24.466666666666665,27.127659574468087,31.41666666666667,1.2655172413793103,1.2944162436548223,1.3885819521178635,28.823529411764714,25.880952380952376,7.945945945945946,7.601398601398603,130.58823529411765,122.57142857142857,373.45535710000007,312.4125,375.8469388,345.5940476,bat,normal,CSK,24,1,1,1,1,0.6147540983606558,0.4955752212389381
491,491,555,2015,Kolkata,KKR,KKR,1,SRH,0,7.8197802197802195,27.26436781609195,213.2013641530883,7.516587677725117,28.662650602409638,215.44532632901272,0.0478021978021978,0.04370721432332807,32.109375,32.0,37.892857142857146,1.3292367399741267,1.303054032889585,1.2954822954822955,25.768115942028984,22.914893617021278,7.237449118046133,7.148230088495575,128.17391304347825,115.40425531914892,7.34593572778828,26.256756756756765,192.88044755530584,8.125925925925927,31.797101449275363,258.38089103596354,0.04662885948330183,SRH,0.042592592592592585,30.377777777777773,34.28947368421053,37.708333333333336,1.2728119180633146,1.2787046123650638,1.3040345821325647,25.188679245283016,25.23913043478261,7.402957486136785,7.3326315789473675,122.49056603773585,123.91304347826087,348.41629460000007,317.1114583000001,384.35714289999993,283.0166667,field,normal,KKR,35,0,1,0,1,0.5132743362831859,0.4298245614035088
492,492,556,2015,Mumbai,MI,DD,1,MI,0,7.2454212454212445,23.0,166.64468864468859,8.44311377245509,41.470588235294116,350.1408946812258,0.0525030525030525,0.033932135728542916,31.65116279069768,35.19354838709677,41.368421052631575,1.3048897411313518,1.312876052948255,1.3481989708404802,33.6578947368421,28.923076923076927,8.750285062713798,8.545454545454545,138.4736842105263,121.84615384615385,7.658480868075385,25.1123595505618,192.32252517020768,7.8379920136908146,34.17910447761194,267.89554793062644,0.0508280982295831,DD,0.03822019395322305,32.12903225806452,32.31111111111111,39.2,1.304518664047151,1.2720909886264218,1.3220910623946036,27.16666666666667,24.05405405405405,7.31214953271028,7.072847682119205,133.75,122.43243243243244,267.2845238,239.077381,394.8266667,332.8588889,bat,normal,MI,0,1,0,1,0,0.415929203539823,0.5630252100840336
493,493,557,2015,Bangalore,RCB,RCB,1,KXIP,0,7.377777777777778,24.292682926829272,179.22601626016262,7.896825396825397,31.09375,245.54191468253967,0.050617283950617285,0.042328042328042326,24.466666666666665,27.127659574468087,31.41666666666667,1.2655172413793103,1.2944162436548223,1.3885819521178635,28.823529411764714,25.880952380952376,7.945945945945946,7.601398601398603,130.58823529411765,122.57142857142857,8.557575757575759,29.72631578947368,254.3851993620415,8.283559577677226,26.403846153846153,218.71783269520827,0.047979797979797977,KXIP,0.052287581699346414,33.74647887323944,33.611111111111114,30.51515151515152,1.5164556962025315,1.568712186689715,1.6535303776683088,22.78947368421053,23.134615384615387,7.692079940784604,7.589905362776025,106.65789473684212,109.73076923076924,375.8469388,345.5940476,255.8627451,243.6166667,field,normal,RCB,138,0,1,0,1,0.4912280701754386,0.5087719298245614
494,494,558,2015,Mumbai,MI,SRH,1,RR,0,7.34593572778828,26.256756756756765,192.88044755530584,8.125925925925927,31.797101449275363,258.38089103596354,0.04662885948330183,0.042592592592592585,30.377777777777773,34.28947368421053,37.708333333333336,1.2728119180633146,1.2787046123650638,1.3040345821325647,25.188679245283016,25.23913043478261,7.402957486136785,7.3326315789473675,122.49056603773585,123.91304347826087,7.6212214682294865,23.397727272727273,178.3192613986877,7.847014925373133,28.04,220.0302985074627,0.05428747686613202,RR,0.04664179104477612,28.654545454545456,26.5531914893617,29.08695652173913,1.3177257525083612,1.2580645161290325,1.3247524752475248,28.31372549019608,27.842105263157894,8.112359550561798,8.138461538461538,125.64705882352942,123.15789473684212,384.35714289999993,283.0166667,418.5384615,285.5538462,field,normal,SRH,7,0,1,0,2,0.4260869565217391,0.5486725663716814
495,495,559,2015,Chennai,CSK,CSK,1,MI,0,8.0780331373597,35.98571428571429,290.69379247155837,8.175930922827849,28.055555555555557,229.38028422378127,0.03741314804917156,0.048569886670264434,35.47761194029851,39.68085106382978,37.55172413793103,1.3391549295774647,1.3733431516936672,1.4051612903225807,24.88888888888889,22.96551724137931,8.108597285067871,8.121951219512193,110.5,101.79310344827586,7.658480868075385,25.1123595505618,192.32252517020768,7.8379920136908146,34.17910447761194,267.89554793062644,0.0508280982295831,CSK,0.03822019395322305,32.12903225806452,32.31111111111111,39.2,1.304518664047151,1.2720909886264218,1.3220910623946036,27.16666666666667,24.05405405405405,7.31214953271028,7.072847682119205,133.75,122.43243243243244,373.45535710000007,312.4125,394.8266667,332.8588889,bat,normal,MI,0,1,0,1,1,0.6178861788617886,0.5666666666666667
496,496,560,2015,Kolkata,KKR,KXIP,1,KKR,0,8.557575757575759,29.72631578947368,254.3851993620415,8.283559577677226,26.403846153846153,218.71783269520827,0.047979797979797977,0.052287581699346414,33.74647887323944,33.611111111111114,30.51515151515152,1.5164556962025315,1.568712186689715,1.6535303776683088,22.78947368421053,23.134615384615387,7.692079940784604,7.589905362776025,106.65789473684212,109.73076923076924,7.8197802197802195,27.26436781609195,213.2013641530883,7.516587677725117,28.662650602409638,215.44532632901272,0.0478021978021978,KXIP,0.04370721432332807,32.109375,32.0,37.892857142857146,1.3292367399741267,1.303054032889585,1.2954822954822955,25.768115942028984,22.914893617021278,7.237449118046133,7.148230088495575,128.17391304347825,115.40425531914892,255.8627451,243.6166667,348.41629460000007,317.1114583000001,bat,normal,KKR,0,1,0,1,0,0.5043478260869565,0.5175438596491229
497,497,561,2015,Raipur,Raipur,SRH,1,DD,0,7.34593572778828,26.256756756756765,192.88044755530584,8.125925925925927,31.797101449275363,258.38089103596354,0.04662885948330183,0.042592592592592585,30.377777777777773,34.28947368421053,37.708333333333336,1.2728119180633146,1.2787046123650638,1.3040345821325647,25.188679245283016,25.23913043478261,7.402957486136785,7.3326315789473675,122.49056603773585,123.91304347826087,7.2454212454212445,23.0,166.64468864468859,8.44311377245509,41.470588235294116,350.1408946812258,0.0525030525030525,SRH,0.033932135728542916,31.65116279069768,35.19354838709677,41.368421052631575,1.3048897411313518,1.312876052948255,1.3481989708404802,33.6578947368421,28.923076923076927,8.750285062713798,8.545454545454545,138.4736842105263,121.84615384615385,384.35714289999993,283.0166667,267.2845238,239.077381,bat,normal,SRH,6,1,1,1,2,0.4310344827586207,0.412280701754386
