,Unnamed: 0,ID,SEASON,CITY,CITY_Corrrected,TEAM1,TEAM1_MODEL,TEAM2,TEAM2_MODEL,TEAM1_RunsperOver,TEAM1_RunsperWicket,TEAM1_BattingIndex,TEAM1_RunsconcededperOver,TEAM1_RunsconcededperWicket,TEAM1_BowlingIndex,TEAM1_BattingWicketRate,TEAM1_BowlingWicketRate,TEAM1_RunsperWicket_6Batsmen,TEAM1_RunsperWicket_4Batsmen,TEAM1_RunsperWicket_2Batsmen,TEAM1_Runsperball_6Batsmen,TEAM1_Runsperball_4Batsmen,TEAM1_Runsperball_2Batsmen,TEAM1_RunsconcedeperWicket_5Bowler,TEAM1_RunsconcedeperWicket_3Bowler,TEAM1_RunsconcedeperOver_5Bowler,TEAM1_RunsconcedeperOver_3Bowler,TEAM1_BallsbowledperWicket_5Bowler,TEAM1_BallsbowledperWicket_3Bowler,TEAM2_RunsperOver,TEAM2_RunsperWicket,TEAM2_BattingIndex,TEAM2_RunsconcededperOver,TEAM2_RunsconcededperWicket,TEAM2_BowlingIndex,TEAM2_BattingWicketRate,TOSS_WINNER,TEAM2_BowlingWicketRate,TEAM2_RunsperWicket_6Batsmen,TEAM2_RunsperWicket_4Batsmen,TEAM2_RunsperWicket_2Batsmen,TEAM2_Runsperball_6Batsmen,TEAM2_Runsperball_4Batsmen,TEAM2_Runsperball_2Batsmen,TEAM2_RunsconcedeperWicket_5Bowler,TEAM2_RunsconcedeperWicket_3Bowler,TEAM2_RunsconcedeperOver_5Bowler,TEAM2_RunsconcedeperOver_3Bowler,TEAM2_BallsbowledperWicket_5Bowler,TEAM2_BallsbowledperWicket_3Bowler,TEAM1_STRENGTH,TEAM1_CUMU_STRENGTH,TEAM2_STRENGTH,TEAM2_CUMU_STRENGTH,TOSS_DECISION,RESULT,WINNER,WIN_BY_RUNS,TOSS_WINNER_MODEL,WINNER_MODEL,TOSS_DECISION_MODEL,CITY_MODEL,WIN_RATE_TEAM1,WIN_RATE_TEAM2
250,250,312,2012,Bangalore,RCB,RCB,1,DD,0,7.872460496613996,29.430379746835442,231.68950195731063,7.880021424745581,30.271604938271604,238.54089547501442,0.044582392776523705,0.0433851098018211,38.320754716981135,44.81578947368421,55.47619047619048,1.3335521996060409,1.4016460905349797,1.470959595959596,25.56716417910448,24.63829787234043,7.2893617021276595,7.7979797979797985,126.26865671641792,113.74468085106385,7.259813084112149,20.442105263157888,148.40586325627154,8.159517426273457,33.26229508196721,271.40427635916143,0.059190031152647975,DD,0.04088471849865952,25.731343283582092,28.22448979591837,31.16666666666667,1.2620790629575402,1.313390313390313,1.4496124031007749,27.65853658536585,28.125,7.7494305239179955,7.883211678832117,128.4878048780488,128.4375,192.3583333,183.2645833,264.0255102,252.0612245,field,normal,RCB,20,0,1,0,1,0.4918032786885246,0.5087719298245614
251,251,313,2012,Visakhapatnam,Visakhapatnam,CSK,1,SRH,0,7.7838692672641026,33.256756756756765,258.8662468477967,7.475138121546961,27.16867469879518,203.08959595287223,0.03900896151818661,0.04585635359116022,36.34328358208956,35.91836734693877,35.769230769230774,1.304930332261522,1.2652767792954709,1.2584573748308523,24.857142857142854,21.134615384615387,7.224913494809687,7.090322580645161,123.85714285714286,107.30769230769229,7.264845605700714,23.436781609195403,170.26459988533045,7.358910891089108,24.775,182.31701732673267,0.051662707838479816,SRH,0.049504950495049514,25.91666666666667,27.209302325581394,30.32,1.2205651491365777,1.235480464625132,1.2570480928689884,23.75,22.88636363636364,7.314906219151037,7.09988249118684,116.8846153846154,116.04545454545456,285.125,267.4791667,260.7,252.5904762,field,normal,CSK,74,0,1,0,2,0.5967741935483871,0.4166666666666667
252,252,314,2012,Jaipur,RR,RR,1,KKR,0,6.750527055516514,23.544117647058826,158.9352031747344,7.491501416430595,32.05454545454545,240.13667267576614,0.047786366830639485,0.03895184135977337,30.367346938775512,34.94117647058823,32.04761904761905,1.1894484412470023,1.1868131868131868,1.1869488536155204,24.64102564102564,22.884615384615387,7.866302864938608,8.150684931506849,112.76923076923076,101.07692307692308,7.042513863216267,26.83098591549296,188.9575902736196,7.110981308411215,26.697368421052627,189.8444878258731,0.04374614910659273,KKR,0.04439252336448598,34.69090909090909,35.30232558139535,34.869565217391305,1.216061185468451,1.172200772200772,1.153956834532374,22.396551724137925,17.95,6.866960352422908,6.325991189427312,117.41379310344827,102.15,242.011655,260.3974359,244.145,238.225,field,normal,RR,22,0,1,0,1,0.5614035087719298,0.42857142857142855
253,253,315,2012,Pune,RPS,RPS,1,KXIP,0,6.795669824086603,20.16867469879518,137.05965404242136,7.0510396975425325,25.902777777777782,182.64151438773368,0.05615696887686062,0.04536862003780719,21.52083333333333,21.809523809523807,24.17391304347826,1.1805714285714286,1.2116402116402116,1.3694581280788178,23.4,21.75,7.0988764044943835,6.721030042918455,118.66666666666669,116.5,7.527141133896261,23.63636363636364,177.9142449830025,8.260194174757281,27.26923076923077,225.249141150112,0.05307599517490953,RPS,0.05048543689320388,27.69090909090909,31.422222222222217,38.68,1.3106712564543892,1.359615384615385,1.4178885630498534,25.53448275862069,25.309523809523807,8.063520871143378,7.9526184538653375,114.0,114.57142857142857,290.0941043,254.2905329,214.6666667,259.0714286,bat,normal,RPS,22,1,1,1,1,0.35714285714285715,0.4827586206896552
254,254,316,2012,Visakhapatnam,Visakhapatnam,SRH,1,MI,0,7.264845605700714,23.436781609195403,170.26459988533045,7.358910891089108,24.775,182.31701732673267,0.051662707838479816,0.049504950495049514,25.91666666666667,27.209302325581394,30.32,1.2205651491365777,1.235480464625132,1.2570480928689884,23.75,22.88636363636364,7.314906219151037,7.09988249118684,116.8846153846154,116.04545454545456,6.961559285327557,26.13414634146341,181.93440912752385,7.261605679956308,24.35164835164835,176.83206798662837,0.044396318354087715,SRH,0.0496996176952485,28.738461538461536,32.693877551020414,35.111111111111114,1.1860317460317458,1.1822878228782288,1.1312649164677804,20.793103448275858,17.234375,6.9221938775510194,6.500982318271119,108.13793103448276,95.4375,260.7,252.5904762,348.375,314.0729167,bat,normal,MI,0,1,0,1,2,0.4098360655737705,0.5573770491803278
255,255,317,2012,Bangalore,RCB,KKR,1,RCB,0,7.042513863216267,26.83098591549296,188.9575902736196,7.110981308411215,26.697368421052627,189.8444878258731,0.04374614910659273,0.04439252336448598,34.69090909090909,35.30232558139535,34.869565217391305,1.216061185468451,1.172200772200772,1.153956834532374,22.396551724137925,17.95,6.866960352422908,6.325991189427312,117.41379310344827,102.15,7.872460496613996,29.430379746835442,231.68950195731063,7.880021424745581,30.271604938271604,238.54089547501442,0.044582392776523705,RCB,0.0433851098018211,38.320754716981135,44.81578947368421,55.47619047619048,1.3335521996060409,1.4016460905349797,1.470959595959596,25.56716417910448,24.63829787234043,7.2893617021276595,7.7979797979797985,126.26865671641792,113.74468085106385,244.145,238.225,192.3583333,183.2645833,field,normal,KKR,42,0,1,0,0,0.42105263157894735,0.5
256,256,318,2012,Delhi,DD,CSK,1,DD,0,7.7838692672641026,33.256756756756765,258.8662468477967,7.475138121546961,27.16867469879518,203.08959595287223,0.03900896151818661,0.04585635359116022,36.34328358208956,35.91836734693877,35.769230769230774,1.304930332261522,1.2652767792954709,1.2584573748308523,24.857142857142854,21.134615384615387,7.224913494809687,7.090322580645161,123.85714285714286,107.30769230769229,7.259813084112149,20.442105263157888,148.40586325627154,8.159517426273457,33.26229508196721,271.40427635916143,0.059190031152647975,DD,0.04088471849865952,25.731343283582092,28.22448979591837,31.16666666666667,1.2620790629575402,1.313390313390313,1.4496124031007749,27.65853658536585,28.125,7.7494305239179955,7.883211678832117,128.4878048780488,128.4375,285.125,267.4791667,264.0255102,252.0612245,field,normal,DD,0,0,0,0,0,0.6031746031746031,0.5
257,257,319,2012,Mumbai,MI,MI,1,RR,0,6.961559285327557,26.13414634146341,181.93440912752385,7.261605679956308,24.35164835164835,176.83206798662837,0.044396318354087715,0.0496996176952485,28.738461538461536,32.693877551020414,35.111111111111114,1.1860317460317458,1.1822878228782288,1.1312649164677804,20.793103448275858,17.234375,6.9221938775510194,6.500982318271119,108.13793103448276,95.4375,6.750527055516514,23.544117647058826,158.9352031747344,7.491501416430595,32.05454545454545,240.13667267576614,0.047786366830639485,RR,0.03895184135977337,30.367346938775512,34.94117647058823,32.04761904761905,1.1894484412470023,1.1868131868131868,1.1869488536155204,24.64102564102564,22.884615384615387,7.866302864938608,8.150684931506849,112.76923076923076,101.07692307692308,348.375,314.0729167,242.011655,260.3974359,field,normal,MI,27,0,1,0,1,0.5645161290322581,0.5689655172413793
258,258,320,2012,Chennai,CSK,RCB,1,CSK,0,7.872460496613996,29.430379746835442,231.68950195731063,7.880021424745581,30.271604938271604,238.54089547501442,0.044582392776523705,0.0433851098018211,38.320754716981135,44.81578947368421,55.47619047619048,1.3335521996060409,1.4016460905349797,1.470959595959596,25.56716417910448,24.63829787234043,7.2893617021276595,7.7979797979797985,126.26865671641792,113.74468085106385,7.7838692672641026,33.256756756756765,258.8662468477967,7.475138121546961,27.16867469879518,203.08959595287223,0.03900896151818661,RCB,0.04585635359116022,36.34328358208956,35.91836734693877,35.769230769230774,1.304930332261522,1.2652767792954709,1.2584573748308523,24.857142857142854,21.134615384615387,7.224913494809687,7.090322580645161,123.85714285714286,107.30769230769229,192.3583333,183.2645833,285.125,267.4791667,bat,normal,CSK,0,1,0,1,0,0.492063492063492,0.59375
259,259,321,2012,Chandigarh,KXIP,RPS,1,KXIP,0,6.795669824086603,20.16867469879518,137.05965404242136,7.0510396975425325,25.902777777777782,182.64151438773368,0.05615696887686062,0.04536862003780719,21.52083333333333,21.809523809523807,24.17391304347826,1.1805714285714286,1.2116402116402116,1.3694581280788178,23.4,21.75,7.0988764044943835,6.721030042918455,118.66666666666669,116.5,7.527141133896261,23.63636363636364,177.9142449830025,8.260194174757281,27.26923076923077,225.249141150112,0.05307599517490953,KXIP,0.05048543689320388,27.69090909090909,31.422222222222217,38.68,1.3106712564543892,1.359615384615385,1.4178885630498534,25.53448275862069,25.309523809523807,8.063520871143378,7.9526184538653375,114.0,114.57142857142857,290.0941043,254.2905329,214.6666667,259.0714286,field,normal,KXIP,0,0,0,0,0,0.4,0.4745762711864407
260,260,322,2012,Kolkata,KKR,RR,1,KKR,0,6.750527055516514,23.544117647058826,158.9352031747344,7.491501416430595,32.05454545454545,240.13667267576614,0.047786366830639485,0.03895184135977337,30.367346938775512,34.94117647058823,32.04761904761905,1.1894484412470023,1.1868131868131868,1.1869488536155204,24.64102564102564,22.884615384615387,7.866302864938608,8.150684931506849,112.76923076923076,101.07692307692308,7.042513863216267,26.83098591549296,188.9575902736196,7.110981308411215,26.697368421052627,189.8444878258731,0.04374614910659273,RR,0.04439252336448598,34.69090909090909,35.30232558139535,34.869565217391305,1.216061185468451,1.172200772200772,1.153956834532374,22.396551724137925,17.95,6.866960352422908,6.325991189427312,117.41379310344827,102.15,242.011655,260.3974359,244.145,238.225,bat,normal,KKR,0,1,0,1,0,0.559322033898305,0.4310344827586207
261,261,323,2012,Delhi,DD,SRH,1,DD,0,7.264845605700714,23.436781609195403,170.26459988533045,7.358910891089108,24.775,182.31701732673267,0.051662707838479816,0.049504950495049514,25.91666666666667,27.209302325581394,30.32,1.2205651491365777,1.235480464625132,1.2570480928689884,23.75,22.88636363636364,7.314906219151037,7.09988249118684,116.8846153846154,116.04545454545456,7.259813084112149,20.442105263157888,148.40586325627154,8.159517426273457,33.26229508196721,271.40427635916143,0.059190031152647975,SRH,0.04088471849865952,25.731343283582092,28.22448979591837,31.16666666666667,1.2620790629575402,1.313390313390313,1.4496124031007749,27.65853658536585,28.125,7.7494305239179955,7.883211678832117,128.4878048780488,128.4375,260.7,252.5904762,264.0255102,252.0612245,bat,normal,DD,0,1,0,1,0,0.4032258064516129,0.5084745762711864
262,262,324,2012,Pune,RPS,CSK,1,RPS,0,7.7838692672641026,33.256756756756765,258.8662468477967,7.475138121546961,27.16867469879518,203.08959595287223,0.03900896151818661,0.04585635359116022,36.34328358208956,35.91836734693877,35.769230769230774,1.304930332261522,1.2652767792954709,1.2584573748308523,24.857142857142854,21.134615384615387,7.224913494809687,7.090322580645161,123.85714285714286,107.30769230769229,6.795669824086603,20.16867469879518,137.05965404242136,7.0510396975425325,25.902777777777782,182.64151438773368,0.05615696887686062,CSK,0.04536862003780719,21.52083333333333,21.809523809523807,24.17391304347826,1.1805714285714286,1.2116402116402116,1.3694581280788178,23.4,21.75,7.0988764044943835,6.721030042918455,118.66666666666669,116.5,285.125,267.4791667,290.0941043,254.2905329,bat,normal,RPS,0,1,0,1,0,0.6,0.375
263,263,325,2012,Kolkata,KKR,KXIP,1,KKR,0,7.527141133896261,23.63636363636364,177.9142449830025,8.260194174757281,27.26923076923077,225.249141150112,0.05307599517490953,0.05048543689320388,27.69090909090909,31.422222222222217,38.68,1.3106712564543892,1.359615384615385,1.4178885630498534,25.53448275862069,25.309523809523807,8.063520871143378,7.9526184538653375,114.0,114.57142857142857,7.042513863216267,26.83098591549296,188.9575902736196,7.110981308411215,26.697368421052627,189.8444878258731,0.04374614910659273,KKR,0.04439252336448598,34.69090909090909,35.30232558139535,34.869565217391305,1.216061185468451,1.172200772200772,1.153956834532374,22.396551724137925,17.95,6.866960352422908,6.325991189427312,117.41379310344827,102.15,214.6666667,259.0714286,244.145,238.225,field,normal,KXIP,2,0,1,0,0,0.4833333333333333,0.4406779661016949
264,264,326,2012,Bangalore,RCB,RR,1,RCB,0,6.750527055516514,23.544117647058826,158.9352031747344,7.491501416430595,32.05454545454545,240.13667267576614,0.047786366830639485,0.03895184135977337,30.367346938775512,34.94117647058823,32.04761904761905,1.1894484412470023,1.1868131868131868,1.1869488536155204,24.64102564102564,22.884615384615387,7.866302864938608,8.150684931506849,112.76923076923076,101.07692307692308,7.872460496613996,29.430379746835442,231.68950195731063,7.880021424745581,30.271604938271604,238.54089547501442,0.044582392776523705,RR,0.0433851098018211,38.320754716981135,44.81578947368421,55.47619047619048,1.3335521996060409,1.4016460905349797,1.470959595959596,25.56716417910448,24.63829787234043,7.2893617021276595,7.7979797979797985,126.26865671641792,113.74468085106385,242.011655,260.3974359,192.3583333,183.2645833,bat,normal,RR,59,1,1,1,0,0.55,0.484375
265,265,327,2012,Mumbai,MI,MI,1,DD,0,6.961559285327557,26.13414634146341,181.93440912752385,7.261605679956308,24.35164835164835,176.83206798662837,0.044396318354087715,0.0496996176952485,28.738461538461536,32.693877551020414,35.111111111111114,1.1860317460317458,1.1822878228782288,1.1312649164677804,20.793103448275858,17.234375,6.9221938775510194,6.500982318271119,108.13793103448276,95.4375,7.259813084112149,20.442105263157888,148.40586325627154,8.159517426273457,33.26229508196721,271.40427635916143,0.059190031152647975,DD,0.04088471849865952,25.731343283582092,28.22448979591837,31.16666666666667,1.2620790629575402,1.313390313390313,1.4496124031007749,27.65853658536585,28.125,7.7494305239179955,7.883211678832117,128.4878048780488,128.4375,348.375,314.0729167,264.0255102,252.0612245,field,normal,DD,0,0,0,0,1,0.5714285714285714,0.5166666666666667
266,266,328,2012,Jaipur,RR,SRH,1,RR,0,7.264845605700714,23.436781609195403,170.26459988533045,7.358910891089108,24.775,182.31701732673267,0.051662707838479816,0.049504950495049514,25.91666666666667,27.209302325581394,30.32,1.2205651491365777,1.235480464625132,1.2570480928689884,23.75,22.88636363636364,7.314906219151037,7.09988249118684,116.8846153846154,116.04545454545456,6.750527055516514,23.544117647058826,158.9352031747344,7.491501416430595,32.05454545454545,240.13667267576614,0.047786366830639485,SRH,0.03895184135977337,30.367346938775512,34.94117647058823,32.04761904761905,1.1894484412470023,1.1868131868131868,1.1869488536155204,24.64102564102564,22.884615384615387,7.866302864938608,8.150684931506849,112.76923076923076,101.07692307692308,260.7,252.5904762,242.011655,260.3974359,bat,normal,RR,0,1,0,1,0,0.3968253968253968,0.5573770491803278
267,267,329,2012,Bangalore,RCB,RPS,1,RCB,0,6.795669824086603,20.16867469879518,137.05965404242136,7.0510396975425325,25.902777777777782,182.64151438773368,0.05615696887686062,0.04536862003780719,21.52083333333333,21.809523809523807,24.17391304347826,1.1805714285714286,1.2116402116402116,1.3694581280788178,23.4,21.75,7.0988764044943835,6.721030042918455,118.66666666666669,116.5,7.872460496613996,29.430379746835442,231.68950195731063,7.880021424745581,30.271604938271604,238.54089547501442,0.044582392776523705,RPS,0.0433851098018211,38.320754716981135,44.81578947368421,55.47619047619048,1.3335521996060409,1.4016460905349797,1.470959595959596,25.56716417910448,24.63829787234043,7.2893617021276595,7.7979797979797985,126.26865671641792,113.74468085106385,290.0941043,254.2905329,192.3583333,183.2645833,bat,normal,RCB,0,1,0,1,0,0.4117647058823529,0.476923076923077
268,268,330,2012,Chandigarh,KXIP,KXIP,1,KKR,0,7.527141133896261,23.63636363636364,177.9142449830025,8.260194174757281,27.26923076923077,225.249141150112,0.05307599517490953,0.05048543689320388,27.69090909090909,31.422222222222217,38.68,1.3106712564543892,1.359615384615385,1.4178885630498534,25.53448275862069,25.309523809523807,8.063520871143378,7.9526184538653375,114.0,114.57142857142857,7.042513863216267,26.83098591549296,188.9575902736196,7.110981308411215,26.697368421052627,189.8444878258731,0.04374614910659273,KXIP,0.04439252336448598,34.69090909090909,35.30232558139535,34.869565217391305,1.216061185468451,1.172200772200772,1.153956834532374,22.396551724137925,17.95,6.866960352422908,6.325991189427312,117.41379310344827,102.15,214.6666667,259.0714286,244.145,238.225,bat,normal,KKR,0,1,0,1,1,0.4918032786885246,0.43333333333333335
269,269,331,2012,Hyderabad,SRH,SRH,1,DD,0,7.264845605700714,23.436781609195403,170.26459988533045,7.358910891089108,24.775,182.31701732673267,0.051662707838479816,0.049504950495049514,25.91666666666667,27.209302325581394,30.32,1.2205651491365777,1.235480464625132,1.2570480928689884,23.75,22.88636363636364,7.314906219151037,7.09988249118684,116.8846153846154,116.04545454545456,7.259813084112149,20.442105263157888,148.40586325627154,8.159517426273457,33.26229508196721,271.40427635916143,0.059190031152647975,SRH,0.04088471849865952,25.731343283582092,28.22448979591837,31.16666666666667,1.2620790629575402,1.313390313390313,1.4496124031007749,27.65853658536585,28.125,7.7494305239179955,7.883211678832117,128.4878048780488,128.4375,260.7,252.5904762,264.0255102,252.0612245,bat,normal,DD,0,1,0,1,1,0.390625,0.5245901639344263
270,270,332,2012,Chennai,CSK,CSK,1,RPS,0,7.7838692672641026,33.256756756756765,258.8662468477967,7.475138121546961,27.16867469879518,203.08959595287223,0.03900896151818661,0.04585635359116022,36.34328358208956,35.91836734693877,35.769230769230774,1.304930332261522,1.2652767792954709,1.2584573748308523,24.857142857142854,21.134615384615387,7.224913494809687,7.090322580645161,123.85714285714286,107.30769230769229,6.795669824086603,20.16867469879518,137.05965404242136,7.0510396975425325,25.902777777777782,182.64151438773368,0.05615696887686062,RPS,0.04536862003780719,21.52083333333333,21.809523809523807,24.17391304347826,1.1805714285714286,1.2116402116402116,1.3694581280788178,23.4,21.75,7.0988764044943835,6.721030042918455,118.66666666666669,116.5,285.125,267.4791667,290.0941043,254.2905329,field,normal,CSK,13,0,1,0,1,0.5909090909090909,0.3888888888888889
271,271,333,2012,Chandigarh,KXIP,KXIP,1,RCB,0,7.527141133896261,23.63636363636364,177.9142449830025,8.260194174757281,27.26923076923077,225.249141150112,0.05307599517490953,0.05048543689320388,27.69090909090909,31.422222222222217,38.68,1.3106712564543892,1.359615384615385,1.4178885630498534,25.53448275862069,25.309523809523807,8.063520871143378,7.9526184538653375,114.0,114.57142857142857,7.872460496613996,29.430379746835442,231.68950195731063,7.880021424745581,30.271604938271604,238.54089547501442,0.044582392776523705,RCB,0.0433851098018211,38.320754716981135,44.81578947368421,55.47619047619048,1.3335521996060409,1.4016460905349797,1.470959595959596,25.56716417910448,24.63829787234043,7.2893617021276595,7.7979797979797985,126.26865671641792,113.74468085106385,214.6666667,259.0714286,192.3583333,183.2645833,field,normal,RCB,0,0,0,0,1,0.4838709677419355,0.4848484848484849
272,272,334,2012,Chennai,CSK,RR,1,CSK,0,6.750527055516514,23.544117647058826,158.9352031747344,7.491501416430595,32.05454545454545,240.13667267576614,0.047786366830639485,0.03895184135977337,30.367346938775512,34.94117647058823,32.04761904761905,1.1894484412470023,1.1868131868131868,1.1869488536155204,24.64102564102564,22.884615384615387,7.866302864938608,8.150684931506849,112.76923076923076,101.07692307692308,7.7838692672641026,33.256756756756765,258.8662468477967,7.475138121546961,27.16867469879518,203.08959595287223,0.03900896151818661,RR,0.04585635359116022,36.34328358208956,35.91836734693877,35.769230769230774,1.304930332261522,1.2652767792954709,1.2584573748308523,24.857142857142854,21.134615384615387,7.224913494809687,7.090322580645161,123.85714285714286,107.30769230769229,242.011655,260.3974359,285.125,267.4791667,bat,normal,CSK,0,1,0,1,0,0.5645161290322581,0.5970149253731343
273,273,335,2012,Delhi,DD,RPS,1,DD,0,6.795669824086603,20.16867469879518,137.05965404242136,7.0510396975425325,25.902777777777782,182.64151438773368,0.05615696887686062,0.04536862003780719,21.52083333333333,21.809523809523807,24.17391304347826,1.1805714285714286,1.2116402116402116,1.3694581280788178,23.4,21.75,7.0988764044943835,6.721030042918455,118.66666666666669,116.5,7.259813084112149,20.442105263157888,148.40586325627154,8.159517426273457,33.26229508196721,271.40427635916143,0.059190031152647975,DD,0.04088471849865952,25.731343283582092,28.22448979591837,31.16666666666667,1.2620790629575402,1.313390313390313,1.4496124031007749,27.65853658536585,28.125,7.7494305239179955,7.883211678832117,128.4878048780488,128.4375,290.0941043,254.2905329,264.0255102,252.0612245,field,normal,RPS,20,0,1,0,0,0.3684210526315789,0.532258064516129
274,274,336,2012,Mumbai,MI,MI,1,KXIP,0,6.961559285327557,26.13414634146341,181.93440912752385,7.261605679956308,24.35164835164835,176.83206798662837,0.044396318354087715,0.0496996176952485,28.738461538461536,32.693877551020414,35.111111111111114,1.1860317460317458,1.1822878228782288,1.1312649164677804,20.793103448275858,17.234375,6.9221938775510194,6.500982318271119,108.13793103448276,95.4375,7.527141133896261,23.63636363636364,177.9142449830025,8.260194174757281,27.26923076923077,225.249141150112,0.05307599517490953,MI,0.05048543689320388,27.69090909090909,31.422222222222217,38.68,1.3106712564543892,1.359615384615385,1.4178885630498534,25.53448275862069,25.309523809523807,8.063520871143378,7.9526184538653375,114.0,114.57142857142857,348.375,314.0729167,214.6666667,259.0714286,bat,normal,KXIP,0,1,0,1,1,0.5625,0.4761904761904762
275,275,337,2012,Cuttack,Cuttack,SRH,1,KKR,0,7.264845605700714,23.436781609195403,170.26459988533045,7.358910891089108,24.775,182.31701732673267,0.051662707838479816,0.049504950495049514,25.91666666666667,27.209302325581394,30.32,1.2205651491365777,1.235480464625132,1.2570480928689884,23.75,22.88636363636364,7.314906219151037,7.09988249118684,116.8846153846154,116.04545454545456,7.042513863216267,26.83098591549296,188.9575902736196,7.110981308411215,26.697368421052627,189.8444878258731,0.04374614910659273,KKR,0.04439252336448598,34.69090909090909,35.30232558139535,34.869565217391305,1.216061185468451,1.172200772200772,1.153956834532374,22.396551724137925,17.95,6.866960352422908,6.325991189427312,117.41379310344827,102.15,260.7,252.5904762,244.145,238.225,field,normal,KKR,0,0,0,0,2,0.38461538461538464,0.4426229508196721
276,276,338,2012,Jaipur,RR,RCB,1,RR,0,7.872460496613996,29.430379746835442,231.68950195731063,7.880021424745581,30.271604938271604,238.54089547501442,0.044582392776523705,0.0433851098018211,38.320754716981135,44.81578947368421,55.47619047619048,1.3335521996060409,1.4016460905349797,1.470959595959596,25.56716417910448,24.63829787234043,7.2893617021276595,7.7979797979797985,126.26865671641792,113.74468085106385,6.750527055516514,23.544117647058826,158.9352031747344,7.491501416430595,32.05454545454545,240.13667267576614,0.047786366830639485,RR,0.03895184135977337,30.367346938775512,34.94117647058823,32.04761904761905,1.1894484412470023,1.1868131868131868,1.1869488536155204,24.64102564102564,22.884615384615387,7.866302864938608,8.150684931506849,112.76923076923076,101.07692307692308,192.3583333,183.2645833,242.011655,260.3974359,field,normal,RCB,46,0,1,0,0,0.4925373134328358,0.5555555555555556
277,277,339,2012,Pune,RPS,RPS,1,DD,0,6.795669824086603,20.16867469879518,137.05965404242136,7.0510396975425325,25.902777777777782,182.64151438773368,0.05615696887686062,0.04536862003780719,21.52083333333333,21.809523809523807,24.17391304347826,1.1805714285714286,1.2116402116402116,1.3694581280788178,23.4,21.75,7.0988764044943835,6.721030042918455,118.66666666666669,116.5,7.259813084112149,20.442105263157888,148.40586325627154,8.159517426273457,33.26229508196721,271.40427635916143,0.059190031152647975,RPS,0.04088471849865952,25.731343283582092,28.22448979591837,31.16666666666667,1.2620790629575402,1.313390313390313,1.4496124031007749,27.65853658536585,28.125,7.7494305239179955,7.883211678832117,128.4878048780488,128.4375,290.0941043,254.2905329,264.0255102,252.0612245,bat,normal,DD,0,1,0,1,1,0.4,0.5238095238095238
278,278,340,2012,Chandigarh,KXIP,KXIP,1,MI,0,7.527141133896261,23.63636363636364,177.9142449830025,8.260194174757281,27.26923076923077,225.249141150112,0.05307599517490953,0.05048543689320388,27.69090909090909,31.422222222222217,38.68,1.3106712564543892,1.359615384615385,1.4178885630498534,25.53448275862069,25.309523809523807,8.063520871143378,7.9526184538653375,114.0,114.57142857142857,6.961559285327557,26.13414634146341,181.93440912752385,7.261605679956308,24.35164835164835,176.83206798662837,0.044396318354087715,KXIP,0.0496996176952485,28.738461538461536,32.693877551020414,35.111111111111114,1.1860317460317458,1.1822878228782288,1.1312649164677804,20.793103448275858,17.234375,6.9221938775510194,6.500982318271119,108.13793103448276,95.4375,214.6666667,259.0714286,348.375,314.0729167,bat,normal,MI,0,1,0,1,1,0.484375,0.5538461538461539
279,279,341,2012,Pune,RPS,SRH,1,RPS,0,7.264845605700714,23.436781609195403,170.26459988533045,7.358910891089108,24.775,182.31701732673267,0.051662707838479816,0.049504950495049514,25.91666666666667,27.209302325581394,30.32,1.2205651491365777,1.235480464625132,1.2570480928689884,23.75,22.88636363636364,7.314906219151037,7.09988249118684,116.8846153846154,116.04545454545456,6.795669824086603,20.16867469879518,137.05965404242136,7.0510396975425325,25.902777777777782,182.64151438773368,0.05615696887686062,SRH,0.04536862003780719,21.52083333333333,21.809523809523807,24.17391304347826,1.1805714285714286,1.2116402116402116,1.3694581280788178,23.4,21.75,7.0988764044943835,6.721030042918455,118.66666666666669,116.5,260.7,252.5904762,290.0941043,254.2905329,bat,normal,SRH,18,1,1,1,0,0.3787878787878788,0.3809523809523809
280,280,342,2012,Delhi,DD,DD,1,MI,0,7.259813084112149,20.442105263157888,148.40586325627154,8.159517426273457,33.26229508196721,271.40427635916143,0.059190031152647975,0.04088471849865952,25.731343283582092,28.22448979591837,31.16666666666667,1.2620790629575402,1.313390313390313,1.4496124031007749,27.65853658536585,28.125,7.7494305239179955,7.883211678832117,128.4878048780488,128.4375,6.961559285327557,26.13414634146341,181.93440912752385,7.261605679956308,24.35164835164835,176.83206798662837,0.044396318354087715,MI,0.0496996176952485,28.738461538461536,32.693877551020414,35.111111111111114,1.1860317460317458,1.1822878228782288,1.1312649164677804,20.793103448275858,17.234375,6.9221938775510194,6.500982318271119,108.13793103448276,95.4375,264.0255102,252.0612245,348.375,314.0729167,field,normal,DD,37,0,1,0,1,0.53125,0.5606060606060606
