,Unnamed: 0,ID,SEASON,CITY,CITY_Corrrected,TEAM1,TEAM1_MODEL,TEAM2,TEAM2_MODEL,TOSS_WINNER,TEAM1_STRENGTH,TEAM1_CUMU_STRENGTH,TEAM2_STRENGTH,TEAM2_CUMU_STRENGTH,TOSS_DECISION,RESULT,WINNER,WIN_BY_RUNS,TOSS_WINNER_MODEL,WINNER_MODEL,TOSS_DECISION_MODEL,CITY_MODEL,WIN_RATE_TEAM1,WIN_RATE_TEAM2
423,423,485,2014,Delhi,DD,DD,1,KKR,0,DD,292.35,247.4427083,313.1875,273.3520833,bat,normal,KKR,0,1,0,1,1,0.10377358490566038,0.10613207547169812
424,424,486,2014,Cuttack,Cuttack,KXIP,1,CSK,0,CSK,289.2425595,282.2883929,298.1283069,276.9088624,field,normal,KXIP,44,0,1,0,2,0.11764705882352941,0.15294117647058825
425,425,487,2014,Ahmedabad,Ahmedabad,SRH,1,RR,0,RR,248.920098,204.895098,256.9428571,209.507672,field,normal,SRH,32,0,1,0,2,0.09859154929577464,0.1267605633802817
426,426,488,2014,Bangalore,RCB,KXIP,1,RCB,0,RCB,289.2425595,282.2883929,335.7693452000001,284.9488095000001,field,normal,KXIP,32,0,1,0,0,0.11943793911007025,0.117096018735363
427,427,489,2014,Delhi,DD,DD,1,SRH,0,SRH,292.35,247.4427083,248.920098,204.895098,field,normal,SRH,0,0,0,0,1,0.102803738317757,0.10046728971962617
428,428,490,2014,Mumbai,MI,MI,1,CSK,0,CSK,261.6065163,269.5091479,298.1283069,276.9088624,field,normal,CSK,0,0,0,0,1,0.1351981351981352,0.15384615384615385
429,429,491,2014,Cuttack,Cuttack,KXIP,1,KKR,0,KKR,289.2425595,282.2883929,313.1875,273.3520833,field,normal,KKR,0,0,0,0,2,0.1186046511627907,0.10697674418604651
430,430,492,2014,Bangalore,RCB,RCB,1,RR,0,RCB,335.7693452000001,284.9488095000001,256.9428571,209.507672,bat,normal,RR,0,1,0,1,1,0.11600928074245939,0.12761020881670534
431,431,493,2014,Hyderabad,SRH,SRH,1,MI,0,SRH,248.920098,204.895098,261.6065163,269.5091479,bat,normal,MI,0,1,0,1,1,0.09953703703703703,0.13657407407407407
432,432,494,2014,Ranchi,Ranchi,RR,1,CSK,0,RR,256.9428571,209.507672,298.1283069,276.9088624,bat,normal,CSK,0,1,0,1,2,0.12702078521939955,0.15473441108545036
433,433,495,2014,Bangalore,RCB,RCB,1,DD,0,DD,335.7693452000001,284.9488095000001,292.35,247.4427083,field,normal,RCB,16,0,1,0,1,0.1175115207373272,0.10138248847926268
434,434,496,2014,Hyderabad,SRH,SRH,1,KXIP,0,KXIP,248.920098,204.895098,289.2425595,282.2883929,field,normal,KXIP,0,0,0,0,1,0.09885057471264368,0.11954022988505747
435,435,497,2014,Cuttack,Cuttack,MI,1,KKR,0,KKR,261.6065163,269.5091479,313.1875,273.3520833,field,normal,KKR,0,0,0,0,2,0.1353211009174312,0.10779816513761468
436,436,498,2014,Ahmedabad,Ahmedabad,RR,1,DD,0,DD,256.9428571,209.507672,292.35,247.4427083,field,normal,RR,62,0,1,0,2,0.12814645308924486,0.10068649885583524
437,437,499,2014,Ranchi,Ranchi,CSK,1,RCB,0,CSK,298.1283069,276.9088624,335.7693452000001,284.9488095000001,bat,normal,RCB,0,1,0,1,2,0.15296803652968036,0.1187214611872146
438,438,500,2014,Hyderabad,SRH,SRH,1,KKR,0,SRH,248.920098,204.895098,313.1875,273.3520833,bat,normal,KKR,0,1,0,1,1,0.0979498861047836,0.10933940774487472
439,439,501,2014,Ahmedabad,Ahmedabad,MI,1,RR,0,MI,261.6065163,269.5091479,256.9428571,209.507672,bat,normal,MI,25,1,1,1,2,0.13636363636363635,0.12727272727272726
440,440,502,2014,Delhi,DD,DD,1,KXIP,0,KXIP,292.35,247.4427083,289.2425595,282.2883929,field,normal,KXIP,0,0,0,0,1,0.09977324263038549,0.12018140589569161
441,441,503,2014,Hyderabad,SRH,RCB,1,SRH,0,RCB,335.7693452000001,284.9488095000001,248.920098,204.895098,bat,normal,SRH,0,1,0,1,0,0.11764705882352941,0.09954751131221719
442,442,504,2014,Kolkata,KKR,CSK,1,KKR,0,KKR,298.1283069,276.9088624,313.1875,273.3520833,field,normal,KKR,0,0,0,0,0,0.15124153498871332,0.11060948081264109
443,443,505,2014,Chandigarh,KXIP,KXIP,1,MI,0,MI,289.2425595,282.2883929,261.6065163,269.5091479,field,normal,MI,0,0,0,0,1,0.11936936936936937,0.1373873873873874
444,444,506,2014,Kolkata,KKR,KKR,1,RCB,0,RCB,313.1875,273.3520833,335.7693452000001,284.9488095000001,field,normal,KKR,30,0,1,0,1,0.11235955056179775,0.11685393258426967
445,445,507,2014,Ranchi,Ranchi,CSK,1,SRH,0,SRH,298.1283069,276.9088624,248.920098,204.895098,field,normal,SRH,0,0,0,0,2,0.15022421524663676,0.10089686098654709
446,446,508,2014,Mumbai,MI,MI,1,DD,0,DD,261.6065163,269.5091479,292.35,247.4427083,field,normal,MI,15,0,1,0,1,0.13870246085011187,0.09843400447427293
447,447,509,2014,Chandigarh,KXIP,KXIP,1,RR,0,RR,289.2425595,282.2883929,256.9428571,209.507672,field,normal,KXIP,16,0,1,0,1,0.12053571428571429,0.125
448,448,510,2014,Bangalore,RCB,RCB,1,CSK,0,CSK,335.7693452000001,284.9488095000001,298.1283069,276.9088624,field,normal,CSK,0,0,0,0,1,0.11581291759465479,0.1514476614699332
449,449,511,2014,Kolkata,KKR,SRH,1,KKR,0,KKR,248.920098,204.895098,313.1875,273.3520833,field,normal,KKR,0,0,0,0,0,0.1,0.11333333333333333
450,450,512,2014,Chandigarh,KXIP,DD,1,KXIP,0,KXIP,292.35,247.4427083,289.2425595,282.2883929,field,normal,KXIP,0,0,0,0,0,0.0975609756097561,0.12195121951219512
451,451,513,2014,Mumbai,MI,RR,1,MI,0,MI,256.9428571,209.507672,261.6065163,269.5091479,field,normal,MI,0,0,0,0,0,0.12389380530973451,0.13938053097345132
452,452,514,2014,Kolkata,KKR,KKR,1,KXIP,0,KXIP,313.1875,273.3520833,289.2425595,282.2883929,field,normal,KKR,28,0,1,0,1,0.11479028697571744,0.12141280353200883
453,453,515,2014,Mumbai,MI,MI,1,CSK,0,CSK,261.6065163,269.5091479,298.1283069,276.9088624,field,normal,CSK,0,0,0,0,1,0.13876651982378854,0.15198237885462554
454,454,516,2014,Mumbai,MI,KXIP,1,CSK,0,CSK,289.2425595,282.2883929,298.1283069,276.9088624,field,normal,KXIP,24,0,1,0,2,0.12307692307692308,0.15164835164835164
455,455,517,2014,Bangalore,RCB,KXIP,1,KKR,0,KKR,289.2425595,282.2883929,313.1875,273.3520833,field,normal,KKR,0,0,0,0,2,0.12280701754385964,0.1162280701754386
456,456,518,2015,Kolkata,KKR,MI,1,KKR,0,KKR,394.8266667,332.8588889,348.41629460000007,317.1114583000001,field,normal,KKR,0,0,0,0,0,0.13785557986870897,0.11816192560175055
457,457,519,2015,Chennai,CSK,CSK,1,DD,0,DD,373.45535710000007,312.4125,267.2845238,239.077381,field,normal,CSK,1,0,1,0,1,0.15283842794759825,0.09606986899563319
458,458,520,2015,Pune,RPS,RR,1,KXIP,0,KXIP,418.5384615,285.5538462,255.8627451,243.6166667,field,normal,RR,26,0,1,0,2,0.12418300653594772,0.12200435729847495
459,459,521,2015,Chennai,CSK,CSK,1,SRH,0,CSK,373.45535710000007,312.4125,384.35714289999993,283.0166667,bat,normal,CSK,45,1,1,1,1,0.15434782608695652,0.09782608695652174
460,460,522,2015,Kolkata,KKR,KKR,1,RCB,0,RCB,348.41629460000007,317.1114583000001,375.8469388,345.5940476,field,normal,RCB,0,0,0,0,1,0.11713665943600868,0.11496746203904555
461,461,523,2015,Delhi,DD,DD,1,RR,0,RR,267.2845238,239.077381,418.5384615,285.5538462,field,normal,RR,0,0,0,0,1,0.09523809523809523,0.12554112554112554
462,462,524,2015,Mumbai,MI,KXIP,1,MI,0,MI,255.8627451,243.6166667,394.8266667,332.8588889,field,normal,KXIP,18,0,1,0,0,0.12311015118790497,0.13606911447084233
463,463,525,2015,Bangalore,RCB,RCB,1,SRH,0,SRH,375.8469388,345.5940476,384.35714289999993,283.0166667,field,normal,SRH,0,0,0,0,1,0.11422413793103449,0.09913793103448276
464,464,526,2015,Ahmedabad,Ahmedabad,MI,1,RR,0,MI,394.8266667,332.8588889,418.5384615,285.5538462,bat,normal,RR,0,1,0,1,2,0.13548387096774195,0.12688172043010754
465,465,527,2015,Kolkata,KKR,CSK,1,KKR,0,KKR,373.45535710000007,312.4125,348.41629460000007,317.1114583000001,field,normal,KKR,0,0,0,0,0,0.15236051502145923,0.11802575107296137
466,466,528,2015,Pune,RPS,KXIP,1,DD,0,KXIP,255.8627451,243.6166667,267.2845238,239.077381,bat,normal,DD,0,1,0,1,2,0.12205567451820129,0.09635974304068523
467,467,529,2015,Visakhapatnam,Visakhapatnam,SRH,1,RR,0,RR,384.35714289999993,283.0166667,418.5384615,285.5538462,field,normal,RR,0,0,0,0,2,0.09829059829059829,0.1282051282051282
468,468,530,2015,Mumbai,MI,MI,1,CSK,0,MI,394.8266667,332.8588889,373.45535710000007,312.4125,bat,normal,CSK,0,1,0,1,1,0.13432835820895522,0.1535181236673774
469,469,531,2015,Visakhapatnam,Visakhapatnam,DD,1,SRH,0,DD,267.2845238,239.077381,384.35714289999993,283.0166667,bat,normal,DD,4,1,1,1,2,0.09787234042553192,0.09787234042553192
470,470,532,2015,Pune,RPS,KXIP,1,KKR,0,KKR,255.8627451,243.6166667,348.41629460000007,317.1114583000001,field,normal,KKR,0,0,0,0,2,0.12101910828025478,0.11889596602972399
471,471,533,2015,Ahmedabad,Ahmedabad,CSK,1,RR,0,CSK,373.45535710000007,312.4125,418.5384615,285.5538462,bat,normal,RR,0,1,0,1,2,0.15254237288135594,0.1292372881355932
472,472,534,2015,Bangalore,RCB,MI,1,RCB,0,RCB,394.8266667,332.8588889,375.8469388,345.5940476,field,normal,MI,18,0,1,0,0,0.13530655391120508,0.11205073995771671
473,473,535,2015,Delhi,DD,DD,1,KKR,0,KKR,267.2845238,239.077381,348.41629460000007,317.1114583000001,field,normal,KKR,0,0,0,0,1,0.0970464135021097,0.12025316455696203
474,474,536,2015,Ahmedabad,Ahmedabad,RR,1,KXIP,0,KXIP,418.5384615,285.5538462,255.8627451,243.6166667,field,tie,KXIP,0,0,0,0,2,0.12842105263157894,0.12210526315789473
475,475,537,2015,Visakhapatnam,Visakhapatnam,SRH,1,KKR,0,KKR,384.35714289999993,283.0166667,348.41629460000007,317.1114583000001,field,normal,SRH,16,0,1,0,2,0.09873949579831932,0.11974789915966387
476,476,538,2015,Bangalore,RCB,CSK,1,RCB,0,RCB,373.45535710000007,312.4125,375.8469388,345.5940476,field,normal,CSK,27,0,1,0,0,0.1530398322851153,0.1111111111111111
477,477,539,2015,Delhi,DD,DD,1,MI,0,MI,267.2845238,239.077381,394.8266667,332.8588889,field,normal,DD,37,0,1,0,1,0.09832635983263599,0.13389121338912133
478,478,540,2015,Ahmedabad,Ahmedabad,RR,1,RCB,0,RCB,418.5384615,285.5538462,375.8469388,345.5940476,field,normal,RCB,0,0,0,0,2,0.12734864300626306,0.1127348643006263
479,479,541,2015,Mumbai,MI,MI,1,SRH,0,MI,394.8266667,332.8588889,384.35714289999993,283.0166667,bat,normal,MI,20,1,1,1,1,0.13541666666666666,0.09791666666666667
480,480,542,2015,Chennai,CSK,CSK,1,KXIP,0,CSK,373.45535710000007,312.4125,255.8627451,243.6166667,bat,normal,CSK,97,1,1,1,1,0.15384615384615385,0.12058212058212059
481,481,543,2015,Delhi,DD,DD,1,RCB,0,RCB,267.2845238,239.077381,375.8469388,345.5940476,field,normal,RCB,0,0,0,0,1,0.0975103734439834,0.11410788381742738
482,482,544,2015,Chandigarh,KXIP,SRH,1,KXIP,0,KXIP,384.35714289999993,283.0166667,255.8627451,243.6166667,field,normal,SRH,20,0,1,0,0,0.09937888198757763,0.12008281573498965
483,483,545,2015,Kolkata,KKR,KKR,1,DD,0,KKR,348.41629460000007,317.1114583000001,267.2845238,239.077381,bat,normal,KKR,13,1,1,1,1,0.11983471074380166,0.09710743801652892
484,484,547,2015,Chennai,CSK,CSK,1,KKR,0,KKR,373.45535710000007,312.4125,348.41629460000007,317.1114583000001,field,normal,CSK,2,0,1,0,1,0.15463917525773196,0.11958762886597939
485,485,549,2015,Mumbai,MI,MI,1,RR,0,RR,394.8266667,332.8588889,418.5384615,285.5538462,field,normal,MI,8,0,1,0,1,0.13580246913580246,0.12551440329218108
486,486,550,2015,Bangalore,RCB,KKR,1,RCB,0,RCB,348.41629460000007,317.1114583000001,375.8469388,345.5940476,field,normal,RCB,0,0,0,0,0,0.11909650924024641,0.11498973305954825
487,487,551,2015,Hyderabad,SRH,SRH,1,CSK,0,CSK,384.35714289999993,283.0166667,373.45535710000007,312.4125,field,normal,SRH,22,0,1,0,1,0.10040983606557377,0.15368852459016394
488,488,552,2015,Chandigarh,KXIP,MI,1,KXIP,0,MI,394.8266667,332.8588889,255.8627451,243.6166667,bat,normal,MI,23,1,1,1,0,0.13701431492842536,0.11860940695296524
489,489,553,2015,Mumbai,MI,RR,1,DD,0,DD,418.5384615,285.5538462,267.2845238,239.077381,field,normal,RR,14,0,1,0,2,0.12653061224489795,0.09591836734693877
490,490,554,2015,Chennai,CSK,CSK,1,RCB,0,CSK,373.45535710000007,312.4125,375.8469388,345.5940476,bat,normal,CSK,24,1,1,1,1,0.15478615071283094,0.11405295315682282
491,491,555,2015,Kolkata,KKR,KKR,1,SRH,0,SRH,348.41629460000007,317.1114583000001,384.35714289999993,283.0166667,field,normal,KKR,35,0,1,0,1,0.11991869918699187,0.09959349593495935
492,492,556,2015,Mumbai,MI,DD,1,MI,0,DD,267.2845238,239.077381,394.8266667,332.8588889,bat,normal,MI,0,1,0,1,0,0.09533468559837728,0.13793103448275862
493,493,557,2015,Bangalore,RCB,RCB,1,KXIP,0,KXIP,375.8469388,345.5940476,255.8627451,243.6166667,field,normal,RCB,138,0,1,0,1,0.11538461538461539,0.11740890688259109
494,494,558,2015,Mumbai,MI,SRH,1,RR,0,RR,384.35714289999993,283.0166667,418.5384615,285.5538462,field,normal,SRH,7,0,1,0,2,0.10101010101010101,0.12525252525252525
495,495,559,2015,Chennai,CSK,CSK,1,MI,0,CSK,373.45535710000007,312.4125,394.8266667,332.8588889,bat,normal,MI,0,1,0,1,1,0.1532258064516129,0.13911290322580644
496,496,560,2015,Kolkata,KKR,KXIP,1,KKR,0,KXIP,255.8627451,243.6166667,348.41629460000007,317.1114583000001,bat,normal,KKR,0,1,0,1,0,0.11670020120724346,0.12072434607645875
497,497,561,2015,Raipur,Raipur,SRH,1,DD,0,SRH,384.35714289999993,283.0166667,267.2845238,239.077381,bat,normal,SRH,6,1,1,1,2,0.10240963855421686,0.09437751004016064
498,498,562,2015,Mumbai,MI,RCB,1,MI,0,RCB,375.8469388,345.5940476,394.8266667,332.8588889,bat,normal,RCB,39,1,1,1,0,0.11623246492985972,0.13827655310621242
499,499,563,2015,Chennai,CSK,CSK,1,RR,0,CSK,373.45535710000007,312.4125,418.5384615,285.5538462,bat,normal,CSK,12,1,1,1,1,0.154,0.124
500,500,564,2015,Hyderabad,SRH,SRH,1,KXIP,0,SRH,384.35714289999993,283.0166667,255.8627451,243.6166667,bat,normal,SRH,5,1,1,1,1,0.10379241516966067,0.1157684630738523
501,501,565,2015,Raipur,Raipur,CSK,1,DD,0,CSK,373.45535710000007,312.4125,267.2845238,239.077381,bat,normal,DD,0,1,0,1,2,0.15338645418326693,0.09561752988047809
502,502,566,2015,Chandigarh,KXIP,KXIP,1,RCB,0,RCB,255.8627451,243.6166667,375.8469388,345.5940476,field,normal,KXIP,22,0,1,0,1,0.1172962226640159,0.11530815109343936
503,503,567,2015,Mumbai,MI,MI,1,KKR,0,KKR,394.8266667,332.8588889,348.41629460000007,317.1114583000001,field,normal,MI,5,0,1,0,1,0.1388888888888889,0.11904761904761904
504,504,568,2015,Hyderabad,SRH,SRH,1,RCB,0,SRH,384.35714289999993,283.0166667,375.8469388,345.5940476,bat,normal,RCB,0,1,0,1,1,0.10297029702970296,0.11683168316831684
505,505,569,2015,Chandigarh,KXIP,KXIP,1,CSK,0,KXIP,255.8627451,243.6166667,373.45535710000007,312.4125,bat,normal,CSK,0,1,0,1,1,0.116600790513834,0.1541501976284585
506,506,570,2015,Mumbai,MI,RR,1,KKR,0,RR,418.5384615,285.5538462,348.41629460000007,317.1114583000001,bat,normal,RR,9,1,1,1,2,0.1242603550295858,0.11834319526627218
507,507,572,2015,Hyderabad,SRH,SRH,1,MI,0,SRH,384.35714289999993,283.0166667,394.8266667,332.8588889,bat,normal,MI,0,1,0,1,1,0.10236220472440945,0.13976377952755906
508,508,573,2015,Mumbai,MI,MI,1,CSK,0,MI,394.8266667,332.8588889,373.45535710000007,312.4125,bat,normal,MI,25,1,1,1,1,0.14145383104125736,0.15324165029469547
509,509,575,2015,Ranchi,Ranchi,RCB,1,CSK,0,CSK,375.8469388,345.5940476,373.45535710000007,312.4125,field,normal,CSK,0,0,0,0,2,0.11568627450980393,0.15490196078431373
510,510,576,2015,Kolkata,KKR,MI,1,CSK,0,CSK,394.8266667,332.8588889,373.45535710000007,312.4125,field,normal,MI,41,0,1,0,2,0.14285714285714285,0.15459882583170254
511,511,577,2016,Mumbai,MI,MI,1,RPS,0,MI,309.625,337.4324405,,,bat,normal,RPS,0,1,0,1,1,0.142578125,0.025390625
512,512,578,2016,Kolkata,KKR,DD,1,KKR,0,KKR,247.3797619,273.0392857,388.7692308,371.8901099,field,normal,KKR,0,0,0,0,0,0.0935672514619883,0.1189083820662768
513,513,579,2016,Chandigarh,KXIP,KXIP,1,GL,0,GL,410.0,325.0255102,,,field,normal,GL,0,0,0,0,1,0.11478599221789883,0.0019455252918287938
514,514,580,2016,Bangalore,RCB,RCB,1,SRH,0,SRH,249.259375,261.4392857,300.1107143000001,269.29744900000003,field,normal,RCB,45,0,1,0,1,0.11650485436893204,0.10097087378640776
515,515,581,2016,Kolkata,KKR,KKR,1,MI,0,MI,388.7692308,371.8901099,309.625,337.4324405,field,normal,MI,0,0,0,0,1,0.1182170542635659,0.1434108527131783
516,516,582,2016,Rajkot,GL,RPS,1,GL,0,RPS,,,,,bat,normal,GL,0,1,0,1,0,0.025145067698259187,0.0038684719535783366
517,517,583,2016,Delhi,DD,KXIP,1,DD,0,DD,410.0,325.0255102,247.3797619,273.0392857,field,normal,DD,0,0,0,0,0,0.1138996138996139,0.0945945945945946
518,518,584,2016,Hyderabad,SRH,SRH,1,KKR,0,SRH,300.1107143000001,269.29744900000003,388.7692308,371.8901099,bat,normal,KKR,0,1,0,1,1,0.1001926782273603,0.11946050096339114
519,519,585,2016,Mumbai,MI,MI,1,GL,0,GL,309.625,337.4324405,,,field,normal,GL,0,0,0,0,1,0.1423076923076923,0.0057692307692307696
520,520,586,2016,Chandigarh,KXIP,RPS,1,KXIP,0,RPS,,,410.0,325.0255102,bat,normal,KXIP,0,1,0,1,0,0.02495201535508637,0.11516314779270634
521,521,587,2016,Bangalore,RCB,RCB,1,DD,0,DD,249.259375,261.4392857,247.3797619,273.0392857,field,normal,DD,0,0,0,0,1,0.11494252873563218,0.09578544061302682
522,522,588,2016,Hyderabad,SRH,MI,1,SRH,0,SRH,309.625,337.4324405,300.1107143000001,269.29744900000003,field,normal,SRH,0,0,0,0,0,0.14149139579349904,0.10133843212237094
523,523,589,2016,Chandigarh,KXIP,KXIP,1,KKR,0,KKR,410.0,325.0255102,388.7692308,371.8901099,field,normal,KKR,0,0,0,0,1,0.11450381679389313,0.12022900763358779
524,524,590,2016,Mumbai,MI,RCB,1,MI,0,MI,249.259375,261.4392857,309.625,337.4324405,field,normal,MI,0,0,0,0,0,0.11428571428571428,0.14285714285714285
525,525,591,2016,Rajkot,GL,GL,1,SRH,0,SRH,,,300.1107143000001,269.29744900000003,field,normal,SRH,0,0,0,0,1,0.005703422053231939,0.10266159695817491
526,526,592,2016,Pune,RPS,RCB,1,RPS,0,RPS,249.259375,261.4392857,,,field,normal,RCB,13,0,1,0,0,0.1157495256166983,0.024667931688804556
527,527,593,2016,Delhi,DD,DD,1,MI,0,MI,247.3797619,273.0392857,309.625,337.4324405,field,normal,DD,10,0,1,0,1,0.09659090909090909,0.14204545454545456
528,528,594,2016,Hyderabad,SRH,KXIP,1,SRH,0,SRH,410.0,325.0255102,300.1107143000001,269.29744900000003,field,normal,SRH,0,0,0,0,0,0.11342155009451796,0.10396975425330812
529,529,595,2016,Rajkot,GL,RCB,1,GL,0,RCB,249.259375,261.4392857,,,bat,normal,GL,0,1,0,1,0,0.11509433962264151,0.007547169811320755
530,530,596,2016,Pune,RPS,RPS,1,KKR,0,KKR,,,388.7692308,371.8901099,field,normal,KKR,0,0,0,0,1,0.02448210922787194,0.12052730696798493
531,531,597,2016,Chandigarh,KXIP,MI,1,KXIP,0,KXIP,309.625,337.4324405,410.0,325.0255102,field,normal,MI,25,0,1,0,0,0.14285714285714285,0.11278195488721804
532,532,598,2016,Hyderabad,SRH,SRH,1,RPS,0,RPS,300.1107143000001,269.29744900000003,,,field,normal,RPS,34,0,0,0,1,0.10318949343339587,0.02626641651031895
533,533,599,2016,Delhi,DD,GL,1,DD,0,DD,,,247.3797619,273.0392857,field,normal,GL,1,0,1,0,0,0.009363295880149813,0.09550561797752809
534,534,600,2016,Mumbai,MI,KKR,1,MI,0,MI,388.7692308,371.8901099,309.625,337.4324405,field,normal,MI,0,0,0,0,0,0.11962616822429907,0.14392523364485982
535,535,601,2016,Pune,RPS,RPS,1,GL,0,GL,,,,,field,normal,GL,0,0,0,0,1,0.026119402985074626,0.011194029850746268
536,536,602,2016,Delhi,DD,DD,1,KKR,0,KKR,247.3797619,273.0392857,388.7692308,371.8901099,field,normal,DD,27,0,1,0,1,0.09683426443202979,0.1191806331471136
537,537,603,2016,Hyderabad,SRH,SRH,1,RCB,0,RCB,300.1107143000001,269.29744900000003,249.259375,261.4392857,field,normal,SRH,15,0,1,0,1,0.10408921933085502,0.11338289962825279
538,538,604,2016,Rajkot,GL,KXIP,1,GL,0,GL,410.0,325.0255102,,,field,normal,KXIP,23,0,1,0,0,0.11317254174397032,0.011131725417439703
539,539,605,2016,Pune,RPS,RPS,1,MI,0,MI,,,309.625,337.4324405,field,normal,MI,0,0,0,0,1,0.025925925925925925,0.14444444444444443
540,540,606,2016,Bangalore,RCB,RCB,1,KKR,0,KKR,249.259375,261.4392857,388.7692308,371.8901099,field,normal,KKR,0,0,0,0,1,0.11275415896487985,0.12014787430683918
541,541,607,2016,Rajkot,GL,GL,1,DD,0,DD,,,247.3797619,273.0392857,field,normal,DD,0,0,0,0,1,0.01107011070110701,0.09778597785977859
542,542,608,2016,Kolkata,KKR,KKR,1,KXIP,0,KXIP,388.7692308,371.8901099,410.0,325.0255102,field,normal,KKR,7,0,1,0,1,0.12154696132596685,0.11233885819521179
543,543,609,2016,Delhi,DD,DD,1,RPS,0,RPS,247.3797619,273.0392857,,,field,normal,RPS,0,0,0,0,1,0.0974264705882353,0.027573529411764705
544,544,610,2016,Hyderabad,SRH,GL,1,SRH,0,SRH,,,300.1107143000001,269.29744900000003,field,normal,SRH,0,0,0,0,0,0.011009174311926606,0.10458715596330276
545,545,611,2016,Bangalore,RCB,RPS,1,RCB,0,RCB,,,249.259375,261.4392857,field,normal,RCB,0,0,0,0,0,0.027472527472527472,0.11355311355311355
546,546,612,2016,Chandigarh,KXIP,KXIP,1,DD,0,DD,410.0,325.0255102,247.3797619,273.0392857,field,normal,KXIP,9,0,1,0,1,0.113345521023766,0.09689213893967093
547,547,613,2016,Visakhapatnam,Visakhapatnam,SRH,1,MI,0,MI,300.1107143000001,269.29744900000003,309.625,337.4324405,field,normal,SRH,85,0,1,0,2,0.10583941605839416,0.14233576642335766
548,548,614,2016,Kolkata,KKR,KKR,1,GL,0,GL,388.7692308,371.8901099,,,field,normal,GL,0,0,0,0,1,0.12021857923497267,0.012750455373406194
549,549,615,2016,Chandigarh,KXIP,RCB,1,KXIP,0,KXIP,249.259375,261.4392857,410.0,325.0255102,field,normal,RCB,1,0,1,0,0,0.11454545454545455,0.11272727272727273
550,550,616,2016,Visakhapatnam,Visakhapatnam,SRH,1,RPS,0,SRH,300.1107143000001,269.29744900000003,,,bat,normal,SRH,4,1,1,1,2,0.10707803992740472,0.02722323049001815
551,551,617,2016,Bangalore,RCB,RCB,1,MI,0,MI,249.259375,261.4392857,309.625,337.4324405,field,normal,MI,0,0,0,0,1,0.11413043478260869,0.1431159420289855
552,552,618,2016,Hyderabad,SRH,SRH,1,DD,0,DD,300.1107143000001,269.29744900000003,247.3797619,273.0392857,field,normal,DD,0,0,0,0,1,0.10669077757685352,0.09764918625678119
553,553,619,2016,Visakhapatnam,Visakhapatnam,MI,1,KXIP,0,MI,309.625,337.4324405,410.0,325.0255102,bat,normal,KXIP,0,1,0,1,2,0.14259927797833935,0.11371841155234658
554,554,620,2016,Bangalore,RCB,RCB,1,GL,0,GL,249.259375,261.4392857,,,field,normal,RCB,144,0,1,0,1,0.11531531531531532,0.012612612612612612
555,555,621,2016,Kolkata,KKR,RPS,1,KKR,0,RPS,,,388.7692308,371.8901099,bat,normal,KKR,0,1,0,1,0,0.02697841726618705,0.12050359712230216
556,556,622,2016,Chandigarh,KXIP,KXIP,1,SRH,0,KXIP,410.0,325.0255102,300.1107143000001,269.29744900000003,bat,normal,SRH,0,1,0,1,1,0.11310592459605028,0.10771992818671454
557,557,623,2016,Visakhapatnam,Visakhapatnam,MI,1,DD,0,DD,309.625,337.4324405,247.3797619,273.0392857,field,normal,MI,80,0,1,0,2,0.14336917562724014,0.0967741935483871
558,558,624,2016,Kolkata,KKR,KKR,1,RCB,0,RCB,388.7692308,371.8901099,249.259375,261.4392857,field,normal,RCB,0,0,0,0,1,0.11985688729874776,0.11627906976744186
559,559,625,2016,Visakhapatnam,Visakhapatnam,DD,1,RPS,0,RPS,247.3797619,273.0392857,,,field,normal,RPS,19,0,0,0,2,0.09642857142857143,0.02857142857142857
560,560,626,2016,Bangalore,RCB,RCB,1,KXIP,0,KXIP,249.259375,261.4392857,410.0,325.0255102,field,normal,RCB,82,0,1,0,1,0.11764705882352941,0.11229946524064172
561,561,627,2016,Kanpur,Kanpur,KKR,1,GL,0,GL,388.7692308,371.8901099,,,field,normal,GL,0,0,0,0,2,0.11921708185053381,0.014234875444839857
562,562,628,2016,Raipur,Raipur,SRH,1,DD,0,DD,300.1107143000001,269.29744900000003,247.3797619,273.0392857,field,normal,DD,0,0,0,0,2,0.10657193605683836,0.09769094138543517
563,563,629,2016,Visakhapatnam,Visakhapatnam,KXIP,1,RPS,0,KXIP,410.0,325.0255102,,,bat,normal,RPS,0,1,0,1,2,0.11170212765957446,0.030141843971631204
564,564,630,2016,Kanpur,Kanpur,MI,1,GL,0,GL,309.625,337.4324405,,,field,normal,GL,0,0,0,0,2,0.1415929203539823,0.01592920353982301
565,565,631,2016,Kolkata,KKR,KKR,1,SRH,0,SRH,388.7692308,371.8901099,300.1107143000001,269.29744900000003,field,normal,KKR,22,0,1,0,1,0.12014134275618374,0.10600706713780919
566,566,632,2016,Raipur,Raipur,DD,1,RCB,0,RCB,247.3797619,273.0392857,249.259375,261.4392857,field,normal,RCB,0,0,0,0,2,0.09700176366843033,0.11816578483245149
567,567,633,2016,Bangalore,RCB,GL,1,RCB,0,RCB,,,249.259375,261.4392857,field,normal,RCB,0,0,0,0,0,0.01584507042253521,0.11971830985915492
