,Unnamed: 0,ID,SEASON,CITY,CITY_Corrrected,TEAM1,TEAM1_MODEL,TEAM2,TEAM2_MODEL,TOSS_WINNER,TEAM1_STRENGTH,TEAM1_CUMU_STRENGTH,TEAM2_STRENGTH,TEAM2_CUMU_STRENGTH,TOSS_DECISION,RESULT,WINNER,WIN_BY_RUNS,TOSS_WINNER_MODEL,WINNER_MODEL,TOSS_DECISION_MODEL,CITY_MODEL,WIN_RATE_TEAM1,WIN_RATE_TEAM2
129,129,189,2010,Cuttack,Cuttack,SRH,1,DD,0,SRH,234.5125,234.5125,296.6,296.6,bat,normal,SRH,10,1,1,1,2,0.1076923076923077,0.14615384615384616
130,130,190,2010,Chennai,CSK,KXIP,1,CSK,0,CSK,282.9642857,282.9642857,336.62857139999994,336.62857139999994,field,tie,KXIP,0,0,1,0,0,0.13740458015267176,0.1450381679389313
131,131,191,2010,Mumbai,MI,KKR,1,MI,0,KKR,303.1287046,303.1287046,331.6517094,331.6517094,bat,normal,MI,0,1,0,1,0,0.08333333333333333,0.11363636363636363
132,132,192,2010,Bangalore,RCB,RCB,1,CSK,0,CSK,227.4338542,227.4338542,336.62857139999994,336.62857139999994,field,normal,RCB,36,0,1,0,1,0.12781954887218044,0.14285714285714285
133,133,193,2010,Chandigarh,KXIP,RR,1,KXIP,0,KXIP,331.6461538000001,331.6461538000001,282.9642857,282.9642857,field,normal,RR,31,0,1,0,0,0.15671641791044777,0.13432835820895522
134,134,194,2010,Mumbai,MI,CSK,1,MI,0,MI,336.62857139999994,336.62857139999994,331.6517094,331.6517094,field,normal,MI,0,0,0,0,0,0.14074074074074075,0.11851851851851852
135,135,195,2010,Ahmedabad,Ahmedabad,SRH,1,RR,0,SRH,234.5125,234.5125,331.6461538000001,331.6461538000001,bat,normal,RR,0,1,0,1,2,0.10294117647058823,0.16176470588235295
136,136,196,2010,Chandigarh,KXIP,KKR,1,KXIP,0,KKR,303.1287046,303.1287046,282.9642857,282.9642857,bat,normal,KKR,39,1,1,1,0,0.08759124087591241,0.13138686131386862
137,137,197,2010,Bangalore,RCB,DD,1,RCB,0,RCB,296.6,296.6,227.4338542,227.4338542,field,normal,DD,17,0,1,0,0,0.14492753623188406,0.12318840579710146
138,138,198,2010,Ahmedabad,Ahmedabad,RR,1,CSK,0,RR,331.6461538000001,331.6461538000001,336.62857139999994,336.62857139999994,bat,normal,RR,17,1,1,1,2,0.16546762589928057,0.1366906474820144
139,139,199,2010,Mumbai,MI,MI,1,SRH,0,SRH,331.6517094,331.6517094,234.5125,234.5125,field,normal,MI,41,0,1,0,1,0.12142857142857143,0.1
140,140,200,2010,Delhi,DD,DD,1,KKR,0,DD,296.6,296.6,303.1287046,303.1287046,bat,normal,DD,40,1,1,1,1,0.14893617021276595,0.0851063829787234
141,141,201,2010,Mumbai,MI,KXIP,1,MI,0,MI,282.9642857,282.9642857,331.6517094,331.6517094,field,normal,MI,0,0,0,0,0,0.1267605633802817,0.1267605633802817
142,142,202,2010,Chennai,CSK,RCB,1,CSK,0,RCB,227.4338542,227.4338542,336.62857139999994,336.62857139999994,bat,normal,CSK,0,1,0,1,0,0.11888111888111888,0.13986013986013987
143,143,203,2010,Delhi,DD,DD,1,RR,0,DD,296.6,296.6,331.6461538000001,331.6461538000001,bat,normal,DD,67,1,1,1,1,0.1527777777777778,0.1597222222222222
144,144,204,2010,Kolkata,KKR,KKR,1,SRH,0,KKR,303.1287046,303.1287046,234.5125,234.5125,bat,normal,KKR,24,1,1,1,1,0.0896551724137931,0.09655172413793103
145,145,205,2010,Chandigarh,KXIP,KXIP,1,RCB,0,KXIP,282.9642857,282.9642857,227.4338542,227.4338542,bat,normal,RCB,0,1,0,1,1,0.1232876712328767,0.1232876712328767
146,146,206,2010,Chennai,CSK,CSK,1,RR,0,CSK,336.62857139999994,336.62857139999994,331.6461538000001,331.6461538000001,bat,normal,CSK,23,1,1,1,1,0.14285714285714285,0.1564625850340136
147,147,207,2010,Mumbai,MI,MI,1,SRH,0,MI,331.6517094,331.6517094,234.5125,234.5125,bat,normal,MI,63,1,1,1,1,0.12837837837837837,0.0945945945945946
148,148,208,2010,Kolkata,KKR,KKR,1,KXIP,0,KKR,303.1287046,303.1287046,282.9642857,282.9642857,bat,normal,KXIP,0,1,0,1,1,0.087248322147651,0.12751677852348994
149,149,209,2010,Delhi,DD,DD,1,RCB,0,DD,296.6,296.6,227.4338542,227.4338542,bat,normal,DD,37,1,1,1,1,0.15333333333333332,0.12
150,150,210,2010,Nagpur,Nagpur,RR,1,SRH,0,RR,331.6461538000001,331.6461538000001,234.5125,234.5125,bat,normal,RR,2,1,1,1,2,0.15894039735099338,0.09271523178807947
151,151,211,2010,Chennai,CSK,CSK,1,MI,0,CSK,336.62857139999994,336.62857139999994,331.6517094,331.6517094,bat,normal,CSK,24,1,1,1,1,0.14473684210526316,0.125
152,152,212,2010,Jaipur,RR,KXIP,1,RR,0,KXIP,282.9642857,282.9642857,331.6461538000001,331.6461538000001,bat,normal,RR,0,1,0,1,0,0.12418300653594772,0.16339869281045752
153,153,213,2010,Kolkata,KKR,KKR,1,DD,0,KKR,303.1287046,303.1287046,296.6,296.6,bat,normal,KKR,14,1,1,1,1,0.09090909090909091,0.14935064935064934
154,154,214,2010,Bangalore,RCB,RCB,1,SRH,0,SRH,227.4338542,227.4338542,234.5125,234.5125,field,normal,SRH,0,0,0,0,1,0.11612903225806452,0.0967741935483871
155,155,215,2010,Chandigarh,KXIP,MI,1,KXIP,0,MI,331.6517094,331.6517094,282.9642857,282.9642857,bat,normal,KXIP,0,1,0,1,0,0.12179487179487179,0.1282051282051282
156,156,216,2010,Nagpur,Nagpur,CSK,1,SRH,0,CSK,336.62857139999994,336.62857139999994,234.5125,234.5125,bat,normal,SRH,0,1,0,1,2,0.14012738853503184,0.10191082802547771
157,157,217,2010,Bangalore,RCB,KKR,1,RCB,0,RCB,303.1287046,303.1287046,227.4338542,227.4338542,field,normal,RCB,0,0,0,0,0,0.08860759493670886,0.12025316455696203
158,158,218,2010,Delhi,DD,DD,1,KXIP,0,DD,296.6,296.6,282.9642857,282.9642857,bat,normal,KXIP,0,1,0,1,1,0.14465408805031446,0.1320754716981132
159,159,219,2010,Jaipur,RR,MI,1,RR,0,RR,331.6517094,331.6517094,331.6461538000001,331.6461538000001,field,normal,MI,37,0,1,0,0,0.125,0.15625
160,160,220,2010,Nagpur,Nagpur,SRH,1,RCB,0,RCB,234.5125,234.5125,227.4338542,227.4338542,field,normal,SRH,13,0,1,0,2,0.10559006211180125,0.11801242236024845
161,161,221,2010,Mumbai,MI,MI,1,DD,0,MI,331.6517094,331.6517094,296.6,296.6,bat,normal,MI,39,1,1,1,1,0.12962962962962962,0.1419753086419753
162,162,222,2010,Chennai,CSK,KKR,1,CSK,0,KKR,303.1287046,303.1287046,336.62857139999994,336.62857139999994,bat,normal,CSK,0,1,0,1,0,0.08588957055214724,0.1411042944785276
163,163,223,2010,Jaipur,RR,RR,1,RCB,0,RR,331.6461538000001,331.6461538000001,227.4338542,227.4338542,bat,normal,RCB,0,1,0,1,1,0.1524390243902439,0.12195121951219512
164,164,224,2010,Chennai,CSK,CSK,1,DD,0,CSK,336.62857139999994,336.62857139999994,296.6,296.6,bat,normal,DD,0,1,0,1,1,0.1393939393939394,0.14545454545454545
165,165,225,2010,Dharamsala,Dharamsala,KXIP,1,SRH,0,SRH,282.9642857,282.9642857,234.5125,234.5125,field,normal,SRH,0,0,0,0,2,0.12650602409638553,0.10843373493975904
166,166,226,2010,Bangalore,RCB,MI,1,RCB,0,RCB,331.6517094,331.6517094,227.4338542,227.4338542,field,normal,MI,57,0,1,0,0,0.1317365269461078,0.11976047904191617
167,167,227,2010,Kolkata,KKR,RR,1,KKR,0,RR,331.6461538000001,331.6461538000001,303.1287046,303.1287046,bat,normal,KKR,0,1,0,1,0,0.1488095238095238,0.08928571428571429
168,168,228,2010,Dharamsala,Dharamsala,KXIP,1,CSK,0,CSK,282.9642857,282.9642857,336.62857139999994,336.62857139999994,field,normal,CSK,0,0,0,0,2,0.1242603550295858,0.14201183431952663
169,169,229,2010,Delhi,DD,SRH,1,DD,0,SRH,234.5125,234.5125,296.6,296.6,bat,normal,SRH,11,1,1,1,0,0.11176470588235295,0.1411764705882353
170,170,230,2010,Kolkata,KKR,MI,1,KKR,0,MI,331.6517094,331.6517094,303.1287046,303.1287046,bat,normal,KKR,0,1,0,1,0,0.1286549707602339,0.0935672514619883
171,171,231,2010,Mumbai,MI,MI,1,RCB,0,MI,331.6517094,331.6517094,227.4338542,227.4338542,bat,normal,MI,35,1,1,1,1,0.13372093023255813,0.11627906976744186
172,172,232,2010,Mumbai,MI,CSK,1,SRH,0,CSK,336.62857139999994,336.62857139999994,234.5125,234.5125,bat,normal,CSK,38,1,1,1,2,0.14450867052023122,0.10982658959537572
173,173,233,2010,Mumbai,MI,SRH,1,RCB,0,SRH,234.5125,234.5125,227.4338542,227.4338542,bat,normal,RCB,0,1,0,1,2,0.10919540229885058,0.1206896551724138
174,174,234,2010,Mumbai,MI,CSK,1,MI,0,CSK,336.62857139999994,336.62857139999994,331.6517094,331.6517094,bat,normal,CSK,22,1,1,1,0,0.14857142857142858,0.13142857142857142
175,175,235,2011,Chennai,CSK,CSK,1,KKR,0,CSK,299.735119,288.84375,223.2428571,222.2071429,bat,normal,CSK,2,1,1,1,1,0.1534090909090909,0.09090909090909091
176,176,236,2011,Hyderabad,SRH,SRH,1,RR,0,RR,323.05,283.8,266.3524531,324.6706349,field,normal,RR,0,0,0,0,1,0.10734463276836158,0.14689265536723164
177,177,237,2011,Kochi,Kochi,KTK,1,RCB,0,KTK,,,262.3125,238.3125,bat,normal,RCB,0,1,0,1,2,0.0,0.12359550561797752
178,178,238,2011,Delhi,DD,DD,1,MI,0,DD,345.6142857,313.4357143000001,299.04375,300.35625,bat,normal,MI,0,1,0,1,1,0.1340782122905028,0.1340782122905028
179,179,239,2011,Mumbai,MI,KXIP,1,RPS,0,KXIP,282.3730159,325.6190476000001,,,bat,normal,RPS,0,1,0,1,2,0.11666666666666667,0.005555555555555556
180,180,240,2011,Kolkata,KKR,KKR,1,SRH,0,KKR,223.2428571,222.2071429,323.05,283.8,bat,normal,KKR,9,1,1,1,1,0.09392265193370165,0.10497237569060773
181,181,241,2011,Jaipur,RR,DD,1,RR,0,DD,345.6142857,313.4357143000001,266.3524531,324.6706349,bat,normal,RR,0,1,0,1,0,0.13186813186813187,0.14835164835164835
182,182,242,2011,Bangalore,RCB,RCB,1,MI,0,MI,262.3125,238.3125,299.04375,300.35625,field,normal,MI,0,0,0,0,1,0.12021857923497267,0.1366120218579235
183,183,243,2011,Chandigarh,KXIP,CSK,1,KXIP,0,KXIP,299.735119,288.84375,282.3730159,325.6190476000001,field,normal,KXIP,0,0,0,0,0,0.14673913043478262,0.11956521739130435
184,184,244,2011,Mumbai,MI,KTK,1,RPS,0,KTK,,,,,bat,normal,RPS,0,1,0,1,2,0.0,0.010810810810810811
185,185,245,2011,Hyderabad,SRH,SRH,1,RCB,0,RCB,323.05,283.8,262.3125,238.3125,field,normal,SRH,33,0,1,0,1,0.10752688172043011,0.11827956989247312
186,186,246,2011,Jaipur,RR,RR,1,KKR,0,KKR,266.3524531,324.6706349,223.2428571,222.2071429,field,normal,KKR,0,0,0,0,1,0.1443850267379679,0.0962566844919786
187,187,247,2011,Mumbai,MI,MI,1,KTK,0,KTK,299.04375,300.35625,,,field,normal,KTK,0,0,0,0,1,0.13297872340425532,0.005319148936170213
188,188,248,2011,Chennai,CSK,CSK,1,RCB,0,CSK,299.735119,288.84375,262.3125,238.3125,bat,normal,CSK,21,1,1,1,1,0.14814814814814814,0.1164021164021164
189,189,249,2011,Hyderabad,SRH,SRH,1,KXIP,0,KXIP,323.05,283.8,282.3730159,325.6190476000001,field,normal,KXIP,0,0,0,0,1,0.10526315789473684,0.12105263157894737
190,190,250,2011,Mumbai,MI,RPS,1,DD,0,DD,,,345.6142857,313.4357143000001,field,normal,DD,0,0,0,0,2,0.010471204188481676,0.13089005235602094
191,191,251,2011,Kolkata,KKR,RR,1,KKR,0,KKR,266.3524531,324.6706349,223.2428571,222.2071429,field,normal,KKR,0,0,0,0,0,0.140625,0.09895833333333333
192,192,252,2011,Kochi,Kochi,CSK,1,KTK,0,KTK,299.735119,288.84375,,,field,normal,KTK,0,0,0,0,2,0.14507772020725387,0.010362694300518135
193,193,253,2011,Delhi,DD,SRH,1,DD,0,SRH,323.05,283.8,345.6142857,313.4357143000001,bat,normal,SRH,16,1,1,1,0,0.10824742268041238,0.12886597938144329
194,194,254,2011,Mumbai,MI,RPS,1,MI,0,RPS,,,299.04375,300.35625,bat,normal,MI,0,1,0,1,0,0.010256410256410256,0.13333333333333333
195,195,255,2011,Kolkata,KKR,KTK,1,KKR,0,KKR,,,223.2428571,222.2071429,field,normal,KTK,6,0,1,0,0,0.015306122448979591,0.09693877551020408
196,196,256,2011,Chandigarh,KXIP,KXIP,1,RR,0,RR,282.3730159,325.6190476000001,266.3524531,324.6706349,field,normal,KXIP,48,0,1,0,1,0.1218274111675127,0.13705583756345177
197,197,257,2011,Mumbai,MI,MI,1,CSK,0,CSK,299.04375,300.35625,299.735119,288.84375,field,normal,MI,8,0,1,0,1,0.13636363636363635,0.1414141414141414
198,198,258,2011,Kolkata,KKR,KKR,1,RCB,0,RCB,223.2428571,222.2071429,262.3125,238.3125,field,normal,RCB,0,0,0,0,1,0.09547738693467336,0.11557788944723618
199,199,259,2011,Delhi,DD,DD,1,KXIP,0,KXIP,345.6142857,313.4357143000001,282.3730159,325.6190476000001,field,normal,DD,29,0,1,0,1,0.13,0.12
200,200,260,2011,Hyderabad,SRH,MI,1,SRH,0,SRH,299.04375,300.35625,323.05,283.8,field,normal,MI,37,0,1,0,0,0.13930348258706468,0.1044776119402985
201,201,261,2011,Jaipur,RR,KTK,1,RR,0,RR,,,266.3524531,324.6706349,field,normal,RR,0,0,0,0,0,0.01485148514851485,0.13861386138613863
202,202,262,2011,Chennai,CSK,CSK,1,RPS,0,RPS,299.735119,288.84375,,,field,normal,CSK,25,0,1,0,1,0.14285714285714285,0.009852216748768473
203,203,263,2011,Delhi,DD,DD,1,RCB,0,RCB,345.6142857,313.4357143000001,262.3125,238.3125,field,normal,RCB,0,0,0,0,1,0.12745098039215685,0.11764705882352941
204,204,264,2011,Mumbai,MI,RPS,1,CSK,0,RPS,,,299.735119,288.84375,bat,normal,CSK,0,1,0,1,2,0.00975609756097561,0.14634146341463414
205,205,265,2011,Kochi,Kochi,SRH,1,KTK,0,KTK,323.05,283.8,,,field,normal,SRH,55,0,1,0,2,0.10679611650485436,0.014563106796116505
206,206,266,2011,Delhi,DD,KKR,1,DD,0,DD,223.2428571,222.2071429,345.6142857,313.4357143000001,field,normal,KKR,17,0,1,0,0,0.0966183574879227,0.12560386473429952
207,207,267,2011,Jaipur,RR,MI,1,RR,0,RR,299.04375,300.35625,266.3524531,324.6706349,field,normal,RR,0,0,0,0,0,0.1346153846153846,0.13942307692307693
208,208,268,2011,Bangalore,RCB,RCB,1,RPS,0,RPS,262.3125,238.3125,,,field,normal,RCB,26,0,1,0,1,0.11961722488038277,0.009569377990430622
209,209,269,2011,Kochi,Kochi,DD,1,KTK,0,DD,345.6142857,313.4357143000001,,,bat,normal,DD,38,1,1,1,2,0.12857142857142856,0.014285714285714285
210,210,270,2011,Kolkata,KKR,KXIP,1,KKR,0,KKR,282.3730159,325.6190476000001,223.2428571,222.2071429,field,normal,KKR,0,0,0,0,0,0.11374407582938388,0.0995260663507109
211,211,271,2011,Jaipur,RR,RPS,1,RR,0,RR,,,266.3524531,324.6706349,field,normal,RR,0,0,0,0,0,0.009433962264150943,0.14150943396226415
212,212,272,2011,Chennai,CSK,CSK,1,SRH,0,CSK,299.735119,288.84375,323.05,283.8,bat,normal,CSK,19,1,1,1,1,0.14553990610328638,0.10328638497652583
213,213,273,2011,Mumbai,MI,MI,1,KXIP,0,KXIP,299.04375,300.35625,282.3730159,325.6190476000001,field,normal,MI,23,0,1,0,1,0.13551401869158877,0.11214953271028037
214,214,274,2011,Delhi,DD,DD,1,KTK,0,KTK,345.6142857,313.4357143000001,,,field,normal,KTK,0,0,0,0,1,0.12558139534883722,0.018604651162790697
215,215,275,2011,Hyderabad,SRH,KKR,1,SRH,0,SRH,223.2428571,222.2071429,323.05,283.8,field,normal,KKR,20,0,1,0,0,0.10185185185185185,0.10185185185185185
216,216,276,2011,Chennai,CSK,RR,1,CSK,0,RR,266.3524531,324.6706349,299.735119,288.84375,bat,normal,CSK,0,1,0,1,0,0.1382488479262673,0.14746543778801843
217,217,277,2011,Mumbai,MI,MI,1,RPS,0,RPS,299.04375,300.35625,,,field,normal,MI,21,0,1,0,1,0.13761467889908258,0.009174311926605505
218,218,278,2011,Kochi,Kochi,KTK,1,KKR,0,KKR,,,223.2428571,222.2071429,field,normal,KTK,17,0,1,0,2,0.0228310502283105,0.1004566210045662
219,219,279,2011,Hyderabad,SRH,SRH,1,DD,0,DD,323.05,283.8,345.6142857,313.4357143000001,field,normal,DD,0,0,0,0,1,0.1,0.12727272727272726
220,220,280,2011,Bangalore,RCB,RCB,1,KXIP,0,KXIP,262.3125,238.3125,282.3730159,325.6190476000001,field,normal,RCB,85,0,1,0,1,0.11764705882352941,0.1085972850678733
221,221,281,2011,Kolkata,KKR,CSK,1,KKR,0,CSK,299.735119,288.84375,223.2428571,222.2071429,bat,normal,KKR,10,1,0,1,0,0.14414414414414414,0.1036036036036036
222,222,282,2011,Mumbai,MI,MI,1,DD,0,DD,299.04375,300.35625,345.6142857,313.4357143000001,field,normal,MI,32,0,1,0,1,0.13901345291479822,0.12556053811659193
223,223,283,2011,Bangalore,RCB,KTK,1,RCB,0,KTK,,,262.3125,238.3125,bat,normal,RCB,0,1,0,1,0,0.022321428571428572,0.12053571428571429
224,224,284,2011,Chandigarh,KXIP,KXIP,1,RPS,0,KXIP,282.3730159,325.6190476000001,,,bat,normal,RPS,0,1,0,1,1,0.10666666666666667,0.013333333333333334
225,225,285,2011,Jaipur,RR,CSK,1,RR,0,RR,299.735119,288.84375,266.3524531,324.6706349,field,normal,CSK,63,0,1,0,0,0.14601769911504425,0.13274336283185842
226,226,286,2011,Hyderabad,SRH,SRH,1,RPS,0,SRH,323.05,283.8,,,bat,normal,RPS,0,1,0,1,1,0.09691629955947137,0.01762114537444934
227,227,287,2011,Chandigarh,KXIP,KXIP,1,MI,0,MI,282.3730159,325.6190476000001,299.04375,300.35625,field,normal,KXIP,76,0,1,0,1,0.10964912280701754,0.13596491228070176
228,228,288,2011,Jaipur,RR,RR,1,RCB,0,RCB,266.3524531,324.6706349,262.3125,238.3125,field,normal,RCB,0,0,0,0,1,0.13100436681222707,0.1222707423580786
229,229,289,2011,Chennai,CSK,CSK,1,DD,0,CSK,299.735119,288.84375,345.6142857,313.4357143000001,bat,normal,CSK,18,1,1,1,1,0.14782608695652175,0.12173913043478261
230,230,290,2011,Indore,Indore,KTK,1,KXIP,0,KXIP,,,282.3730159,325.6190476000001,field,normal,KXIP,0,0,0,0,2,0.021645021645021644,0.11255411255411256
231,231,291,2011,Bangalore,RCB,KKR,1,RCB,0,RCB,223.2428571,222.2071429,262.3125,238.3125,field,normal,RCB,0,0,0,0,0,0.09913793103448276,0.125
232,232,292,2011,Mumbai,MI,SRH,1,MI,0,SRH,323.05,283.8,299.04375,300.35625,bat,normal,SRH,10,1,1,1,0,0.09871244635193133,0.13304721030042918
233,233,293,2011,Dharamsala,Dharamsala,KXIP,1,DD,0,DD,282.3730159,325.6190476000001,345.6142857,313.4357143000001,field,normal,KXIP,29,0,1,0,2,0.11538461538461539,0.11965811965811966
234,234,294,2011,Indore,Indore,RR,1,KTK,0,KTK,266.3524531,324.6706349,,,field,normal,KTK,0,0,0,0,2,0.1276595744680851,0.02553191489361702
235,235,295,2011,Mumbai,MI,RPS,1,SRH,0,SRH,,,323.05,283.8,field,normal,SRH,0,0,0,0,2,0.01694915254237288,0.1016949152542373
236,236,296,2011,Dharamsala,Dharamsala,KXIP,1,RCB,0,KXIP,282.3730159,325.6190476000001,262.3125,238.3125,bat,normal,KXIP,111,1,1,1,2,0.11814345991561181,0.12236286919831224
237,237,297,2011,Chennai,CSK,CSK,1,KTK,0,CSK,299.735119,288.84375,,,bat,normal,CSK,11,1,1,1,1,0.14705882352941177,0.025210084033613446
238,238,298,2011,Mumbai,MI,RPS,1,KKR,0,KKR,,,223.2428571,222.2071429,field,normal,KKR,0,0,0,0,2,0.016736401673640166,0.100418410041841
239,239,299,2011,Mumbai,MI,MI,1,RR,0,MI,299.04375,300.35625,266.3524531,324.6706349,bat,normal,RR,0,1,0,1,1,0.12916666666666668,0.12916666666666668
240,240,300,2011,Dharamsala,Dharamsala,SRH,1,KXIP,0,KXIP,323.05,283.8,282.3730159,325.6190476000001,field,normal,SRH,82,0,1,0,2,0.1037344398340249,0.11618257261410789
241,241,303,2011,Kolkata,KKR,KKR,1,MI,0,MI,223.2428571,222.2071429,299.04375,300.35625,field,normal,MI,0,0,0,0,1,0.09917355371900827,0.1322314049586777
242,242,304,2011,Mumbai,MI,RCB,1,CSK,0,CSK,262.3125,238.3125,299.735119,288.84375,field,normal,CSK,0,0,0,0,2,0.11934156378600823,0.14814814814814814
243,243,305,2011,Mumbai,MI,KKR,1,MI,0,MI,223.2428571,222.2071429,299.04375,300.35625,field,normal,MI,0,0,0,0,0,0.09836065573770492,0.13524590163934427
244,244,306,2011,Chennai,CSK,RCB,1,MI,0,MI,262.3125,238.3125,299.04375,300.35625,field,normal,RCB,43,0,1,0,2,0.12244897959183673,0.1346938775510204
245,245,307,2011,Chennai,CSK,CSK,1,RCB,0,CSK,299.735119,288.84375,262.3125,238.3125,bat,normal,CSK,58,1,1,1,1,0.15040650406504066,0.12195121951219512
246,246,308,2012,Chennai,CSK,CSK,1,MI,0,MI,285.125,267.4791667,348.375,314.0729167,field,normal,MI,0,0,0,0,1,0.14979757085020243,0.13765182186234817
247,247,309,2012,Kolkata,KKR,KKR,1,DD,0,DD,244.145,238.225,264.0255102,252.0612245,field,normal,DD,0,0,0,0,1,0.0967741935483871,0.11693548387096774
248,248,310,2012,Mumbai,MI,RPS,1,MI,0,MI,290.0941043,254.2905329,348.375,314.0729167,field,normal,RPS,28,0,1,0,0,0.020080321285140562,0.13654618473895583
249,249,311,2012,Jaipur,RR,RR,1,KXIP,0,KXIP,242.011655,260.3974359,214.6666667,259.0714286,field,normal,RR,31,0,1,0,1,0.128,0.112
250,250,312,2012,Bangalore,RCB,RCB,1,DD,0,DD,192.3583333,183.2645833,264.0255102,252.0612245,field,normal,RCB,20,0,1,0,1,0.12350597609561753,0.11553784860557768
251,251,313,2012,Visakhapatnam,Visakhapatnam,CSK,1,SRH,0,SRH,285.125,267.4791667,260.7,252.5904762,field,normal,CSK,74,0,1,0,2,0.15079365079365079,0.0992063492063492
252,252,314,2012,Jaipur,RR,RR,1,KKR,0,KKR,242.011655,260.3974359,244.145,238.225,field,normal,RR,22,0,1,0,1,0.13043478260869565,0.09486166007905138
253,253,315,2012,Pune,RPS,RPS,1,KXIP,0,RPS,290.0941043,254.2905329,214.6666667,259.0714286,bat,normal,RPS,22,1,1,1,1,0.023622047244094488,0.11023622047244094
254,254,316,2012,Visakhapatnam,Visakhapatnam,SRH,1,MI,0,SRH,260.7,252.5904762,348.375,314.0729167,bat,normal,MI,0,1,0,1,2,0.09803921568627451,0.13725490196078433
255,255,317,2012,Bangalore,RCB,KKR,1,RCB,0,RCB,244.145,238.225,192.3583333,183.2645833,field,normal,KKR,42,0,1,0,0,0.09765625,0.12109375
256,256,318,2012,Delhi,DD,CSK,1,DD,0,DD,285.125,267.4791667,264.0255102,252.0612245,field,normal,DD,0,0,0,0,0,0.14785992217898833,0.11673151750972763
257,257,319,2012,Mumbai,MI,MI,1,RR,0,RR,348.375,314.0729167,242.011655,260.3974359,field,normal,MI,27,0,1,0,1,0.13953488372093023,0.12790697674418605
258,258,320,2012,Chennai,CSK,RCB,1,CSK,0,RCB,192.3583333,183.2645833,285.125,267.4791667,bat,normal,CSK,0,1,0,1,0,0.11969111969111969,0.15057915057915058
259,259,321,2012,Chandigarh,KXIP,RPS,1,KXIP,0,KXIP,290.0941043,254.2905329,214.6666667,259.0714286,field,normal,KXIP,0,0,0,0,0,0.023076923076923078,0.11153846153846154
260,260,322,2012,Kolkata,KKR,RR,1,KKR,0,RR,242.011655,260.3974359,244.145,238.225,bat,normal,KKR,0,1,0,1,0,0.12643678160919541,0.09961685823754789
261,261,323,2012,Delhi,DD,SRH,1,DD,0,SRH,260.7,252.5904762,264.0255102,252.0612245,bat,normal,DD,0,1,0,1,0,0.09541984732824428,0.1183206106870229
262,262,324,2012,Pune,RPS,CSK,1,RPS,0,CSK,285.125,267.4791667,290.0941043,254.2905329,bat,normal,RPS,0,1,0,1,0,0.1482889733840304,0.026615969581749048
263,263,325,2012,Kolkata,KKR,KXIP,1,KKR,0,KKR,214.6666667,259.0714286,244.145,238.225,field,normal,KXIP,2,0,1,0,0,0.11363636363636363,0.09848484848484848
264,264,326,2012,Bangalore,RCB,RR,1,RCB,0,RR,242.011655,260.3974359,192.3583333,183.2645833,bat,normal,RR,59,1,1,1,0,0.12830188679245283,0.1169811320754717
265,265,327,2012,Mumbai,MI,MI,1,DD,0,DD,348.375,314.0729167,264.0255102,252.0612245,field,normal,DD,0,0,0,0,1,0.13533834586466165,0.12030075187969924
266,266,328,2012,Jaipur,RR,SRH,1,RR,0,SRH,260.7,252.5904762,242.011655,260.3974359,bat,normal,RR,0,1,0,1,0,0.09363295880149813,0.13108614232209737
267,267,329,2012,Bangalore,RCB,RPS,1,RCB,0,RPS,290.0941043,254.2905329,192.3583333,183.2645833,bat,normal,RCB,0,1,0,1,0,0.026119402985074626,0.11940298507462686
268,268,330,2012,Chandigarh,KXIP,KXIP,1,KKR,0,KXIP,214.6666667,259.0714286,244.145,238.225,bat,normal,KKR,0,1,0,1,1,0.11152416356877323,0.10037174721189591
269,269,331,2012,Hyderabad,SRH,SRH,1,DD,0,SRH,260.7,252.5904762,264.0255102,252.0612245,bat,normal,DD,0,1,0,1,1,0.09259259259259259,0.12222222222222222
270,270,332,2012,Chennai,CSK,CSK,1,RPS,0,RPS,285.125,267.4791667,290.0941043,254.2905329,field,normal,CSK,13,0,1,0,1,0.14760147601476015,0.025830258302583026
271,271,333,2012,Chandigarh,KXIP,KXIP,1,RCB,0,RCB,214.6666667,259.0714286,192.3583333,183.2645833,field,normal,RCB,0,0,0,0,1,0.11029411764705882,0.1213235294117647
272,272,334,2012,Chennai,CSK,RR,1,CSK,0,RR,242.011655,260.3974359,285.125,267.4791667,bat,normal,CSK,0,1,0,1,0,0.1282051282051282,0.15018315018315018
273,273,335,2012,Delhi,DD,RPS,1,DD,0,DD,290.0941043,254.2905329,264.0255102,252.0612245,field,normal,RPS,20,0,1,0,0,0.029197080291970802,0.12043795620437957
274,274,336,2012,Mumbai,MI,MI,1,KXIP,0,MI,348.375,314.0729167,214.6666667,259.0714286,bat,normal,KXIP,0,1,0,1,1,0.13090909090909092,0.11272727272727273
275,275,337,2012,Cuttack,Cuttack,SRH,1,KKR,0,KKR,260.7,252.5904762,244.145,238.225,field,normal,KKR,0,0,0,0,2,0.09057971014492754,0.10144927536231885
276,276,338,2012,Jaipur,RR,RCB,1,RR,0,RR,192.3583333,183.2645833,242.011655,260.3974359,field,normal,RCB,46,0,1,0,0,0.12274368231046931,0.1263537906137184
277,277,339,2012,Pune,RPS,RPS,1,DD,0,RPS,290.0941043,254.2905329,264.0255102,252.0612245,bat,normal,DD,0,1,0,1,1,0.02877697841726619,0.1223021582733813
