Team,Year,Runs per Over,Runs per Wicket,Batting Index,Runs conceded per Over,Runs conceded per Wicket,Bowling Index,Batting Wicket Rate,Bowling Wicket Rate,Runs per Wicket_6 Batsmen,Runs per Wicket_4 Batsmen,Runs per Wicket_2 Batsmen,Runs per ball_6 Batsmen,Runs per ball_4 Batsmen,Runs per ball_2 Batsmen,Runs concede per Wicket_5 Bowler,Runs concede per Wicket_3 Bowler,Runs concede per Over_5 Bowler,Runs concede per Over_3 Bowler,Balls bowled per Wicket_5 Bowler,Balls bowled per Wicket_3 Bowler,Team Strength,Cumulative Team Strength
RCB,2008,,,,,,,,,,,,,,,,,,,,,32.41306301098439,32.41306301098438
RCB,2009,6.97196261682243,17.59433962264151,122.66707811673426,8.191204588910134,38.25,313.3135755258126,0.0660436137071651,0.035691523263224986,27.872340425531913,32.27272727272727,36.07692307692308,1.2488083889418493,1.2754491017964071,1.3027777777777778,40.205882352941174,44.59090909090909,8.056974459724952,8.542815674891147,179.64705882352942,187.9090909090909,30.758949137833334,30.758949137833334
RCB,2010,6.953451043338684,20.433962264150942,142.08655622520368,7.346673877771768,28.658227848101266,210.542653914877,0.05671482075976458,0.042725797728501894,28.152173913043477,33.06896551724138,40.72727272727273,1.22865275142315,1.2390180878552972,1.3742331288343559,27.810344827586206,27.35,7.365296803652968,7.1347826086956525,135.93103448275863,138.0,32.448442443875,30.5067706646875
RCB,2011,7.693002257336343,26.41860465116279,203.23838521707177,7.776253298153034,30.320987654320987,235.78368025017102,0.04853273137697517,0.042744063324538256,29.925,29.771428571428572,31.6,1.3918604651162791,1.4512534818941505,1.6040609137055837,28.393939393939394,28.923076923076923,7.884992987377279,7.712820512820513,129.63636363636363,135.0,30.094339892020837,28.184785480145834
RCB,2012,7.872460496613996,29.430379746835442,231.68950195731065,7.880021424745581,30.271604938271604,238.54089547501437,0.044582392776523705,0.0433851098018211,38.30612244897959,44.411764705882355,55.476190476190474,1.389341228719467,1.4367269267364415,1.470959595959596,27.96875,24.127659574468087,7.682403433476395,7.292604501607717,131.0625,119.1063829787234,36.361556355714285,30.742644599568454
RCB,2013,7.880446927374302,28.325301204819276,223.21603284646966,8.186978297161936,30.271604938271604,247.8329726498897,0.04636871508379888,0.045075125208681135,38.88636363636363,41.32258064516129,61.416666666666664,1.4354026845637584,1.5756457564575646,1.612691466083151,27.338461538461537,29.975,7.6870944484498915,7.9844617092119865,128.03076923076924,135.15,35.35411858267857,32.866043125541665
RCB,2014,8.015393073117098,31.153846153846153,249.7103226624942,7.931755641166759,25.5531914893617,202.68167074555907,0.04288070368334249,0.051733626857457346,35.625,40.416666666666664,48.54545454545455,1.415270018621974,1.470811220621683,1.5892857142857142,24.044444444444444,24.583333333333332,7.812274368231047,8.082191780821917,110.8,109.5,34.63153617081633,34.89555151978572
RCB,2015,7.377777777777778,24.29268292682927,179.22601626016262,7.896825396825397,31.09375,245.5419146825397,0.050617283950617285,0.042328042328042326,26.367346938775512,29.653846153846153,36.27272727272727,1.3011077542799596,1.399274047186933,1.596,30.28,34.12903225806452,8.053191489361701,7.6389891696750905,135.36,160.83870967741936,32.42194030421875,30.417912988215775
RCB,2016,8.65612648221344,27.72151898734177,239.9609746335118,8.268810289389068,23.293478260869566,192.60935271913883,0.05204216073781291,0.059163987138263666,40.075471698113205,44.19047619047619,43.65217391304348,1.475,1.462568951930654,1.6038338658146964,23.723076923076924,19.571428571428573,8.819828408007627,8.496124031007753,96.83076923076923,82.92857142857143,34.6311771815625,31.83746672745908
RCB,2017,9.195931477516059,40.32394366197183,370.8162228187109,8.68909386869235,29.98876404494382,260.57518579258294,0.03800856531049251,0.04829083016820401,47.17777777777778,51.43589743589744,66.4,1.566789667896679,1.5721003134796239,1.585482330468004,25.61111111111111,24.285714285714285,8.415821501014198,8.395061728395062,109.55555555555556,104.14285714285714,41.48901338923077,36.31136451558852
RCB,2018,7.068273092369478,18.144329896907216,128.24907878938433,8.238620689655173,26.19736842105263,215.83018148820327,0.06492637215528782,0.05241379310344828,26.8,25.675675675675677,27.166666666666668,1.3560257589696412,1.4136904761904763,1.481818181818182,20.98611111111111,23.520833333333332,7.702633814783347,8.404466501240694,98.08333333333333,100.75,35.748075471607144,34.98536053644643
RCB,2019,8.463476070528968,26.046511627906977,220.4440278835452,8.665021591610117,31.635135135135137,274.1191289994498,0.05415617128463476,0.04565083281924738,38.810810810810814,43.07142857142857,50.5,1.5391211146838157,1.5501285347043703,1.5396341463414633,30.78846153846154,26.697674418604652,8.302506482281764,7.981460023174971,133.5,120.4186046511628,37.50397573314285,33.99191945807359
RPS,2011,,,,,,,,,27.596774193548388,31.195121951219512,34.68,1.242556281771968,1.2984771573604061,1.3610675039246467,29.708333333333332,30.105263157894736,7.312820512820513,7.0184049079754605,146.25,154.42105263157896,33.69394071971656,32.239231139478456
RPS,2012,6.795669824086604,20.16867469879518,137.05965404242136,7.051039697542533,25.90277777777778,182.64151438773368,0.05615696887686062,0.045368620037807186,24.175,24.13888888888889,24.17391304347826,1.1997518610421836,1.253968253968254,1.3694581280788178,26.65,26.285714285714285,6.768253968253968,6.773006134969325,141.75,139.71428571428572,27.93051924160218,27.918221667366076
