,Unnamed: 0,ID,SEASON,CITY,CITY_Corrrected,TEAM1,TEAM1_MODEL,TEAM2,TEAM2_MODEL,TEAM1_STRENGTH,TEAM1_CUMU_STRENGTH,TEAM2_STRENGTH,TEAM2_CUMU_STRENGTH,TOSS_WINNER,TOSS_DECISION,RESULT,WINNER,WIN_BY_RUNS,TOSS_WINNER_MODEL,WINNER_MODEL,TOSS_DECISION_MODEL,CITY_MODEL,WIN_RATE_TEAM1,WIN_RATE_TEAM2
136,136,196,2010,Chandigarh,KXIP,KKR,1,KXIP,0,244.145,238.225,214.66666669999998,259.0714286,KKR,bat,normal,KKR,39,1,1,1,0,0.3548387096774194,0.5294117647058824
137,137,197,2010,Bangalore,RCB,DD,1,RCB,0,264.0255102,252.0612245,192.3583333,183.2645833,RCB,field,normal,DD,17,0,1,0,0,0.5588235294117647,0.4857142857142857
138,138,198,2010,Ahmedabad,Ahmedabad,RR,1,CSK,0,242.011655,260.3974359,285.125,267.4791667,RR,bat,normal,RR,17,1,1,1,2,0.6285714285714286,0.5277777777777778
139,139,199,2010,Mumbai,MI,MI,1,SRH,0,348.375,314.0729167,260.7,252.5904762,SRH,field,normal,MI,41,0,1,0,1,0.5,0.4
140,140,200,2010,Delhi,DD,DD,1,KKR,0,264.0255102,252.0612245,244.145,238.225,DD,bat,normal,DD,40,1,1,1,1,0.5714285714285714,0.375
141,141,201,2010,Mumbai,MI,KXIP,1,MI,0,214.66666669999998,259.0714286,348.375,314.0729167,MI,field,normal,MI,0,0,0,0,0,0.5142857142857142,0.5151515151515151
142,142,202,2010,Chennai,CSK,RCB,1,CSK,0,192.3583333,183.2645833,285.125,267.4791667,RCB,bat,normal,CSK,0,1,0,1,0,0.4722222222222222,0.5135135135135135
143,143,203,2010,Delhi,DD,DD,1,RR,0,264.0255102,252.0612245,242.011655,260.3974359,DD,bat,normal,DD,67,1,1,1,1,0.5833333333333334,0.6388888888888888
144,144,204,2010,Kolkata,KKR,KKR,1,SRH,0,244.145,238.225,260.7,252.5904762,KKR,bat,normal,KKR,24,1,1,1,1,0.3636363636363637,0.3888888888888889
145,145,205,2010,Chandigarh,KXIP,KXIP,1,RCB,0,214.66666669999998,259.0714286,192.3583333,183.2645833,KXIP,bat,normal,RCB,0,1,0,1,1,0.5,0.4594594594594595
146,146,206,2010,Chennai,CSK,CSK,1,RR,0,285.125,267.4791667,242.011655,260.3974359,CSK,bat,normal,CSK,23,1,1,1,1,0.5263157894736842,0.6216216216216216
147,147,207,2010,Mumbai,MI,MI,1,SRH,0,348.375,314.0729167,260.7,252.5904762,MI,bat,normal,MI,63,1,1,1,1,0.5294117647058824,0.3783783783783784
148,148,208,2010,Kolkata,KKR,KKR,1,KXIP,0,244.145,238.225,214.66666669999998,259.0714286,KKR,bat,normal,KXIP,0,1,0,1,1,0.38235294117647056,0.4864864864864865
149,149,209,2010,Delhi,DD,DD,1,RCB,0,264.0255102,252.0612245,192.3583333,183.2645833,DD,bat,normal,DD,37,1,1,1,1,0.5945945945945946,0.4736842105263158
150,150,210,2010,Nagpur,Nagpur,RR,1,SRH,0,242.011655,260.3974359,260.7,252.5904762,RR,bat,normal,RR,2,1,1,1,2,0.6052631578947368,0.3684210526315789
151,151,211,2010,Chennai,CSK,CSK,1,MI,0,285.125,267.4791667,348.375,314.0729167,CSK,bat,normal,CSK,24,1,1,1,1,0.5384615384615384,0.5428571428571428
152,152,212,2010,Jaipur,RR,KXIP,1,RR,0,214.66666669999998,259.0714286,242.011655,260.3974359,KXIP,bat,normal,RR,0,1,0,1,0,0.5,0.6153846153846154
153,153,213,2010,Kolkata,KKR,KKR,1,DD,0,244.145,238.225,264.0255102,252.0612245,KKR,bat,normal,KKR,14,1,1,1,1,0.37142857142857133,0.6052631578947368
154,154,214,2010,Bangalore,RCB,RCB,1,SRH,0,192.3583333,183.2645833,260.7,252.5904762,SRH,field,normal,SRH,0,0,0,0,1,0.4615384615384616,0.35897435897435903
155,155,215,2010,Chandigarh,KXIP,MI,1,KXIP,0,348.375,314.0729167,214.66666669999998,259.0714286,MI,bat,normal,KXIP,0,1,0,1,0,0.5277777777777778,0.4871794871794872
156,156,216,2010,Nagpur,Nagpur,CSK,1,SRH,0,285.125,267.4791667,260.7,252.5904762,CSK,bat,normal,SRH,0,1,0,1,2,0.55,0.375
157,157,217,2010,Bangalore,RCB,KKR,1,RCB,0,244.145,238.225,192.3583333,183.2645833,RCB,field,normal,RCB,0,0,0,0,0,0.3888888888888889,0.45
158,158,218,2010,Delhi,DD,DD,1,KXIP,0,264.0255102,252.0612245,214.66666669999998,259.0714286,DD,bat,normal,KXIP,0,1,0,1,1,0.5897435897435898,0.5
159,159,219,2010,Jaipur,RR,MI,1,RR,0,348.375,314.0729167,242.011655,260.3974359,RR,field,normal,MI,37,0,1,0,0,0.5135135135135135,0.625
160,160,220,2010,Nagpur,Nagpur,SRH,1,RCB,0,260.7,252.5904762,192.3583333,183.2645833,RCB,field,normal,SRH,13,0,1,0,2,0.3902439024390244,0.4634146341463415
161,161,221,2010,Mumbai,MI,MI,1,DD,0,348.375,314.0729167,264.0255102,252.0612245,MI,bat,normal,MI,39,1,1,1,1,0.5263157894736842,0.575
162,162,222,2010,Chennai,CSK,KKR,1,CSK,0,244.145,238.225,285.125,267.4791667,KKR,bat,normal,CSK,0,1,0,1,0,0.3783783783783784,0.5365853658536586
163,163,223,2010,Jaipur,RR,RR,1,RCB,0,242.011655,260.3974359,192.3583333,183.2645833,RR,bat,normal,RCB,0,1,0,1,1,0.6097560975609756,0.4523809523809524
164,164,224,2010,Chennai,CSK,CSK,1,DD,0,285.125,267.4791667,264.0255102,252.0612245,CSK,bat,normal,DD,0,1,0,1,1,0.5476190476190477,0.5609756097560976
165,165,225,2010,Dharamsala,Dharamsala,KXIP,1,SRH,0,214.66666669999998,259.0714286,260.7,252.5904762,SRH,field,normal,SRH,0,0,0,0,2,0.5121951219512195,0.4047619047619048
166,166,226,2010,Bangalore,RCB,MI,1,RCB,0,348.375,314.0729167,192.3583333,183.2645833,RCB,field,normal,MI,57,0,1,0,0,0.5384615384615384,0.4651162790697674
167,167,227,2010,Kolkata,KKR,RR,1,KKR,0,242.011655,260.3974359,244.145,238.225,RR,bat,normal,KKR,0,1,0,1,0,0.5952380952380952,0.3684210526315789
168,168,228,2010,Dharamsala,Dharamsala,KXIP,1,CSK,0,214.66666669999998,259.0714286,285.125,267.4791667,CSK,field,normal,CSK,0,0,0,0,2,0.5,0.5348837209302325
169,169,229,2010,Delhi,DD,SRH,1,DD,0,260.7,252.5904762,264.0255102,252.0612245,SRH,bat,normal,SRH,11,1,1,1,0,0.4186046511627907,0.5714285714285714
170,170,230,2010,Kolkata,KKR,MI,1,KKR,0,348.375,314.0729167,244.145,238.225,MI,bat,normal,KKR,0,1,0,1,0,0.55,0.38461538461538464
171,171,231,2010,Mumbai,MI,MI,1,RCB,0,348.375,314.0729167,192.3583333,183.2645833,MI,bat,normal,MI,35,1,1,1,1,0.5365853658536586,0.4545454545454545
172,172,232,2010,Mumbai,MI,CSK,1,SRH,0,285.125,267.4791667,260.7,252.5904762,CSK,bat,normal,CSK,38,1,1,1,2,0.5454545454545454,0.4318181818181818
173,173,233,2010,Mumbai,MI,SRH,1,RCB,0,260.7,252.5904762,192.3583333,183.2645833,SRH,bat,normal,RCB,0,1,0,1,2,0.4222222222222222,0.4444444444444444
174,174,234,2010,Mumbai,MI,CSK,1,MI,0,285.125,267.4791667,348.375,314.0729167,CSK,bat,normal,CSK,22,1,1,1,0,0.5555555555555556,0.5476190476190477
175,175,235,2011,Chennai,CSK,CSK,1,KKR,0,303.75187969999996,257.8922306,281.97058819999995,245.52941180000002,CSK,bat,normal,CSK,2,1,1,1,1,0.5652173913043478,0.4
176,176,236,2011,Hyderabad,SRH,SRH,1,RR,0,290.7333333,247.89444440000003,227.76041669999998,213.22395830000002,RR,field,normal,RR,0,0,0,0,1,0.4130434782608696,0.5813953488372093
177,177,237,2011,Kochi,Kochi,KTK,1,RCB,0,,,309.625,239.203125,KTK,bat,normal,RCB,0,1,0,1,2,0.0,0.4565217391304348
178,178,238,2011,Delhi,DD,DD,1,MI,0,243.1888889,227.087963,333.2401961,313.1862745,DD,bat,normal,MI,0,1,0,1,1,0.5581395348837209,0.5348837209302325
179,179,239,2011,Mumbai,MI,KXIP,1,RPS,0,312.6354167,275.5885417,228.6493056,217.86979169999998,KXIP,bat,normal,RPS,0,1,0,1,2,0.4883720930232558,0.0
180,180,240,2011,Kolkata,KKR,KKR,1,SRH,0,281.97058819999995,245.52941180000002,290.7333333,247.89444440000003,KKR,bat,normal,KKR,9,1,1,1,1,0.3902439024390244,0.40425531914893614
181,181,241,2011,Jaipur,RR,DD,1,RR,0,243.1888889,227.087963,227.76041669999998,213.22395830000002,DD,bat,normal,RR,0,1,0,1,0,0.5454545454545454,0.5909090909090909
182,182,242,2011,Bangalore,RCB,RCB,1,MI,0,309.625,239.203125,333.2401961,313.1862745,MI,field,normal,MI,0,0,0,0,1,0.4680851063829787,0.5454545454545454
183,183,243,2011,Chandigarh,KXIP,CSK,1,KXIP,0,303.75187969999996,257.8922306,312.6354167,275.5885417,KXIP,field,normal,KXIP,0,0,0,0,0,0.5744680851063829,0.4772727272727273
184,184,244,2011,Mumbai,MI,KTK,1,RPS,0,,,228.6493056,217.86979169999998,KTK,bat,normal,RPS,0,1,0,1,2,0.0,1.0
185,185,245,2011,Hyderabad,SRH,SRH,1,RCB,0,290.7333333,247.89444440000003,309.625,239.203125,RCB,field,normal,SRH,33,0,1,0,1,0.3958333333333333,0.4583333333333333
186,186,246,2011,Jaipur,RR,RR,1,KKR,0,227.76041669999998,213.22395830000002,281.97058819999995,245.52941180000002,KKR,field,normal,KKR,0,0,0,0,1,0.6,0.4047619047619048
187,187,247,2011,Mumbai,MI,MI,1,KTK,0,333.2401961,313.1862745,,,KTK,field,normal,KTK,0,0,0,0,1,0.5555555555555556,0.0
188,188,248,2011,Chennai,CSK,CSK,1,RCB,0,303.75187969999996,257.8922306,309.625,239.203125,CSK,bat,normal,CSK,21,1,1,1,1,0.5625,0.4489795918367347
189,189,249,2011,Hyderabad,SRH,SRH,1,KXIP,0,290.7333333,247.89444440000003,312.6354167,275.5885417,KXIP,field,normal,KXIP,0,0,0,0,1,0.4081632653061225,0.4888888888888889
190,190,250,2011,Mumbai,MI,RPS,1,DD,0,228.6493056,217.86979169999998,243.1888889,227.087963,DD,field,normal,DD,0,0,0,0,2,1.0,0.5333333333333333
191,191,251,2011,Kolkata,KKR,RR,1,KKR,0,227.76041669999998,213.22395830000002,281.97058819999995,245.52941180000002,KKR,field,normal,KKR,0,0,0,0,0,0.5869565217391305,0.4186046511627907
192,192,252,2011,Kochi,Kochi,CSK,1,KTK,0,303.75187969999996,257.8922306,,,KTK,field,normal,KTK,0,0,0,0,2,0.5714285714285714,0.3333333333333333
193,193,253,2011,Delhi,DD,SRH,1,DD,0,290.7333333,247.89444440000003,243.1888889,227.087963,SRH,bat,normal,SRH,16,1,1,1,0,0.4,0.5434782608695652
194,194,254,2011,Mumbai,MI,RPS,1,MI,0,228.6493056,217.86979169999998,333.2401961,313.1862745,RPS,bat,normal,MI,0,1,0,1,0,0.6666666666666666,0.5434782608695652
195,195,255,2011,Kolkata,KKR,KTK,1,KKR,0,,,281.97058819999995,245.52941180000002,KKR,field,normal,KTK,6,0,1,0,0,0.5,0.4318181818181818
196,196,256,2011,Chandigarh,KXIP,KXIP,1,RR,0,312.6354167,275.5885417,227.76041669999998,213.22395830000002,RR,field,normal,KXIP,48,0,1,0,1,0.5,0.5744680851063829
197,197,257,2011,Mumbai,MI,MI,1,CSK,0,333.2401961,313.1862745,303.75187969999996,257.8922306,CSK,field,normal,MI,8,0,1,0,1,0.5531914893617021,0.56
198,198,258,2011,Kolkata,KKR,KKR,1,RCB,0,281.97058819999995,245.52941180000002,309.625,239.203125,RCB,field,normal,RCB,0,0,0,0,1,0.4222222222222222,0.44
199,199,259,2011,Delhi,DD,DD,1,KXIP,0,243.1888889,227.087963,312.6354167,275.5885417,KXIP,field,normal,DD,29,0,1,0,1,0.5319148936170213,0.5106382978723404
200,200,260,2011,Hyderabad,SRH,MI,1,SRH,0,333.2401961,313.1862745,290.7333333,247.89444440000003,SRH,field,normal,MI,37,0,1,0,0,0.5625,0.4117647058823529
201,201,261,2011,Jaipur,RR,KTK,1,RR,0,,,227.76041669999998,213.22395830000002,RR,field,normal,RR,0,0,0,0,0,0.6,0.5625
202,202,262,2011,Chennai,CSK,CSK,1,RPS,0,303.75187969999996,257.8922306,228.6493056,217.86979169999998,RPS,field,normal,CSK,25,0,1,0,1,0.5490196078431373,0.5
203,203,263,2011,Delhi,DD,DD,1,RCB,0,243.1888889,227.087963,309.625,239.203125,RCB,field,normal,RCB,0,0,0,0,1,0.5416666666666666,0.4509803921568628
204,204,264,2011,Mumbai,MI,RPS,1,CSK,0,228.6493056,217.86979169999998,303.75187969999996,257.8922306,RPS,bat,normal,CSK,0,1,0,1,2,0.4,0.5576923076923077
205,205,265,2011,Kochi,Kochi,SRH,1,KTK,0,290.7333333,247.89444440000003,,,KTK,field,normal,SRH,55,0,1,0,2,0.40384615384615385,0.5
206,206,266,2011,Delhi,DD,KKR,1,DD,0,281.97058819999995,245.52941180000002,243.1888889,227.087963,DD,field,normal,KKR,17,0,1,0,0,0.4130434782608696,0.5306122448979592
207,207,267,2011,Jaipur,RR,MI,1,RR,0,333.2401961,313.1862745,227.76041669999998,213.22395830000002,RR,field,normal,RR,0,0,0,0,0,0.5714285714285714,0.5714285714285714
208,208,268,2011,Bangalore,RCB,RCB,1,RPS,0,309.625,239.203125,228.6493056,217.86979169999998,RPS,field,normal,RCB,26,0,1,0,1,0.4615384615384616,0.3333333333333333
209,209,269,2011,Kochi,Kochi,DD,1,KTK,0,243.1888889,227.087963,,,DD,bat,normal,DD,38,1,1,1,2,0.52,0.42857142857142855
210,210,270,2011,Kolkata,KKR,KXIP,1,KKR,0,312.6354167,275.5885417,281.97058819999995,245.52941180000002,KKR,field,normal,KKR,0,0,0,0,0,0.5,0.425531914893617
211,211,271,2011,Jaipur,RR,RPS,1,RR,0,228.6493056,217.86979169999998,227.76041669999998,213.22395830000002,RR,field,normal,RR,0,0,0,0,0,0.2857142857142857,0.58
212,212,272,2011,Chennai,CSK,CSK,1,SRH,0,303.75187969999996,257.8922306,290.7333333,247.89444440000003,CSK,bat,normal,CSK,19,1,1,1,1,0.5660377358490566,0.4150943396226415
213,213,273,2011,Mumbai,MI,MI,1,KXIP,0,333.2401961,313.1862745,312.6354167,275.5885417,KXIP,field,normal,MI,23,0,1,0,1,0.56,0.4897959183673469
214,214,274,2011,Delhi,DD,DD,1,KTK,0,243.1888889,227.087963,,,KTK,field,normal,KTK,0,0,0,0,1,0.5294117647058824,0.375
215,215,275,2011,Hyderabad,SRH,KKR,1,SRH,0,281.97058819999995,245.52941180000002,290.7333333,247.89444440000003,SRH,field,normal,KKR,20,0,1,0,0,0.4375,0.4074074074074074
216,216,276,2011,Chennai,CSK,RR,1,CSK,0,227.76041669999998,213.22395830000002,303.75187969999996,257.8922306,RR,bat,normal,CSK,0,1,0,1,0,0.5882352941176471,0.5740740740740741
217,217,277,2011,Mumbai,MI,MI,1,RPS,0,333.2401961,313.1862745,228.6493056,217.86979169999998,RPS,field,normal,MI,21,0,1,0,1,0.5686274509803921,0.25
218,218,278,2011,Kochi,Kochi,KTK,1,KKR,0,,,281.97058819999995,245.52941180000002,KKR,field,normal,KTK,17,0,1,0,2,0.4444444444444444,0.4489795918367347
219,219,279,2011,Hyderabad,SRH,SRH,1,DD,0,290.7333333,247.89444440000003,243.1888889,227.087963,DD,field,normal,DD,0,0,0,0,1,0.4,0.5192307692307693
220,220,280,2011,Bangalore,RCB,RCB,1,KXIP,0,309.625,239.203125,312.6354167,275.5885417,KXIP,field,normal,RCB,85,0,1,0,1,0.4716981132075472,0.48
221,221,281,2011,Kolkata,KKR,CSK,1,KKR,0,303.75187969999996,257.8922306,281.97058819999995,245.52941180000002,CSK,bat,normal,KKR,10,1,0,1,0,0.5818181818181818,0.44
222,222,282,2011,Mumbai,MI,MI,1,DD,0,333.2401961,313.1862745,243.1888889,227.087963,DD,field,normal,MI,32,0,1,0,1,0.5769230769230769,0.5283018867924528
223,223,283,2011,Bangalore,RCB,KTK,1,RCB,0,,,309.625,239.203125,KTK,bat,normal,RCB,0,1,0,1,0,0.5,0.4814814814814815
224,224,284,2011,Chandigarh,KXIP,KXIP,1,RPS,0,312.6354167,275.5885417,228.6493056,217.86979169999998,KXIP,bat,normal,RPS,0,1,0,1,1,0.4705882352941176,0.2222222222222222
225,225,285,2011,Jaipur,RR,CSK,1,RR,0,303.75187969999996,257.8922306,227.76041669999998,213.22395830000002,RR,field,normal,CSK,63,0,1,0,0,0.5714285714285714,0.5769230769230769
226,226,286,2011,Hyderabad,SRH,SRH,1,RPS,0,290.7333333,247.89444440000003,228.6493056,217.86979169999998,SRH,bat,normal,RPS,0,1,0,1,1,0.3928571428571429,0.3
227,227,287,2011,Chandigarh,KXIP,KXIP,1,MI,0,312.6354167,275.5885417,333.2401961,313.1862745,MI,field,normal,KXIP,76,0,1,0,1,0.4615384615384616,0.5849056603773585
228,228,288,2011,Jaipur,RR,RR,1,RCB,0,227.76041669999998,213.22395830000002,309.625,239.203125,RCB,field,normal,RCB,0,0,0,0,1,0.5660377358490566,0.4909090909090909
229,229,289,2011,Chennai,CSK,CSK,1,DD,0,303.75187969999996,257.8922306,243.1888889,227.087963,CSK,bat,normal,CSK,18,1,1,1,1,0.5789473684210527,0.5185185185185185
230,230,290,2011,Indore,Indore,KTK,1,KXIP,0,,,312.6354167,275.5885417,KXIP,field,normal,KXIP,0,0,0,0,2,0.4545454545454545,0.4716981132075472
231,231,291,2011,Bangalore,RCB,KKR,1,RCB,0,281.97058819999995,245.52941180000002,309.625,239.203125,RCB,field,normal,RCB,0,0,0,0,0,0.4509803921568628,0.5
232,232,292,2011,Mumbai,MI,SRH,1,MI,0,290.7333333,247.89444440000003,333.2401961,313.1862745,SRH,bat,normal,SRH,10,1,1,1,0,0.3859649122807017,0.5740740740740741
233,233,293,2011,Dharamsala,Dharamsala,KXIP,1,DD,0,312.6354167,275.5885417,243.1888889,227.087963,DD,field,normal,KXIP,29,0,1,0,2,0.4814814814814815,0.509090909090909
234,234,294,2011,Indore,Indore,RR,1,KTK,0,227.76041669999998,213.22395830000002,,,KTK,field,normal,KTK,0,0,0,0,2,0.5555555555555556,0.4166666666666667
235,235,295,2011,Mumbai,MI,RPS,1,SRH,0,228.6493056,217.86979169999998,290.7333333,247.89444440000003,SRH,field,normal,SRH,0,0,0,0,2,0.3636363636363637,0.3965517241379311
236,236,296,2011,Dharamsala,Dharamsala,KXIP,1,RCB,0,312.6354167,275.5885417,309.625,239.203125,KXIP,bat,normal,KXIP,111,1,1,1,2,0.4909090909090909,0.5087719298245614
237,237,297,2011,Chennai,CSK,CSK,1,KTK,0,303.75187969999996,257.8922306,,,CSK,bat,normal,CSK,11,1,1,1,1,0.5862068965517241,0.4615384615384616
238,238,298,2011,Mumbai,MI,RPS,1,KKR,0,228.6493056,217.86979169999998,281.97058819999995,245.52941180000002,KKR,field,normal,KKR,0,0,0,0,2,0.3333333333333333,0.4423076923076923
239,239,299,2011,Mumbai,MI,MI,1,RR,0,333.2401961,313.1862745,227.76041669999998,213.22395830000002,MI,bat,normal,RR,0,1,0,1,1,0.5636363636363636,0.5454545454545454
240,240,300,2011,Dharamsala,Dharamsala,SRH,1,KXIP,0,290.7333333,247.89444440000003,312.6354167,275.5885417,KXIP,field,normal,SRH,82,0,1,0,2,0.4067796610169492,0.5
241,241,303,2011,Kolkata,KKR,KKR,1,MI,0,281.97058819999995,245.52941180000002,333.2401961,313.1862745,MI,field,normal,MI,0,0,0,0,1,0.4528301886792453,0.5535714285714286
242,242,304,2011,Mumbai,MI,RCB,1,CSK,0,309.625,239.203125,303.75187969999996,257.8922306,CSK,field,normal,CSK,0,0,0,0,2,0.5,0.5932203389830508
243,243,305,2011,Mumbai,MI,KKR,1,MI,0,281.97058819999995,245.52941180000002,333.2401961,313.1862745,MI,field,normal,MI,0,0,0,0,0,0.4444444444444444,0.5614035087719298
244,244,306,2011,Chennai,CSK,RCB,1,MI,0,309.625,239.203125,333.2401961,313.1862745,MI,field,normal,RCB,43,0,1,0,2,0.4915254237288136,0.5689655172413793
245,245,307,2011,Chennai,CSK,CSK,1,RCB,0,303.75187969999996,257.8922306,309.625,239.203125,CSK,bat,normal,CSK,58,1,1,1,1,0.6,0.5
246,246,308,2012,Chennai,CSK,CSK,1,MI,0,298.1283069,276.9088624,261.6065163,269.50914789999996,MI,field,normal,MI,0,0,0,0,1,0.6065573770491803,0.559322033898305
247,247,309,2012,Kolkata,KKR,KKR,1,DD,0,313.1875,273.3520833,292.35,247.44270830000002,DD,field,normal,DD,0,0,0,0,1,0.4363636363636363,0.5
248,248,310,2012,Mumbai,MI,RPS,1,MI,0,220.6335227,220.75520830000002,261.6065163,269.50914789999996,MI,field,normal,RPS,28,0,1,0,0,0.3076923076923077,0.5666666666666667
249,249,311,2012,Jaipur,RR,RR,1,KXIP,0,256.9428571,209.50767199999999,289.2425595,282.28839289999996,KXIP,field,normal,RR,31,0,1,0,1,0.5535714285714286,0.4912280701754386
250,250,312,2012,Bangalore,RCB,RCB,1,DD,0,335.76934520000003,284.94880950000004,292.35,247.44270830000002,DD,field,normal,RCB,20,0,1,0,1,0.4918032786885246,0.5087719298245614
251,251,313,2012,Visakhapatnam,Visakhapatnam,CSK,1,SRH,0,298.1283069,276.9088624,248.920098,204.895098,SRH,field,normal,CSK,74,0,1,0,2,0.5967741935483871,0.4166666666666667
252,252,314,2012,Jaipur,RR,RR,1,KKR,0,256.9428571,209.50767199999999,313.1875,273.3520833,KKR,field,normal,RR,22,0,1,0,1,0.5614035087719298,0.42857142857142855
253,253,315,2012,Pune,RPS,RPS,1,KXIP,0,220.6335227,220.75520830000002,289.2425595,282.28839289999996,RPS,bat,normal,RPS,22,1,1,1,1,0.35714285714285715,0.4827586206896552
254,254,316,2012,Visakhapatnam,Visakhapatnam,SRH,1,MI,0,248.920098,204.895098,261.6065163,269.50914789999996,SRH,bat,normal,MI,0,1,0,1,2,0.4098360655737705,0.5573770491803278
255,255,317,2012,Bangalore,RCB,KKR,1,RCB,0,313.1875,273.3520833,335.76934520000003,284.94880950000004,RCB,field,normal,KKR,42,0,1,0,0,0.42105263157894735,0.5
256,256,318,2012,Delhi,DD,CSK,1,DD,0,298.1283069,276.9088624,292.35,247.44270830000002,DD,field,normal,DD,0,0,0,0,0,0.6031746031746031,0.5
257,257,319,2012,Mumbai,MI,MI,1,RR,0,261.6065163,269.50914789999996,256.9428571,209.50767199999999,RR,field,normal,MI,27,0,1,0,1,0.5645161290322581,0.5689655172413793
258,258,320,2012,Chennai,CSK,RCB,1,CSK,0,335.76934520000003,284.94880950000004,298.1283069,276.9088624,RCB,bat,normal,CSK,0,1,0,1,0,0.492063492063492,0.59375
259,259,321,2012,Chandigarh,KXIP,RPS,1,KXIP,0,220.6335227,220.75520830000002,289.2425595,282.28839289999996,KXIP,field,normal,KXIP,0,0,0,0,0,0.4,0.4745762711864407
260,260,322,2012,Kolkata,KKR,RR,1,KKR,0,256.9428571,209.50767199999999,313.1875,273.3520833,RR,bat,normal,KKR,0,1,0,1,0,0.559322033898305,0.4310344827586207
261,261,323,2012,Delhi,DD,SRH,1,DD,0,248.920098,204.895098,292.35,247.44270830000002,SRH,bat,normal,DD,0,1,0,1,0,0.4032258064516129,0.5084745762711864
262,262,324,2012,Pune,RPS,CSK,1,RPS,0,298.1283069,276.9088624,220.6335227,220.75520830000002,CSK,bat,normal,RPS,0,1,0,1,0,0.6,0.375
263,263,325,2012,Kolkata,KKR,KXIP,1,KKR,0,289.2425595,282.28839289999996,313.1875,273.3520833,KKR,field,normal,KXIP,2,0,1,0,0,0.4833333333333333,0.4406779661016949
264,264,326,2012,Bangalore,RCB,RR,1,RCB,0,256.9428571,209.50767199999999,335.76934520000003,284.94880950000004,RR,bat,normal,RR,59,1,1,1,0,0.55,0.484375
265,265,327,2012,Mumbai,MI,MI,1,DD,0,261.6065163,269.50914789999996,292.35,247.44270830000002,DD,field,normal,DD,0,0,0,0,1,0.5714285714285714,0.5166666666666667
266,266,328,2012,Jaipur,RR,SRH,1,RR,0,248.920098,204.895098,256.9428571,209.50767199999999,SRH,bat,normal,RR,0,1,0,1,0,0.3968253968253968,0.5573770491803278
267,267,329,2012,Bangalore,RCB,RPS,1,RCB,0,220.6335227,220.75520830000002,335.76934520000003,284.94880950000004,RPS,bat,normal,RCB,0,1,0,1,0,0.4117647058823529,0.476923076923077
268,268,330,2012,Chandigarh,KXIP,KXIP,1,KKR,0,289.2425595,282.28839289999996,313.1875,273.3520833,KXIP,bat,normal,KKR,0,1,0,1,1,0.4918032786885246,0.43333333333333335
269,269,331,2012,Hyderabad,SRH,SRH,1,DD,0,248.920098,204.895098,292.35,247.44270830000002,SRH,bat,normal,DD,0,1,0,1,1,0.390625,0.5245901639344263
270,270,332,2012,Chennai,CSK,CSK,1,RPS,0,298.1283069,276.9088624,220.6335227,220.75520830000002,RPS,field,normal,CSK,13,0,1,0,1,0.5909090909090909,0.3888888888888889
271,271,333,2012,Chandigarh,KXIP,KXIP,1,RCB,0,289.2425595,282.28839289999996,335.76934520000003,284.94880950000004,RCB,field,normal,RCB,0,0,0,0,1,0.4838709677419355,0.4848484848484849
272,272,334,2012,Chennai,CSK,RR,1,CSK,0,256.9428571,209.50767199999999,298.1283069,276.9088624,RR,bat,normal,CSK,0,1,0,1,0,0.5645161290322581,0.5970149253731343
273,273,335,2012,Delhi,DD,RPS,1,DD,0,220.6335227,220.75520830000002,292.35,247.44270830000002,DD,field,normal,RPS,20,0,1,0,0,0.3684210526315789,0.532258064516129
274,274,336,2012,Mumbai,MI,MI,1,KXIP,0,261.6065163,269.50914789999996,289.2425595,282.28839289999996,MI,bat,normal,KXIP,0,1,0,1,1,0.5625,0.4761904761904762
275,275,337,2012,Cuttack,Cuttack,SRH,1,KKR,0,248.920098,204.895098,313.1875,273.3520833,KKR,field,normal,KKR,0,0,0,0,2,0.38461538461538464,0.4426229508196721
276,276,338,2012,Jaipur,RR,RCB,1,RR,0,335.76934520000003,284.94880950000004,256.9428571,209.50767199999999,RR,field,normal,RCB,46,0,1,0,0,0.4925373134328358,0.5555555555555556
277,277,339,2012,Pune,RPS,RPS,1,DD,0,220.6335227,220.75520830000002,292.35,247.44270830000002,RPS,bat,normal,DD,0,1,0,1,1,0.4,0.5238095238095238
278,278,340,2012,Chandigarh,KXIP,KXIP,1,MI,0,289.2425595,282.28839289999996,261.6065163,269.50914789999996,KXIP,bat,normal,MI,0,1,0,1,1,0.484375,0.5538461538461539
279,279,341,2012,Pune,RPS,SRH,1,RPS,0,248.920098,204.895098,220.6335227,220.75520830000002,SRH,bat,normal,SRH,18,1,1,1,0,0.3787878787878788,0.3809523809523809
280,280,342,2012,Delhi,DD,DD,1,MI,0,292.35,247.44270830000002,261.6065163,269.50914789999996,MI,field,normal,DD,37,0,1,0,1,0.53125,0.5606060606060606
281,281,343,2012,Chennai,CSK,KXIP,1,CSK,0,289.2425595,282.28839289999996,298.1283069,276.9088624,KXIP,bat,normal,KXIP,7,1,1,1,0,0.476923076923077,0.6029411764705882
282,282,344,2012,Kolkata,KKR,KKR,1,RCB,0,313.1875,273.3520833,335.76934520000003,284.94880950000004,KKR,bat,normal,KKR,47,1,1,1,1,0.4516129032258064,0.5
